年,季,公司代號,公司名稱,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總額,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 45,待註銷股本股數（單位：股）,Unnamed: 46,負債及權益總計,Unnamed: 47
2015,02,2850,新產,6565097.0,1835935.0,--,--,12995048.0,4285089.0,1056850.0,46499.0,211704.0,777362.0,--,27773584.0,--,2134188.0,77120.00,--,0.00,--,--,--,--,--,17041891.0,--,--,532733.0,45868.0,125732.0,--,19957532.0,3159633.0,63663.0,3594734.0,998022.0,--,--,--,--,--,7816052.0,0.0,0.0,24.74,,0.00,,27773584.0,
2015,02,2851,中再保,16985448.0,373513.0,133340.00,--,11439844.0,3912522.0,213795.0,1061.0,13427.0,1060209.0,--,34133159.0,--,1287723.0,95159.00,--,18637.00,--,--,--,--,--,23279274.0,--,--,5675.0,61341.0,42284.0,--,24790093.0,5622750.0,300000.0,3188698.0,231618.0,--,--,--,--,--,9343066.0,0.0,0.0,16.62,,0.00,,34133159.0,
2015,02,2852,第一保,1152926.0,830697.0,--,--,8811787.0,2106514.0,620577.0,5374.0,47129.0,507964.0,--,14082968.0,--,972333.0,44337.00,--,--,--,--,--,--,--,7699428.0,--,--,175144.0,92934.0,33436.0,--,9017612.0,3011638.0,0.0,2039270.0,14448.0,--,--,--,--,--,5065356.0,0.0,0.0,16.82,,--,,14082968.0,
2015,02,2867,三商美邦,42081822.0,12844023.0,1125956.00,--,680998896.0,362107.0,7999962.0,63872.0,145870.0,5389950.0,50665517.00,801677975.0,650344.00,4678476.0,4158.00,--,1766389.00,--,--,5000000.00,2000000.00,--,705550974.0,0.00,872373.00,1919452.0,883669.0,956182.0,50665517.00,774947534.0,14877023.0,1302783.0,12140228.0,-1589593.0,--,--,--,--,--,26730441.0,0.0,0.0,19.76,,--,,801677975.0,
2015,03,2816,旺旺保險,2299921.0,973590.0,12440,--,5261763.0,4086641.0,812806.0,108370,3082,846705.0,--,14405318.0,--,1044911.0,--,--,--,--,--,--,--,--,9475995.0,44087,--,190601,64489.0,84117.0,--,10904200.0,2129600.0,0,1347033.0,-5074.0,--,3471559,--,--,29559,3501118.0,0.0,0.0,16.3,,0,,14405318.0,
2015,03,2823,中壽,36430308.0,11028839.0,1850915,--,1025169325.0,258828.0,6920553.0,81886,4632287,19395259.0,64040001,1169808201.0,--,8661588.0,--,--,7486872,--,--,--,--,0,999000375.0,0,8308578,266981,8183614.0,1727360.0,64040001,1097675369.0,33401467.0,2289273,35825355.0,616737.0,--,--,--,--,--,72132832.0,0.0,0.0,21.6,,0,,1169808201.0,
2015,03,2832,台產,2658766.0,781385.0,--,--,10369293.0,1933956.0,378170.0,5873,15116,727292.0,--,16869851.0,--,871264.0,49282,--,--,--,--,--,--,--,7816042.0,--,--,46780,283676.0,188302.0,--,9255346.0,3638164.0,117725,4094208.0,-206209.0,-29383,--,--,--,--,7614505.0,1365000.0,0.0,21.01,,--,,16869851.0,
2015,03,2850,新產,7224733.0,1525561.0,--,--,12380757.0,4742613.0,1053426.0,43527,206505,796131.0,0,27973253.0,--,1657488.0,48163,--,26904,--,--,--,--,--,17496510.0,--,--,534387,80929.0,141680.0,--,19986061.0,3159633.0,63663,4110496.0,653967.0,-567,--,--,--,--,7987192.0,27000.0,0.0,25.28,,--,,27973253.0,
2015,03,2851,中再保,17656673.0,156778.0,69977,--,10103664.0,3917711.0,214586.0,752,36666,1052256.0,--,33209063.0,--,460320.0,10542,--,71219,--,--,--,--,--,23454931.0,--,--,5630,92513.0,24128.0,--,24119283.0,5622750.0,300000,3243938.0,-76908.0,--,--,--,--,--,9089780.0,0.0,0.0,16.17,,0,,33209063.0,
2015,03,2852,第一保,1048428.0,674413.0,--,--,8537353.0,2095198.0,634056.0,5645,47226,521557.0,--,13563876.0,--,608481.0,5378,--,--,--,--,--,--,--,7826991.0,--,--,172506,92934.0,35451.0,--,8741741.0,3011638.0,0,1879493.0,-68996.0,--,--,--,--,--,4822135.0,0.0,0.0,16.01,,--,,13563876.0,
2015,03,2867,三商美邦,50150333.0,8804227.0,1060405,--,716081950.0,203918.0,8204454.0,46386,2375673,5585504.0,48132372,840645222.0,--,4565765.0,0,--,11232408,--,--,5000000,2000000,--,737706091.0,0,1747385,1924150,2990270.0,1012674.0,48132372,816311115.0,14877023.0,1302840,13354154.0,-5199910.0,--,--,--,--,--,24334107.0,0.0,0.0,16.36,,--,,840645222.0,
2015,04,2816,旺旺保險,2131322.0,767890.0,14070,--,5870859.0,3974927.0,834018.0,101242,3078,773076.0,--,14470482.0,--,1175467.0,--,--,--,--,--,--,--,--,9408753.0,44087,--,208763,64400.0,45832.0,--,10947302.0,2129600.0,0,1364016.0,323.0,--,3493939,--,--,29241,3523180.0,0.0,0.0,16.41,,0,,14470482.0,
2015,04,2823,中壽,52426711.0,11220392.0,1975975,--,1041105883.0,340209.0,6988198.0,98836,4251116,19252055.0,64962278,1202621653.0,--,8055698.0,--,--,3984347,--,--,--,--,0,1025712952.0,0,7695824,277491,8082606.0,1266589.0,64962278,1120037785.0,33401467.0,2289273,34763780.0,12129348.0,--,--,--,--,--,82583868.0,0.0,0.0,24.72,,0,,1202621653.0,
2015,04,2832,台產,2809866.0,714794.0,--,--,10501315.0,1941401.0,365227.0,5702,17535,741883.0,--,17097723.0,--,835166.0,59535,--,--,--,--,--,--,--,7955650.0,--,--,64446,279648.0,187482.0,--,9381927.0,3622004.0,98962,4241806.0,-246976.0,--,--,--,--,--,7715796.0,0.0,0.0,21.3,,--,,17097723.0,
2015,04,2850,新產,7456200.0,1967644.0,--,--,12248397.0,4650721.0,1049842.0,44294,218231,767261.0,--,28402590.0,--,1804615.0,131381,--,26153,--,--,--,--,--,17174273.0,--,--,604115,67678.0,223062.0,--,20031277.0,3159633.0,63663,4295181.0,883235.0,-30399,--,--,--,--,8371313.0,1306000.0,0.0,26.6,,0,,28402590.0,
2015,04,2851,中再保,16461567.0,248065.0,69977,--,11698239.0,3455783.0,213444.0,3786,28124,1086086.0,--,33265071.0,--,425192.0,68011,--,31549,--,--,--,--,--,23279625.0,--,--,8015,76186.0,27012.0,--,23915590.0,5622750.0,300000,3459020.0,-32289.0,--,--,--,--,--,9349481.0,0.0,0.0,16.63,,0,,33265071.0,
2015,04,2852,第一保,946805.0,694540.0,--,--,8853961.0,2352616.0,631433.0,4870,49260,534844.0,--,14068329.0,--,721202.0,3047,--,--,--,--,--,--,--,8109539.0,--,--,203641,92934.0,32455.0,--,9162818.0,3011638.0,0,1940381.0,-46508.0,--,--,--,--,--,4905511.0,0.0,0.0,16.29,,--,,14068329.0,
2015,04,2867,三商美邦,76342950.0,7525622.0,1179540,--,710928997.0,186009.0,8211824.0,40062,1792135,5776816.0,48506434,860490389.0,--,4474510.0,--,--,7898235,--,--,5000000,2000000,--,758417995.0,0,1598387,1859969,2644403.0,1014484.0,48506434,833414417.0,15877023.0,2035840,12092814.0,-2929705.0,--,--,--,--,--,27075972.0,0.0,0.0,17.05,,--,,860490389.0,
