公司代號,公司名稱,營業收入,營業成本,營業毛利,營業費用,營業利益,營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利,所得稅費用(利益),繼續營業單位稅後淨利,停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股稅後盈餘,換算匯率,換算匯率參考依據
"911610","聯合環境",4454009,2870854,1583155,549213,1033942,221829,311875,943896,195784,748112,0,0,0,748112,711725,36387,1.48,SGD＄1：NT$24.07,臺灣銀行於財務報表日之即期匯率
"911611","中國泰山",2760491,3102781,-342290,103839,-446129,34064,11939,-424004,5,-424009,0,0,0,-424009,-424009,0,-0.38,RMB1:NTD4.6598,Bloomberg顯示12月31日閉市匯率
"911612","滬安電力",10244082,8795735,1448347,789802,658545,72472,324981,406036,49666,356370,0,0,0,356370,356370,0,0.41,4.6214,以2012年12月31日www.oanda.com網站之匯率
"911616","杜康控股",8586776,5360554,3226222,1816645,1409577,46037,45803,1409811,383954,1025857,0,0,0,1025857,1025857,0,1.28,RMB$1:NT$4.701,2012年6月底
"911619","耀傑集團",1174615,935487,239128,188394,50734,6339,40257,16816,6865,9951,0,0,0,9951,10047,-96,0.06,SGD$1:NT$23.92,臺灣銀行於財務報表日之即期匯率
"911622","泰聚亨",8959918,8972819,-12901,342928,-355829,111264,136798,-381363,0,-381363,0,0,0,-381363,-381363,0,-0.64,THB$1:NT$0.95,以101/12/31公佈匯率換算
"911626","華運中國",3584822,2599418,985404,194490,790914,15024,17843,788095,203218,584877,0,0,0,584877,584877,0,1.13,CNY $1: NT $4.66,匯率係採用各該期期末之台灣銀行匯率
"911868","同方友友",3178311,2800790,377521,1154007,-776486,217948,1832103,-2390641,9323,-2399964,0,0,0,-2399964,-2370531,-29433,-2.52,HKD$1:NT$3.843,20130331
"912000","晨訊科技",10961159,9904614,1056545,1498756,-442211,318458,304816,-428569,-7449,-421120,0,0,0,-421120,-420265,-855,-0.21,HKD $1:NT$3.747,臺灣銀行於財務報表日之即期匯率
"912398","友佳國際",7182084,5738770,1443314,1211937,231377,134748,76689,289436,88309,201127,0,0,0,201127,201127,0,0.50,RMB 1 : NTS 4.6611,台銀買入賣出均價
"9136","巨騰",34446035,29202761,5243274,2364686,2878588,373889,243870,3008607,481386,2527221,0,0,0,2527221,2307614,219607,2.04,HKD＄1：NT$3.7436,臺灣銀行101年12月31日即期中價匯率
"913889","大成糖",16951904,15578780,1373124,1397917,-24793,78393,512149,-458549,92842,-551391,449357,0,0,-1000748,-977943,-22805,-0.64,HKD$1：NT$3.7503,www.oanda.com/convert/fxhistory
"9151","中國旺旺",97535283,59175389,38359894,19098795,19261099,3208077,719291,21749885,5661638,16088247,0,0,0,16088247,16082875,5372,1.22,USD$1:NT$29.04,臺灣銀行於財務報表日之即期匯率
"9157","陽光能源",4659311,6007247,-1347936,1270617,-2618553,285200,3815851,-6149204,-110019,-6039185,0,0,0,-6039185,-5952719,-86466,-2.62,RMB$1 : NT$4.6741,中央銀行 101/12/31之匯率
"9188","精熙國際",2693925,2161796,532129,543570,-11441,59096,51604,-3949,-5692,1743,0,0,0,1743,1743,0,0.00,USD＄1：NT$29.04,依臺灣銀行於101年12月31日之即期匯率
