年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
92/03,1216,統一,          9338415,         48146879,         14417077,            377006,          1355882,          5021442,         23913871,          2449397,         33950978,            973865,          8072550,           -746844,         73635259,         31384710,         42250549,         12.44
92/03,1217,愛之味,          1973755,          2781692,          1599428,             19556,            931109,          1833712,          1460912,            339927,          3639628,             20689,            197519,           -186847,          7305540,          3634551,          3670989,         10.09
92/03,1218,泰山企業,          2256826,          2336254,          2364005,             90169,            157518,          2354620,            790000,            788591,          3232980,            704154,             13332,           -678905,          7204772,          3933211,          3271561,         10.11
92/03,,,,,,,,,,,,,,,,,,
92/03,1219,福壽實業,          2318490,            625342,          1825209,             71340,             99691,            815841,            350000,            621218,          2722294,            349658,            104052,            -22991,          4940072,          1787059,          3153013,         11.58
92/03,1220,台榮,            912377,            329936,          1192487,             34940,             78416,            528107,             80000,            111839,          1770779,             24978,             18240,             14213,          2548156,            719946,          1828210,         10.32
92/03,1225,福懋油,          1255482,            826415,          1059531,             14557,            110239,            974498,                  0,            281384,          1867870,            200831,           -109099,             50740,          3266224,          1255882,          2010342,         10.76
92/03,1227,佳格,          1965071,          2268361,          1428061,                  0,            204434,            673820,          1110000,             17692,          3209184,              5784,            768215,             81232,          5865927,          1801512,          4064415,         12.66
92/03,1229,聯華實業,          1842575,          8422534,          1402571,             31307,            845713,          1306118,          1318631,            220976,          6612928,            729189,          2248747,            108111,         12544700,          2845725,          9698975,         14.66
92/03,1231,聯華食品,          1378139,            724532,            759748,             18978,            444271,            775337,            829852,             38617,          1154190,             77149,            445421,              5102,          3325668,          1643806,          1681862,         14.57
92/03,1232,大統益,          1525847,            674257,          1681817,                  0,             13431,          1155205,            600000,                856,          1599749,             23784,            515758,                  0,          3895352,          1756061,          2139291,         13.37
92/03,1233,天仁,            499700,             67930,            822405,             35164,             78116,            354299,             23994,            125678,            853916,              2612,            180493,            -37677,          1503315,            503971,            999344,         11.70
92/03,1234,黑松,          1633689,          7207214,          2931940,            236842,            105231,            768027,                  0,          3459292,          5358281,            604389,          1934118,             -9191,         12114916,          4227319,          7887597,         14.72
92/03,1235,興泰,            564749,             44594,            162492,             14542,             55812,            140072,                  0,            105948,            411638,             81254,            114861,            -11584,            842189,            246020,            596169,         14.48
92/03,1236,宏亞食品,            705214,             29464,            769372,             30995,             76843,            576611,             81250,            103277,            662785,             33396,            154172,                397,          1611888,            761138,            850750,         12.83
92/03,1301,台塑,         40050267,         72981612,         61699378,            742878,          7246776,         22625309,         52997435,          4718179,         48068685,         13376469,         39150713,          1784121,        182720911,         80340923,        102379988,         21.29
92/03,1303,南亞塑膠,         60054995,        120983864,         80757131,          1565404,          9916100,         35482841,         83508009,         10682276,         65873483,         22306760,         50980620,          4443505,        273277494,        129673126,        143604368,         21.80
92/03,1304,台聚,          2678280,          7245447,          1194042,            133399,          1369230,          1560445,          1100000,            644244,          7714032,            300099,          1510360,           -208782,         12620398,          3304689,          9315709,         12.07
92/03,1305,華夏,          2689139,          1993653,          3159063,            321445,            392121,          1314886,          1720000,          1789034,          4248035,            123551,           -487846,           -152239,          8555421,          4823920,          3731501,          8.78
92/03,,,,,,,,,,,,,,,,,,
92/03,1307,三芳化工,          2133897,          1116067,          1625877,             42548,             71373,          1184889,            475250,            321685,          2276439,            223818,            538705,            -31024,          4989762,          1981824,          3007938,         13.21
92/03,1308,亞聚,          1607139,          1667061,            474399,             34226,            790185,            567971,            100000,            257792,          2279277,            519413,            922586,            -74029,          4573010,            925763,          3647247,         16.00
92/03,1309,台達化工,          2605890,            779786,          1870207,             27956,            373524,            828707,            700000,            546390,          2626219,            591530,            494897,           -130380,          5657363,          2075097,          3582266,         13.64
92/03,1310,台苯,          2570402,          4437096,          1274857,             17007,            340472,          2242841,            560925,              6101,          5341562,             56356,          1421757,           -989708,          8639834,          2809867,          5829967,         10.91
92/03,1312,國喬石化,          3448091,          5653070,          5574203,             79094,            335994,          4496319,          3232660,          1709559,          6598242,            249887,           -976286,           -219929,         15090452,          9438538,          5651914,          8.57
92/03,1313,聯成,          1649719,          9086950,          1956795,                  0,            498409,            980508,          2019922,            690818,          7190761,            608661,          1220790,            480413,         13191873,          3691248,          9500625,         13.27
92/03,1314,中石化,          5802712,          6960153,         31462730,             33049,          4485338,          6475243,         21946714,          7362414,         14829438,            126634,           -294700,         -1701761,         48743982,         35784371,         12959611,          8.73
92/03,1315,達新工業,          2198133,            962447,          1029048,             26258,            497832,            914760,            428550,            260249,          2415227,             52994,            684328,            -42390,          4713718,          1603559,          3110159,         12.87
92/03,1316,上曜,            278695,            490676,            551340,                  0,             35621,            418925,             12025,             65116,          1403322,            215583,           -775617,             16978,          1356332,            496066,            860266,          6.13
92/03,1319,東陽,          2098135,          3457718,          3548544,            159057,            143186,          1919493,          1705671,            444567,          3817003,            523107,          1090845,            -94046,          9406640,          4069731,          5336909,         13.98
92/03,1321,大洋,          1060148,          1183389,          1426105,            144880,            464194,            731529,            640000,            407109,          2080845,            120345,            333435,            -34547,          4278716,          1778638,          2500078,         12.01
92/03,1323,永裕,            416695,            340792,            563107,                  0,             28030,            254260,            145894,             31218,            714751,             56813,            134327,             11361,          1348624,            431372,            917252,         12.83
92/03,1324,地球工業,            783893,             98819,            288450,              6156,              7486,            252099,                  0,             13774,            694608,                  0,            222173,              2150,          1184804,            265873,            918931,         13.22
92/03,1325,恒大,            472461,            180260,            925752,              5961,            123096,             54316,            400000,             84953,            891110,             14884,            257472,              4795,          1707530,            539269,          1168261,         13.11
92/03,1326,台化,         41312480,         67957405,         70319258,            197709,          5792607,         18856067,         58390183,          4534062,         45149964,          8617254,         50069063,            -37134,        185579459,         81780312,        103799147,         22.98
92/03,,,,,,,,,,,,,,,,,,
92/03,1402,遠東新,         10931515,         67545227,         18474728,          1099623,          1316894,          8989722,         26318776,          3964199,         35906776,         14109106,         11461037,         -1381629,         99367987,         39272697,         60095290,         16.73
92/03,1409,新纖,          6159578,         11054143,          9559044,                  0,            539975,          4840008,          8746254,          1227599,         13253409,            360179,           -405586,           -709123,         27312740,         14813861,         12498879,          9.43
92/03,1410,南染,            245382,            210410,            544093,              2016,            118697,            107876,                  0,            109758,            900000,             53213,            -50249,                  0,          1120598,            217634,            902964,         10.03
92/03,1413,宏洲纖維,          1012218,             44075,          2420579,             23837,            163309,          1024674,            442138,            142973,          2836457,                  0,           -782224,                  0,          3664018,          1609785,          2054233,          7.24
92/03,1414,東和,          1067295,            421247,          4586798,            103184,             25707,          2886248,             60755,          1463178,          2200000,                  0,           -309140,            -96810,          6204231,          4410181,          1794050,          8.15
92/03,1416,廣豐,          2544425,          1152284,          4772193,             64384,            219003,          2806329,                  0,          1491095,          5497834,            180664,         -1353712,            130079,          8752289,          4297424,          4454865,          8.10
92/03,1417,嘉裕,          2435571,          2962049,          1105893,             59125,            184173,          1799582,                  0,            264774,          4157493,            436068,            238239,           -149345,          6746811,          2064356,          4682455,         11.26
92/03,1418,東華,          1354930,            303895,          2749545,             73761,            187301,          1136813,            100000,            940111,          2638553,                  0,            -62335,            -83710,          4669432,          2176924,          2492508,          9.44
92/03,1419,新紡,          1390010,          1331594,          4285990,             22673,            100126,          2410577,                  0,          1400453,          2904000,                  0,            940753,           -525390,          7130393,          3811030,          3319363,         11.43
92/03,1423,利華羊毛,          1617857,            451182,          1082117,              3263,             28975,            354824,              9854,            450981,          1793000,            380235,            111683,             82817,          3183394,            815659,          2367735,         13.20
92/03,1432,大魯閣,          1675840,          1171082,            993372,             34102,             55149,          2298360,             60000,            643468,          1703676,            756348,         -1205796,           -326511,          3929545,          3001828,            927717,          5.44
92/03,1434,福懋興業,         10700254,         13240053,          8199817,                  0,          1806427,          5045176,          8532567,            278553,         15874971,             23624,          4424176,           -232516,         33946551,         13856296,         20090255,         12.65
92/03,1435,中福國際,            318508,            737049,            639001,                  0,             29256,            383798,                  0,            269863,          1397801,             15875,             12550,           -356073,          1723814,            653661,          1070153,          7.65
92/03,1436,華友聯,          1632005,            536231,          1531721,             11133,            561938,            381510,                  0,             14164,          3300000,            420288,            347383,           -190317,          4273028,            395674,          3877354,         11.74
92/03,1437,勤益投控,          1002834,            808656,          2670030,             74856,            449226,          1042857,            560580,            924167,          1572008,            920961,             12664,            -27635,          5005602,          2527604,          2477998,         15.76
92/03,,,,,,,,,,,,,,,,,,
92/03,1438,裕豐,            103577,            288817,            108004,             29221,            812347,            609314,             25686,            403129,          1024115,            109051,           -688973,           -140356,          1341966,          1038129,            303837,          2.96
92/03,1439,中和羊毛,            539365,            636347,            792007,             33447,             95108,            191523,                  0,            630546,          1025400,            203733,             60146,            -15074,          2096274,            822069,          1274205,         12.42
92/03,1440,南紡,          6392518,          7971212,          9902585,            642082,          4900935,          3278676,            978516,          6734643,         14935240,          1839095,          2178285,           -135123,         29809332,         10991835,         18817497,         12.59
92/03,1441,大東紡織,          1062411,            786781,          1061512,             29738,             87740,          1144188,            273181,            478984,          1625006,            162712,           -676934,             21045,          3028182,          1896353,          1131829,          6.96
92/03,1442,名軒,            732313,            185281,             95230,             57202,            187805,            167209,            306992,             39839,            995790,             96737,           -341424,             -7312,          1257831,            514040,            743791,          7.46
92/03,1443,立益紡織,            903383,            955152,          1528952,                  0,          1493551,          1199106,            408748,            479364,          3010900,            217669,           -345882,            -88867,          4881038,          2087218,          2793820,          9.27
92/03,1444,力麗,          2116546,          2337113,          6516137,                  0,            625257,          2492576,          1463659,            125974,          7314000,          2093884,           -178584,         -1716456,         11595053,          4082209,          7512844,         10.27
92/03,1445,大宇紡織,            905746,            307626,          1492904,             16931,             42182,            392045,            319452,            173336,          1795510,             91983,            280049,           -286986,          2765389,            884833,          1880556,         10.47
92/03,1446,宏和,          1083811,          1459134,          1542308,                  0,            271532,          1380886,            255000,             17261,          2216537,            297239,             71106,            118756,          4356785,          1653147,          2703638,         12.19
92/03,1447,力鵬,          2347904,          1787571,          6180892,                  0,            193247,          2850498,          1090573,            115331,          5706875,          2093081,            385055,         -1731799,         10509614,          4056402,          6453212,         11.30
92/03,1449,佳和實業,          2240122,          2827800,          3452986,             62928,          1143804,          1583095,          2650728,          1138932,          6620381,            725376,         -1354370,         -1636502,          9727640,          5372755,          4354885,          6.90
92/03,1451,年興紡織,          1754355,          9027939,          1110556,                  0,            202804,          1592840,            288800,            129149,          5983691,            389361,          3298068,            413745,         12095654,          2010789,         10084865,         16.85
92/03,1452,宏益,            795356,            756974,            736561,                  0,            109592,            339405,                  0,             90634,          1772900,            133438,            320848,           -258742,          2398483,            430039,          1968444,         11.10
92/03,1453,大將,            328432,            547173,            184481,                  0,            438199,            563579,                  0,            152766,            797734,                  0,             21587,            -37381,          1498285,            716345,            781940,          9.80
92/03,1454,台富,            989530,            160521,          1274361,              9888,            158866,            696244,            138933,             84124,          1496502,            149959,             93376,            -65972,          2593166,            919301,          1673865,         11.18
92/03,,,,,,,,,,,,,,,,,,
92/03,1455,集盛,          1752444,            835612,          4310573,                  0,            445043,          1306296,            500000,             54391,          4222633,            424975,            838174,             -2797,          7343672,          1860687,          5482985,         12.98
92/03,1456,怡華,          2316887,          1227247,          2888601,             26996,            103090,          2869766,          1213280,            934793,          2904623,             52160,           -595320,           -816481,          6562821,          5017839,          1544982,          5.32
92/03,1457,宜進,          1762985,          2091596,          2350718,                  0,          1511519,          2785345,            901846,             62156,          3723200,            419068,            -99597,            -75200,          7716818,          3749347,          3967471,         10.65
92/03,1459,聯發紡織,          1117478,            914189,          3656603,                  0,            187617,          1003900,            800000,             14109,          3561543,            604540,            517518,           -625723,          5875887,          1818009,          4057878,         11.39
92/03,1460,宏遠,          3236579,          1789965,          3106781,                  0,             79687,          1459648,            984347,             96262,          4670684,            616747,            735056,           -349732,          8213012,          2540257,          5672755,         12.14
92/03,1463,強盛染整,            500963,          1050217,            747212,                  0,             32120,            201703,                  0,            109854,          1983207,            206562,            101530,           -272344,          2330512,            311557,          2018955,         10.18
92/03,1464,得力實業,            875110,            825900,          1255090,                  0,             35812,            685828,            175594,            129939,          2396194,             24046,            293066,           -712755,          2991912,            991361,          2000551,          8.34
92/03,1465,偉全實業,            734613,            439136,            489683,                  0,             10970,            140685,                  0,             26248,            893394,            347784,            267761,             -1470,          1674402,            166933,          1507469,         16.87
92/03,1466,聚隆,            608953,                  0,          1573969,                  0,            304546,          1326942,            619207,             25713,            715978,                  0,           -200372,                  0,          2487468,          1971862,            515606,          7.20
92/03,1467,南緯實業,            834968,          1391213,            469372,             49689,            118388,            810036,            342690,             97870,          1307107,            156395,            138769,             10763,          2863630,          1250596,          1613034,         12.34
92/03,1468,昶和纖維,          1238359,            340635,          1201995,                  0,             65643,            850454,             49144,              3340,          1604053,             26753,            311332,              1556,          2846632,            902938,          1943694,         12.11
92/03,1469,理隆纖維,            571787,            528393,          1387936,              4150,             72670,            530169,                  0,              4177,          1246000,            455920,            366277,            -37607,          2564936,            534346,          2030590,         16.29
92/03,1470,大統染,            284405,            194976,            538600,                  0,             30556,            225622,                  0,             20752,            857670,              6918,            -21098,            -41327,          1048537,            246374,            802163,          9.35
92/03,1471,首利,          1445269,            136441,             84375,                  0,             71033,            425666,                  0,                151,          1171280,            140668,               -647,                  0,          1737118,            425817,          1311301,         11.19
92/03,1472,三洋紡,            570981,            326854,            664515,                  0,             39322,            173039,                  0,             14415,            875000,            489818,             85056,            -35656,          1601672,            187454,          1414218,         16.16
92/03,,,,,,,,,,,,,,,,,,
92/03,1473,台南企業,            852675,          2527562,            554667,             28176,             26110,            409011,            480000,            133563,          1228948,            519647,          1122927,             95094,          3989190,          1022574,          2966616,         24.13
92/03,1474,弘裕,          1660716,             57440,            556870,              3513,            161947,            634760,            471893,             63334,          1036092,             47756,            186651,                  0,          2440486,          1169987,          1270499,         13.12
92/03,1475,本盟光電,            750623,             33608,            837344,                  0,             48158,          1073696,             99266,              6204,            976721,                  0,           -486459,                305,          1669733,          1179166,            490567,          5.02
92/03,1476,儒鴻,          1139936,            244564,            848961,              4835,            118623,            851402,            150000,             50867,            912108,             68061,            322522,              1959,          2356919,          1052269,          1304650,         14.30
92/03,1477,聚陽實業,          2425079,            646645,             68793,             11495,             25909,            976045,            502500,             92145,            973290,            137141,            498841,             -2041,          3177921,          1570690,          1607231,         16.51
92/03,1503,士電,          7220625,          4240381,          5078787,             74146,            309740,          6384700,            130422,          1245076,          5209722,          2652909,          2162810,           -861960,         16923679,          7760198,          9163481,         17.58
92/03,1504,東元電機,         15175358,         33624957,          8382295,            192374,          5060154,         10563627,         16636333,          2841024,         20205480,          7951491,          4460468,           -223285,         62435138,         30040984,         32394154,         17.15
92/03,1506,正道,            558662,            906612,            655533,             64577,            392067,            966867,             67000,            478947,          1022516,            148714,            -76741,            -29852,          2577451,          1512814,          1064637,         10.41
92/03,1507,永大機電,          2727955,          3188046,          2425394,            164372,            719417,            815671,            651250,            444535,          4108200,            207130,          3067504,            -69106,          9225184,          1911456,          7313728,         17.80
92/03,1512,瑞利,          1482222,            191146,          2128158,              8955,             50940,          1013013,            567500,            264754,          1765073,            194335,             57947,             -1201,          3861421,          1845267,          2016154,         11.42
92/03,1513,中興電,          5944653,          1264401,          2698199,            171909,          1201770,          3989103,            557139,            828246,          5072973,            657658,            678753,           -502940,         11280932,          5374488,          5906444,         11.64
92/03,1514,亞力電機,          2330902,            579263,            877219,              1754,            130312,          1410619,            149800,            184663,          2019870,            191178,             61786,            -98466,          3919450,          1745082,          2174368,         10.76
92/03,1515,力山,          3081937,          1291890,          1944058,             43108,            294241,          2284113,            993511,            300968,          2522103,            234344,            361271,            -41076,          6655234,          3578592,          3076642,         12.19
92/03,1516,川飛,            422347,            838489,            255512,              1050,             52449,            464071,             43887,             34664,            923501,             19605,             19684,             64435,          1569847,            542622,          1027225,         11.12
92/03,1517,利奇機械,          1649390,            585057,            567004,                  0,             48551,            405449,                  0,             76866,          2312673,            375490,           -355761,             35285,          2850002,            482315,          2367687,         10.23
92/03,,,,,,,,,,,,,,,,,,
92/03,1519,華城電機,          2341607,            348037,          1522990,             16606,             85569,          1958615,                  0,            120420,          2201194,             29419,            336758,           -331597,          4314809,          2079035,          2235774,         10.15
92/03,1521,大億,          1104867,            183407,            974462,             32388,             81925,            901279,            137034,            143151,            762300,             60472,            365417,              7396,          2377049,          1181464,          1195585,         15.68
92/03,1522,堤維西,          3488702,          1700594,          4166598,             25354,            159159,          3972072,          1485538,            159476,          1923813,          1138684,            860761,                 63,          9540407,          5617086,          3923321,         20.39
92/03,1524,耿鼎企業,          1041282,            147195,          1883649,                  0,              3237,          1357063,            256034,             16076,          1158693,            181503,            195530,            -89536,          3075363,          1629173,          1446190,         12.48
92/03,1525,江申工業,            677411,            327772,            315482,                  0,             24378,            234482,                  0,            115894,            457100,             40375,            493393,              3799,          1345043,            350376,            994667,         21.76
92/03,1526,日馳,            448324,             61500,            673436,                990,            253605,            451070,            242015,             98380,            787971,                  0,           -146975,              5394,          1437855,            791465,            646390,          8.20
92/03,1527,鑽全,          1648093,            220577,          1413556,                  0,              6803,            878179,                  0,             11726,          1325802,                305,          1073017,                  0,          3289029,            889905,          2399124,         18.09
92/03,1528,恩德,          1658428,            296068,            429652,             24618,            128726,          1148159,            377938,             47402,            742000,            200678,             41818,            -20503,          2537492,          1573499,            963993,         12.99
92/03,1529,樂士,          1154901,             39686,            360917,             10482,            280465,            930690,             91184,             18441,            748737,             59722,             -2315,                 -8,          1846451,          1040315,            806136,         10.76
92/03,1530,亞崴機電,            851493,            128635,            214938,                204,              7510,            529934,                  0,             14540,            476011,              6324,            185708,             -9737,          1202780,            544474,            658306,         13.82
92/03,1531,高林股,          2101265,          1263465,            407326,             30280,              6693,            905866,            105423,            205191,          1199121,            341177,          1009452,             42799,          3809029,          1216480,          2592549,         21.62
92/03,1532,勤美,          1892665,          1951137,            423573,                  0,              5824,          1082707,            659856,            148465,          1345446,            578769,            507012,            -49056,          4273199,          1891028,          2382171,         17.70
92/03,1533,車王電,          2125103,            927785,            635211,              4486,             11023,            550160,          1482032,              5283,            915388,            268284,            471937,             10524,          3703608,          2037475,          1666133,         18.20
92/03,1535,中宇,          3443469,            261911,             95738,                  0,              1652,          2780704,                  0,              4070,            882675,             18011,            116627,                683,          3802770,          2784774,          1017996,         11.53
92/03,1536,和大工業,            719893,            270605,            483956,              2038,             53919,            714357,             59528,             43734,            583375,             13490,             92723,             23204,          1530411,            817619,            712792,         12.21
92/03,,,,,,,,,,,,,,,,,,
92/03,1537,廣隆光電,            722675,            440716,            318618,                  0,              9310,            306280,             26778,             47485,            643530,            267146,            212409,            -12309,          1491319,            380543,          1110776,         17.26
92/03,1538,正峰新,          1605893,            705457,            498965,            185056,            164899,          1427414,             69992,             51253,          1059265,            270423,            270395,             11528,          3160270,          1548659,          1611611,         15.21
92/03,1539,巨庭機械,            827868,            162205,            660880,              2182,             23769,            761317,                  0,              7898,            648000,             75000,            187859,             -3170,          1676904,            769215,            907689,         14.00
92/03,1540,喬福機械,            526935,              6503,            441424,                  0,              9831,            305214,                  0,              7001,            589880,             66213,             62190,            -45805,            984693,            312215,            672478,         11.40
92/03,1541,錩泰,            925502,                  0,            416269,                  0,             21031,            562439,                  0,              3579,            672166,                  0,            124618,                  0,          1362802,            566018,            796784,         11.85
92/03,1603,華電,          2876689,          1423911,          3712773,                  0,            542038,          2567692,            718215,          2394223,          3423000,          1248394,         -1527576,           -268537,          8555411,          5680130,          2875281,          8.39
92/03,1604,聲寶,          8345105,         10913816,          3963083,            570612,            623146,          4820642,          4675601,          2178391,         10203819,          1288200,          2219233,           -970124,         24415762,         11674634,         12741128,         12.48
92/03,1605,華新,         12534603,         38690440,         17396350,                  0,            539849,         11032670,          4610300,          1216042,         34129763,         16358125,          4350613,         -2536271,         69161242,         16859012,         52302230,         15.32
92/03,1608,華榮,          2767968,          2343939,          3776295,             92114,            897221,            464553,                  0,          1519040,          6327735,            889742,            755197,            -78730,          9877537,          1983593,          7893944,         12.47
92/03,1609,大亞電線,          3718759,          3322371,          3033009,             82204,            377921,          3762910,            381664,            614182,          4654170,            764886,            602118,           -245666,         10534264,          4758756,          5775508,         12.40
92/03,1611,中電,          2220797,          1126042,          2470966,             30643,            142815,            891117,                  0,            703307,          3601108,            289208,            505846,                677,          5991263,          1594424,          4396839,         12.20
92/03,1612,宏泰,          1952365,          1051222,          1874557,              5416,            167126,            688081,            204000,             41812,          3321390,            175193,            671828,            -51618,          5050686,            933893,          4116793,         12.39
92/03,1613,台一,          1062125,            832806,          5478955,                  0,            875733,          7134325,            203088,            171039,          2474399,             32158,         -1802833,             37443,          8249619,          7508452,            741167,          2.99
92/03,1614,三洋電,          4721985,            407921,            878589,              8735,            715647,          1132989,                  0,            522142,          3166040,             73764,          1950809,           -112867,          6732877,          1655131,          5077746,         16.03
92/03,1615,大山,            659418,            352177,          1012880,             18405,            232391,            983755,            186899,             98363,            882000,            115090,              9164,                  0,          2275271,          1269017,          1006254,         11.40
92/03,,,,,,,,,,,,,,,,,,
92/03,1616,億泰,            992455,            715922,            868281,                  0,            114446,            757722,            106952,             47085,          1220036,            369154,            225261,            -35106,          2691104,            911759,          1779345,         14.58
92/03,1617,榮星電線,          1268970,            819836,            670963,                  0,             72499,          1002012,             79843,            190642,          1109237,             98779,            377471,            -25716,          2832268,          1272497,          1559771,         14.06
92/03,1618,合機公司,          1616629,            495268,          2601894,                  0,            102171,          1475385,            985420,              7612,          1450540,            702517,            199220,             -4732,          4815962,          2468417,          2347545,         16.18
92/03,1701,中化,          2083314,            960628,          2562609,             68341,            523640,          1975084,            474050,            353112,          2509100,            689725,            295620,            -98159,          6198532,          2802246,          3396286,         13.53
92/03,1702,南僑化工,            674887,          2202536,          1597847,             65566,            251664,          1280613,            405546,            658004,          2866793,            225726,            144903,           -789085,          4792500,          2344163,          2448337,          8.54
92/03,1704,榮化,          3693943,          4427649,          3854706,             34511,            604341,          1916047,          2004592,          1572352,          4986527,          1227845,          1006553,            -98766,         12615150,          5492991,          7122159,         14.28
92/03,1707,葡萄王,            765528,             50140,            605038,              5449,            621456,            124107,             26940,            394704,          1308186,            119285,             44221,             30168,          2047611,            545751,          1501860,         11.48
