公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債券投資,　　 處分無活絡市場之債券投資,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他金融資產減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 其他金融負債增加,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 其他項目,　　 處分以成本衡量之金融資產,　　 處分子公司,　　 收取之股利,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　 處分採用權益法之投資,　　 應付短期票券增加,　　 發放現金股利,　　 處分子公司股權（未喪失控制力）,　　　　　 遞延貸項增加（減少）,　　 其他金融資產增加,　　　　　 應付建造合約款增加（減少）,　　 其他金融負債減少,　　 以成本衡量之金融資產減資退回股款,　　　　 金融資產重分類淨損失（利益）,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 取得子公司股權
1503,2014年01月01日至2014年03月31日,,444772,444772,,,131511,7077,-5569,-1274,10782,-4069,-48776,-216,-135,,89331.0,,,1200,55389,612,9691,52078,-14089,12499,-6710,-260925,-5003,-155258,,-2543,-55487,-284693,-41074,,-252573,-15823,-1147,213884,-11023.0,-453428,-608686,-519355,-74583,4052,-10653,-93560,-174744,,-470000,630135,1930.0,,,,-93460,1154,11885.0,-67872,15333,,158584,0.0,0.0,0.0,0.0,-300,,157245,30657,28491,1855404,1883895,1883895,,,1561.0,,,,0.0,,,,,258.0,,-3207.0,-1039.0,,,,89331.0,-11023.0,1930.0,
1503,2013年度,,1543821,1543821,,,514934,28118,100930,24789,41395,-15982,-67347,-748,459999,0.0,-33611.0,,,301,82550,-538,-1146354,-65668,150580,14303,-568,42527,136279,-786588,,-34811,138391,750192,-39361,,150992,11669,275185,17548,17956.0,1324842,538254,504643,2048464,16334,-40162,-291070,1733566,,-756010,551307,2534.0,,-80000.0,,-526568,45830,,-85864,-796359,,126336,,200000.0,-200000.0,1742.0,-23029,,-456823,55591,535975,1319429,1855404,1855404,-41013.0,0.0,0.0,0.0,63655.0,149348.0,-712.0,,-199955.0,-520972.0,159055.0,33647.0,-28227.0,3434.0,0.0,16984.0,-1227322.0,,,,,
1503,2013年01月01日至2013年12月31日,,1543821,1543821,,,514934,28118,100930,24789,41395,-15982,-67347,-748,459999,0.0,-33611.0,,,301,82550,-538,-1146354,-65668,150580,14303,-568,42527,136279,-786588,,-34811,138391,750192,-39361,3434.0,150992,11669,275185,17548,17956.0,1324842,538254,504643,2048464,16334,-40162,-291070,1733566,,-756010,551307,2534.0,,-80000.0,0.0,-526568,45830,0.0,-85864,-796359,,126336,,200000.0,-200000.0,1742.0,-23029,,-456823,55591,535975,1319429,1855404,1855404,-41013.0,-1227322.0,16984.0,0.0,63655.0,149348.0,-712.0,0.0,-199955.0,-520972.0,159055.0,33647.0,-28227.0,,,,,,,,,
1503,2013年01月01日至2013年09月30日,,1168078,1168078,,,393904,21415,17830,20458,26514,-11074,-26617,7094,689,0.0,409536.0,,,-98,96459,-538,-1206964,-1810,80363,2305,-5157,-309448,9984,-1334904,,-33023,56654,462515,-3393,40697.0,-29642,8537,28623,116060,-11373.0,635655,-699249,-289713,878365,11378,-25142,-233797,630804,,0,6154,17704.0,,-80000.0,0.0,-382413,42751,36719.0,-33322,-341918,,671011,,200000.0,-200000.0,1117.0,-17592,,92664,48866,430416,1319429,1749845,1749845,-41265.0,0.0,12799.0,0.0,37690.0,1300.0,-712.0,0.0,-199955.0,-520972.0,159055.0,,,,,,,,,,,
1503,2013年01月01日至2013年06月30日,,704299,704299,,,264584,13790,13481,22054,17014,-6668,3698,1540,-111,-712.0,321154.0,,,265,-23810,-627,-415532,-28275,111722,-2023,-1591,-244825,-86591,-691287,,-34619,18186,188576,26398,-66.0,-142888,2138,53007,144569,-11310.0,243991,-447296,-126142,578157,6586,-17225,-166332,401186,,0,6223,-69256.0,37651.0,0.0,0.0,-146273,8827,11342.0,-80636,-215707,,49293,-199955.0,200000.0,-200000.0,358.0,-14312,,-164616,93539,114402,1319429,1433831,1433831,-7516.0,0.0,8899.0,0.0,7516.0,,,,,,,,,,,,,,,,,
1503,2013年01月01日至2013年03月31日,,369148,369148,,,131551,6655,5816,12632,8262,-2103,13950,252,-93,-712.0,176210.0,,,247,25595,-538,-46718,-10280,-19026,34187,-182,-68392,-12824,-97931,,-15607,-10604,-57005,-48745,-66.0,-325273,-3592,68,14214,6640.0,-439970,-537901,-361691,7457,315,-8142,-33845,-34215,,0,3093,-18079.0,37651.0,0.0,0.0,-59370,6283,25544.0,-25723,-30601,,275612,-199955.0,200000.0,-200000.0,688.0,1000,0.0,77345,32779,45308,1319429,1364737,1364737,,,,,,,,,,,,,,,,,,,,,,
1503,2012年01月01日至2012年12月31日,,1347079,1347079,,,533952,28525,25038,32286,37394,-11494,-150138,2265,-3129,3916.0,455028.0,,,1932,129090,634,-393005,-4264,-126366,-24457,3128,534339,46595,167626,,-37555,-3400,-197867,-44648,66.0,-88748,-8938,-7182,36859,-70060.0,-421473,-253847,201181,1548260,11400,-37326,-263200,1259134,,-619250,493504,-48050.0,,-138441.0,11532.0,-280732,28746,52365.0,-166112,-582646,,-55549,,200000.0,-200000.0,2301.0,-30198,,-508658,-32545,135285,1184144,1319429,1319429,-45574.0,1987.0,8592.0,-9010.0,80621.0,0.0,0.0,3589.0,199955.0,-625167.0,0.0,0.0,0.0,,,,,,,,,
1503,2012年01月01日至2012年09月30日,,1175396,1175396,,,400090,10943,22383,13028,28159,-8098,-144623,593,-2834,27.0,278042.0,,,-1470,141385,243,-1034816,8759,-210790,-18145,1960,723101,-155195,-544968,,-29428,5189,-140126,-76512,406.0,-192944,-10532,15482,132549,-22512.0,-318428,-863396,-585354,590042,8030,-27794,-219806,350472,,-488576,363464,-7859.0,,-138441.0,11532.0,-180056,7994,38686.0,-116654,-467848,,485171,,0.0,0.0,4293.0,-25748,,138378,-73036,-52034,1184144,1132110,1132110,-43613.0,1987.0,8592.0,-9010.0,38891.0,0.0,0.0,3589.0,299829.0,-625167.0,0.0,,,,,,,,,,,
1503,2012年01月01日至2012年06月30日,,854852,854852,,,268209,7265,26565,19980,18922,-3407,-111207,-276,-4138,27.0,217951.0,,,28,54602,484,-1201391,9365,-126682,-7775,-1033,252705,-97192,-1116889,,-31821,2004,215594,7065,1507.0,-309659,-15280,37098,143527,-6562.0,43473,-1073416,-855465,-613,3339,-18911,-133124,-149309,,-261664,154407,-14173.0,1381.0,-80000.0,11532.0,-100837,7194,29160.0,-11648,-265837,,80311,399704.0,0.0,0.0,-295.0,-19896,,459824,-34537,10141,1184144,1194285,1194285,-5976.0,1987.0,1845.0,-9010.0,5976.0,,,,,,,,,,,,,,,,,
1503,2012年01月01日至2012年03月31日,,441544,441544,,,135676,2635,986,12474,7888,-290,-66294,-499,-4137,27.0,88466.0,,,1611,173239,0,-606726,13423,-79793,4237,-9771,27416,3361,-473003,,-13567,11165,58963,-55271,0.0,-328727,-21424,20108,27724,917.0,-300112,-773115,-684649,-243105,127,-7841,-18912,-269731,,-160552,154407,-5388.0,1381.0,-40000.0,11532.0,-37887,1938,16264.0,-3759,-62064,,274857,0.0,0.0,0.0,590.0,0,-9855.0,265592,16430,-49773,1184144,1134371,1134371,,,,,,,,,,,,,,,,,,,,,,
