公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 非金融資產減損迴轉利益,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 其他應收款增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付短期票券增加,　　 舉借長期借款,　　 其他非流動負債增加,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 其他項目,　　　　　 其他營業負債增加（減少）,　　 退還（支付）之所得稅,　　 其他應收款－關係人減少,　　 其他投資活動,　　 短期借款增加,　　 其他應付款－關係人減少,　　 庫藏股票處分,　　　　 股利收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　 收取之股利,　　 預收款項增加－處分資產,　　 存出保證金增加,　　 預付設備款增加,　　 其他預付款項增加,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債減少,　　　　 股份基礎給付酬勞成本,　　　　 處分投資性不動產損失（利益）,　　　　 非金融資產減損損失,　　　　　 其他應收款－關係人（增加）減少,　　　　　 其他應付款－關係人增加（減少）,　　　　　 應計退休金負債增加（減少）,　　 處分不動產、廠房及設備,　　 處分投資性不動產,　　 現金增資,　　 其他籌資活動,　　　　 處分採用權益法之投資損失（利益）,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 預付投資款增加,　　 存入保證金減少,　　　　 處分投資損失（利益）,　　　　　 遞延借項（增加）減少,　　 其他應付款－關係人增加,　　 處分採用權益法之投資,　　 停業單位稅前淨利（淨損）,　　　　 投資性不動產公允價值調整損失(利益),　　 庫藏股票買回成本,　　　 收益費損項目,　　　　 收益費損項目合計,　　 處分以成本衡量之金融資產,　　 發行公司債,　　　　 處分待出售非流動資產損失（利益）,　　　　　 應收帳款－關係人（增加）減少,　　　　　 預收款項增加（減少）,　　 處分備供出售金融資產,　　　　　 應付帳款－關係人增加（減少）,　　 應付款項增加,　　 其他應收款－關係人增加,　　 取得無形資產,　　 其他非流動資產減少,　　 處分待出售非流動資產,　　 備供出售金融資產減資退回股款,　　 發放現金股利
1432,2014年01月01日至2014年03月31日,,-57036,-57036,,,11614,480,0.0,283,1858,-2055,719,,2021.0,,,9877,8467,-51498,-4659,-35520,-6171,100000.0,0,20496,,2895,67590,11559,3469,86965,107461,109482,52446,2056,-5192,45716,,0.0,,-5530,,,-48426,,,0,,0,9778,844,7912,232929,240841,240841,,1452.0,-3594.0,0.0,-27220.0,10000.0,,,,-171.0,,,-11150.0,0.0,-3012.0,-216.0,,,,-6614.0,,,,,1143.0,37729.0,,,-4093.0,-18750.0,-9815.0,-11821.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,
1432,2013年度,,-75138,-109199,,,50746,1741,0.0,-7262,24342,-1572,453,,52607.0,,,-14302,-3794,22931,-10213,-2824,-13332,,-177,-21711,,0,2955,6998,1649,21512,-199,52408,-56791,1896,-13010,-62704,,-15348.0,,-185250,,-3783.0,-906641,,,168700,-17729.0,-720,992495,-1831,21319,211610,232929,232929,97.0,2526.0,-525.0,12253.0,-693201.0,37000.0,,28319.0,-5726.0,-63.0,5726.0,0.0,-11462.0,-10659.0,,-447.0,6543.0,,2966.0,0.0,,,7384.0,,809.0,0.0,800000.0,,,0.0,0.0,,,0.0,,-29171.0,0.0,-34061.0,-13115.0,0.0,,,,,,,,,,,,,,,,
1432,2013年01月01日至2013年12月31日,,-109199,-109199,,,50746,1741,0.0,-11594,24342,-1572,454,-13115.0,48179.0,,,-9970,-3794,22931,-10213,-2824,-13332,-654500.0,-177,-671879,,0,2955,6998,1649,21512,-650367,-602188,-711387,1896,-13010,-717300,,-15348.0,0.0,-185250,,,-251921,,0.0,168700,0.0,-720,992495,-1955,21319,211610,232929,232929,,2526.0,-525.0,12253.0,-3563.0,37000.0,-29171.0,28319.0,-5726.0,-63.0,5726.0,,-11462.0,-10659.0,-38701.0,-447.0,6543.0,-17729.0,2966.0,0.0,0.0,0.0,7384.0,0.0,809.0,0.0,800000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2013年01月01日至2013年09月30日,,-74425,-74425,,,38680,1229,0.0,-10213,13726,-1067,344,,37003.0,,,-24104,4445,-137264,-44,-1883,-15735,42891.0,-25,-131719,,1478,68353,18057,35546,126125,-5594,31409,-43016,1459,-10975,-47071,,740.0,0.0,-158017,,,-185028,,0.0,168700,,0,193607,9188,-29304,211610,182306,182306,,2691.0,-157.0,12253.0,1528.0,37000.0,-22409.0,28319.0,-5696.0,0.0,5618.0,0.0,-12513.0,-9989.0,-19030.0,-447.0,4400.0,-21956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2013年01月01日至2013年06月30日,,-59905,-59905,,,27433,840,-279.0,-9196,10568,-862,227,0.0,40494.0,,,6218,4764,-202411,-11846,-65896,959,43767.0,-25,-224470,,1620,137269,21543,0,160432,-64038,-23544,-83449,1247,-7241,-89589,,-426.0,0.0,-149053,,0.0,-100111,,0.0,168131,-15297.0,0,195825,-19186,-13061,211610,198549,198549,11763.0,0.0,-146.0,12253.0,37115.0,37000.0,-22328.0,28319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2013年01月01日至2013年03月31日,,-58305,-58305,,,16320,417,3184.0,-2833,1192,-767,102,0.0,17615.0,,,0,547,-16867,-403,-94339,-337,11000.0,0,-100399,,991,49382,-4067,7607,53913,-46486,-28871,-87176,248,-1275,-88203,,-457.0,0.0,0,-32104.0,-28833.0,-61394,,0.0,40716,8168.0,-275,48609,7671,-93317,211610,118293,118293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2012年01月01日至2012年12月31日,,495221,495221,,,83517,1154,0.0,-2000,4144,-1940,905,0.0,-520105.0,,,19738,10491,-11848,39531,86501,11680,-45425.0,-886,109782,,0,-22085,27236,-24449,-25991,83791,-436314,58907,2322,-11195,4925,,-6513.0,-30726.0,-82025,,,839155,,-480335.0,83000,0.0,13715,-746184,-14256,83640,127970,211610,211610,,-5912.0,-48763.0,32410.0,-1746.0,-140000.0,582.0,0.0,-3654.0,0.0,3654.0,,3335.0,-5588.0,0.0,-125759.0,-210.0,-97177.0,0.0,-604727.0,2496.0,0.0,0.0,-781.0,0.0,930008.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2012年01月01日至2012年09月30日,,-65520,-65520,,,62021,479,1513.0,-1767,10781,-1420,749,,69958.0,,,16217,17055,-160502,40190,72598,-1294,75.0,4317,-11344,,-1913,50321,-6696,-35670,5504,-5840,64118,-1402,1518,-8480,-7127,,-12000.0,-29824.0,-70044,,,823065,,-480335.0,726,,15948,-794258,-1618,20062,127970,148032,148032,,-538.0,-1173.0,27617.0,-15635.0,-140000.0,-1752.0,0.0,-2440.0,42.0,2410.0,920704.0,2308.0,-61.0,0.0,-117883.0,117.0,-71079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2012年01月01日至2012年06月30日,,-54236,-54236,,,49952,351,373.0,-350,9008,-1086,632,0.0,68498.0,,,19240,13683,-147636,20096,-57780,5763,75.0,-1405,-147964,,-1363,139821,7358,0,143671,-4293,64205,9969,982,-6910,2956,,0.0,-30816.0,-61811,,-1323.0,609542,,-480335.0,36249,-45004.0,14383,-606328,14397,20567,127970,148537,148537,9618.0,-2145.0,-1085.0,5117.0,698375.0,-130000.0,-1621.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2012年01月01日至2012年03月31日,,-43688,-43688,,,30905,31,0.0,-5889,4904,-259,468,-19.0,30141.0,,,-4188,12736,-29193,-6197,-41557,1304,-61.0,186,-66970,,0,65325,1798,-7032,60091,-6879,23262,-20426,0,-3218,-23644,,0.0,-30816.0,-60662,3794.0,-7226.0,-94910,,17160.0,40365,-2301.0,14651,69875,-11083,-59762,127970,68208,68208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
