公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 無活絡市場之債務商品投資到期還本,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 其他應付款－關係人增加,　　 庫藏股票買回成本,　　 取得子公司股權,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 未實現外幣兌換損失（利益）,　　 收取之利息,　　 取得備供出售金融資產,　　 取得無活絡市場之債券投資,　　 存出保證金增加,　　 存入保證金增加,　　　　 股利收入,　　　　　 預付款項（增加）減少,　　 收取之股利,　　 發放現金股利,　　　　　 應付票據－關係人增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　 預付設備款增加,　　　　　 其他營業負債增加（減少）,　　　　　 預收款項增加（減少）,　　 預付投資款增加,　　 預收款項增加－處分資產,　　 取得無形資產,　　 非控制權益變動,　　 存出保證金減少,　　 其他應付款－關係人減少,　　　　 處分投資損失（利益）,　　 處分子公司,　　 其他應收款增加,　　 處分無形資產,　　 因合併產生之現金流入,　　 應付短期票券減少,　　 其他非流動負債增加,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　 其他金融資產增加,　　 發行公司債,　　 庫藏股票處分,　　 其他金融資產減少,　　 長期應收租賃款減少,　　 現金增資,　　　　 股份基礎給付酬勞成本,　　 長期應收租賃款增加
1464,2014年01月01日至2014年03月31日,,4210,4210,,,44919,1677,333,8544,-208,-4941,-187,10843,-128,60464.0,,,,28285,2067.0,62855,3537.0,-10698,-96090,-6829,-20289,,,-3778,-24410,9387.0,-42146,5277,-821.0,-45439,-65728,-5264,-1054,-8935,-280,-10063,,5500.0,,-67906,11037,,2199.0,-50621,,2101527,-2324186,-38.0,0,-8000,-19,16261.0,,-2400.0,,-216855,-3148,-280687,500341,219654,219654,-388.0,206.0,,-220.0,-27.0,,,-3416.0,,,,,-1204.0,11052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2013年度,,-33037,-33037,,,168094,5496,-1255,25523,-842,-22767,19541,44560,-685,235145.0,,,,-12106,2807.0,-73397,-9153.0,2686,-193018,-16491,-305058,,0.0,-37859,86561,17375.0,77954,-19728,2076.0,103543,-201515,33630,593,-24053,-5230,-19641,,2752.0,,-136736,4410,-116814.0,,-271753,,8413967,-7843348,29993.0,0,-32000,-274,0.0,,0.0,,503010,36844,248460,251881,500341,500341,-2388.0,841.0,-19991.0,-2500.0,-958.0,0.0,-132.0,-6386.0,8208.0,-43379.0,-19191.0,-3645.0,,0.0,,0.0,,-1916.0,0.0,0.0,-21949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1464,2013年01月01日至2013年12月31日,,-33037,-33037,,,168094,5496,-1255,25523,-842,-22767,19541,44560,-685,235145.0,,,0.0,-12106,2807.0,-73397,-9153.0,2686,-193018,-16491,-305058,,0.0,-37859,86561,17375.0,77954,-19728,2076.0,103543,-201515,33630,593,-24053,-5230,-19641,,2752.0,0.0,-136736,4410,,-1916.0,-271753,,8413967,-7843348,29993.0,0,-32000,-274,-21949.0,0.0,0.0,0.0,503010,36844,248460,251881,500341,500341,-2388.0,841.0,-19991.0,-2500.0,-958.0,0.0,-132.0,-6386.0,8208.0,-43379.0,-19191.0,-3645.0,-116814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2013年01月01日至2013年09月30日,,-16639,-16639,,,128199,4699,-4335,18586,-711,-16455,-132,40867,-2397,170797.0,,,0.0,11635,-9188.0,5979,3253.0,-1979,-239879,-22463,-300167,,0.0,-64540,60011,15628.0,36938,-18938,-4347.0,24752,-275415,-104618,-121257,-17841,-7553,-137733,,2600.0,0.0,-97633,1090,,-5116.0,-122716,,5335663,-5082980,29948.0,0,-24000,-368,-40982.0,0.0,0.0,0.0,173960,19761,-66728,251881,185153,185153,2608.0,710.0,-19991.0,-2271.0,-1395.0,58.0,-132.0,-47525.0,8208.0,-43379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2013年01月01日至2013年06月30日,,8513,8513,,,96451,3866,-6634,11762,-570,-15140,-132,9051,-3353,93866.0,,,0.0,4123,-8416.0,88269,4555.0,-4701,-54376,-15744,13710,,0.0,-13718,-14189,-5084.0,14513,-10456,-3730.0,-32664,-18954,74912,83425,-11527,-5304,67163,,2458.0,0.0,-61355,1090,,7879.0,-53656,,3497147,-3562108,19977.0,0,-16000,-238,-37396.0,0.0,0.0,,-98560,12482,-72571,251881,179310,179310,-1435.0,569.0,0.0,-2271.0,-1457.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2013年01月01日至2013年03月31日,,4832,4832,,,46052,2071,-1188,6273,-203,-5893,-634,9051,-1260,54269.0,,,0.0,5938,-10603.0,64090,-27779.0,-1591,-121107,-22943,-113995,,0.0,-29621,17746,1261.0,-1766,-930,-3065.0,-16375,-130370,-76101,-71269,-5388,0,-76657,,2645.0,0.0,-12416,906,-7383.0,0.0,-16248,,1658663,-1587581,-27.0,128000,-136000,-238,-39501.0,0.0,0.0,0.0,23316,17127,-52462,251881,199419,199419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2012年01月01日至2012年12月31日,,63205,63205,,,149596,7068,10351,28977,-1482,-6836,-1327,16072,3132,204679.0,,,2632.0,-724,15720.0,12456,5156.0,-155,185745,12819,277507,,-1377.0,31910,998,9443.0,-32197,-18365,12356.0,21879,299386,504065,567270,-30453,-9640,528779,,48049.0,-35855.0,-70257,2362,,3214.0,-136124,,7587692,-7740041,59990.0,160000,-24000,-220,-39641.0,-61187.0,-315883.0,-1360.0,-418758,-20932,-47035,298916,251881,251881,-745.0,1475.0,-20400.0,-4017.0,-517.0,508.0,-127.0,43858.0,127.0,-44616.0,18780.0,331.0,-58703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2012年01月01日至2012年09月30日,,4670,4670,,,112921,4553,3469,22740,-1094,-5257,234,14824,-1561,151729.0,,,2632.0,17819,17257.0,122077,14492.0,-4642,123380,5652,319982,,-1377.0,29908,-39043,9937.0,-14916,-8903,-1615.0,-26009,293973,445702,450372,-20334,-10778,420352,,46923.0,-35855.0,-97223,762,,23497.0,-82794,,5596355,-5725453,59964.0,160000,-16000,-220,-62555.0,-61187.0,-315883.0,-1360.0,-410837,-37942,-111221,298916,187695,187695,900.0,1092.0,-20400.0,0.0,-498.0,118.0,0.0,21315.0,0.0,-44616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2012年01月01日至2012年06月30日,,12130,12130,,,73193,3788,6155,16187,-844,-2130,179,14694,191,108689.0,,,2632.0,10839,14594.0,81162,1874.0,1843,87286,37714,237944,,-1377.0,29597,-16858,6039.0,-22498,-21728,-1070.0,-27895,210049,318738,330868,-17294,-8400,306007,,45871.0,-35855.0,-73694,133,,3929.0,-80777,,3871953,-3984137,29985.0,160000,-8000,-220,-48220.0,-8455.0,-315883.0,,-302951,-6809,-84530,298916,214386,214386,-2724.0,833.0,-20600.0,0.0,-561.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,2012年01月01日至2012年03月31日,,2060,2060,,,36052,2124,4415,8891,-651,1091,0,8423,-36,60309.0,,,2158.0,15960,20800.0,137030,-10081.0,972,-95888,-24171,46780,,-1042.0,-8728,16687,15501.0,-37146,-9450,-545.0,-24723,22057,82366,84426,-6439,-258,77729,,1446.0,-1002.0,-18940,0,-9828.0,1282.0,-27042,,2090655,-2117137,4.0,160000,0,-220,-35772.0,-6775.0,-315883.0,3718.0,-221410,-13545,-184268,298916,114648,114648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
