公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債券投資,　　 取得採用權益法之投資,　　 預付投資款增加,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 其他非流動資產減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 舉借長期借款,　　 其他非流動負債增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　　 應付帳款增加（減少）,　　 收取之股利,　　 按攤銷後成本衡量之金融資產到期還本,　　 處分無活絡市場之債券投資,　　 處分不動產、廠房及設備,　　 其他金融資產減少,　　 其他非流動資產增加,　　 預付設備款增加,　　 非控制權益變動,　　　　　 應付票據－關係人增加（減少）,　　 取得備供出售金融資產,　　 以成本衡量之金融資產減資退回股款,　　　　 股利收入,　　　　 金融資產減損損失,　　　　　 持有供交易之金融資產（增加）減少,　　 支付之股利,　　 發放現金股利,　　　　　 負債準備增加（減少）,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　　 收益費損項目,　　　　 處分投資損失（利益）,　　　　 收益費損項目合計,　　 取得無活絡市場之債務工具投資,　　 處分採用權益法之投資,　　 處分無活絡市場之債務工具投資,　　 其他金融資產增加,　　　　 處分其他資產損失（利益）,　　 取得以成本衡量之金融資產
1203,2014年01月01日至2014年03月31日,,176235,176235,,,43224,5519,349,9446,-2856,5853,153,0,4784,66472.0,,,45817,-50879,2728,-168605,13709,-14042,-171272,,-13691,-47556,6590,-54657,-225929,-159457,16778,2856,-8368,-10648,618,,-799.0,0,0,-10731,34,2364.0,-1.0,-9133,,111054,-2475,599,109178,48061,148724,539493,688217,688217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,2013年度,,530696,530696,,,175648,17147,-1358,30059,-6761,1058,9516,-27006,3534,200481.0,,,-18102,95769,-8263,-33637,0,53939,89706,,-24935,44106,144375,164839,254545,455026,985722,6761,0,-123632,844581,,29386.0,-16916,0,-100477,-3505,,,-45257,,-423697,-2475,-625,-542507,-33490,223327,316166,539493,539493,1293.0,5804.0,0.0,0.0,0.0,122999.0,-75808.0,-224.0,-43710.0,0.0,-712.0,0.0,-5804.0,4448.0,0.0,-30074.0,-72000.0,,0.0,,,,,,,,,
1203,2013年01月01日至2013年12月31日,,530696,530696,,,175648,17147,-1358,30059,-6761,1058,9516,-27006,3534,200481.0,,,-18102,95769,-8263,-33637,0,53939,89706,,-24935,44106,144375,164839,254545,455026,985722,6761,0,-123632,844581,,29386.0,-16916,0,-100477,-3505,,,-45257,,-423697,-2475,-625,-542507,-33490,223327,316166,539493,539493,1293.0,5804.0,0.0,0.0,0.0,122999.0,-75808.0,-224.0,-43710.0,0.0,-712.0,0.0,-5804.0,4448.0,0.0,-30074.0,-72000.0,,,,,,,,,,,
1203,2013年01月01日至2013年09月30日,,415133,415133,,,140394,11337,338,26720,-6033,14421,7985,-30599,6311,170874.0,,,-24916,-25517,459,-172647,-23392,37613,-208400,,-11346,37399,165446,194740,-13660,157214,572347,6033,-26735,-99541,452104,,28370.0,0,0,-63756,-6096,0.0,,5076,,-326890,-2475,-634,-373709,-37803,45668,316166,361834,361834,3241.0,0.0,0.0,0.0,218.0,122999.0,-63912.0,-12038.0,-43710.0,0.0,-709.0,0.0,,,,,,,,,,,,,,,,
1203,2013年01月01日至2013年06月30日,,260827,260827,,,105472,5805,200,17916,-4759,5496,595,-30599,4371,104497.0,,,-32253,16194,4,-238358,34408,-14446,-234451,,1014,26669,180785,268090,33639,138136,398963,4759,-17931,-60886,324905,,,0,0,-34473,-3440,0.0,0.0,52416,,-216973,-1237,-777,-262697,-15545,99079,316166,415245,415245,59622.0,0.0,0.0,28370.0,218.0,122999.0,-59484.0,-1774.0,-43710.0,,,,,,,,,,,,,,,,,,,
1203,2013年01月01日至2013年03月31日,,141538,141538,,,56223,3086,4098,10585,-2537,21579,252,-30599,8715,71402.0,,,-14806,-9376,-896,-48488,53677,-36300,-56189,,18332,9282,150921,178535,122346,193748,335286,2537,-10580,-1,327242,,28370.0,-16916,-107,-15447,-3428,-17469.0,123000.0,98003,,-294885,-2475,-368,-297728,34311,161828,316166,477994,477994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,2012年01月01日至2012年12月31日,,279639,279639,,,198371,12109,-398,35685,-32707,111706,3515,0,-71554,253989.0,,,10878,-42574,-7707,409301,0,-9790,360108,,-16875,24984,-37156,-104735,255373,509362,789001,32707,0,-94235,693019,,0.0,-2340,-48225,-56999,-2593,,,-169759,,-310660,-8856,1118,-455003,4598,72855,243311,316166,316166,-75688.0,4582.0,0.0,-28370.0,0.0,-24917.0,-7200.0,0.0,-16605.0,0.0,0.0,885.0,-4582.0,1844.0,0.0,-39036.0,-120000.0,,,,,,,,,,,
1203,2012年01月01日至2012年09月30日,,148197,148197,,,161966,7942,17752,30562,-24153,92644,24,0,-54190,232547.0,,,-28525,-25516,-7406,421972,14162,27374,402061,,214792,-104579,88392,86746,488807,721354,869551,24153,-30622,-71755,791327,,-800.0,0,-31587,-23910,-1828,0.0,,-128090,,-561491,-8009,287,-585818,-12225,65194,243311,308505,308505,-111859.0,0.0,0.0,0.0,0.0,-47843.0,-23007.0,0.0,-16605.0,0.0,0.0,885.0,,,,,,,,,,,,,,,,
1203,2012年01月01日至2012年06月30日,,85638,85638,,,112647,4246,14651,23379,-19031,76408,9,0,-55539,156770.0,,,-22915,-95665,-7169,303185,31193,12495,221124,,294809,-104419,102031,176881,398005,554775,640413,19031,-23394,-57953,578097,,,0,-15571,-12717,-1853,0.0,0.0,-12026,,-428927,-8135,317,-453350,-10797,101924,243311,345235,345235,-115540.0,0.0,0.0,0.0,0.0,38428.0,-20313.0,0.0,-16605.0,,,,,,,,,,,,,,,,,,,
1203,2012年01月01日至2012年03月31日,,-1820,-1820,,,51443,2150,3370,13580,-9390,68780,1,0,-8535,121399.0,,,5891,-65977,-7516,29029,12635,-59051,-84989,,316589,-19096,-56224,241269,156280,277679,275859,9390,-13526,-1,271722,,-34160.0,0,0,-4946,-51,2395.0,98084.0,61322,,-435892,174538,156,-261198,1318,73164,243311,316475,316475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
