公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債券投資,　　 預付投資款增加,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分無形資產,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債增加,　　 員工執行認股權,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 買回應付公司債損失（利益）,　　 償還公司債,　　 其他應付款－關係人減少,　　 其他非流動負債減少,　　 發放現金股利,　　 非控制權益變動,　　　　　 負債準備增加（減少）,　　 發行公司債,　　 現金增資,　　　　　 應付建造合約款增加（減少）,　　 其他預付款項增加,　　 存入保證金減少,　　 取得以成本衡量之金融資產,　　　　　 應收票據（增加）減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 短期借款減少,　　 存出保證金減少,　　 其他應收款增加,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　 處分子公司,　　　　　 應付票據－關係人增加（減少）,　　 處分採用權益法之投資,　　 庫藏股票買回成本,　　 其他應收款減少
3673,2014年01月01日至2014年03月31日,,98749,98749,,,1807408,42306,8,411375,-381164,38451,177827,-1639,0,-303989.0,-92984,1681586.0,,,6132037,3377857,1573562,-74505,11008951,,-7810763,-503204,,-198119,596337,105.0,-8962408,2046543,3728129,3826878,223785,-418752,3631911,,-7663936.0,0.0,0.0,-1337427,4200,-2534.0,-31820,738,-107.0,,-1936899,-11386911,,5481224.0,10343,-1516751,0,,23788,-260155,3710339,952423,-3092238,38299393,35207155,35207155,,-16013.0,,,,,-1345.0,,,,,,-1046764.0,-419126.0,-26765.0,,,,,,,,,,,,,,,,,,
3673,2013年度,,8904183,8904183,,,6392841,167718,6641,1078076,-819915,130791,833267,71666,3187652,0.0,-2599,11046138.0,,,13142200,-3655668,4257901,-96201,13648232,,-10220231,-1673509,,-167499,-329199,-693.0,-12396161,1252071,12298209,21202392,786007,-3462203,18526196,,-5978727.0,,-1304443.0,-5709564,45170,36946.0,-65795,7839,-6.0,,-14745759,-28210648,,28965087.0,8335812,-6186989,15714,,200396,-499001,23921125,824771,15061444,23237949,38299393,38299393,0.0,0.0,0.0,,0.0,-30035.0,-10555.0,-6870195.0,891.0,-5030.0,,,,-496309.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
3673,2013年01月01日至2013年12月31日,,8904183,8904183,,,6392841,167718,6641,1078076,-819915,130791,1923186,71666,892555,1205178.0,-2599,11046138.0,,,13142200,-3655668,4257901,-96201,13648232,,-10220231,-1673509,1943017.0,-167499,-329199,-693.0,-10453144,3195088,14241226,23145409,786007,-3462203,20469213,,-5978727.0,,-1304443.0,-5709564,45170,36946.0,-65795,7839,,-496315.0,-16688776,-30153665,,28965087.0,8335812,-6186989,15714,,200396,-499001,23921125,824771,15061444,23237949,38299393,38299393,,,0.0,0.0,0.0,-30035.0,-10555.0,-6870195.0,891.0,-5030.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3673,2013年01月01日至2013年09月30日,,9938098,9938098,,,4644727,123244,-3732,726249,-536039,112396,500730,19186,648253,-64147.0,-165226,6005641.0,,,17708138,41679,352221,-211112,17890926,,-11697556,-1674283,1124448.0,-394706,431005,-67.0,-12211159,5679767,11685408,21623506,489212,-2686746,19425972,,-3713831.0,,-1305681.0,-4242574,42357,-132155.0,-58015,37,,931.0,-12795469,-22204400,,25390671.0,7012101,-6027475,21002,,182313,-312432,19269612,434721,16925905,23237949,40163854,40163854,,,0.0,0.0,0.0,-30085.0,-8469.0,-6870195.0,-87819.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3673,2013年01月01日至2013年06月30日,,8946218,8946218,,,2971856,80348,8415,446529,-330320,70182,268505,16155,635496,-62061.0,234574,4339679.0,,,11255916,731883,4100520,-152935,15935384,,-13714752,250991,1380424.0,1125287,-309452,263.0,-11267239,4668145,9007824,17954042,263650,-2069687,16148005,,-5299411.0,,-1302493.0,-2261537,36558,-459.0,-31965,37,,-8868.0,-9669386,-18537524,,9548991.0,2248139,-4906811,81072,,133780,-190156,6790880,814530,5215891,23237949,28453840,28453840,,0.0,0.0,0.0,0.0,-29957.0,-6540.0,0.0,-87638.0,,,,,,,,,,,,,,,,,,,,,,,,
3673,2013年01月01日至2013年03月31日,,6062114,6062114,,,1415242,41046,20808,216034,-161382,61098,137738,15337,689363,-35180.0,275858,2675962.0,,,8864128,1658953,-625186,-57763,9840132,,-6697589,439469,701890.0,521604,-64269,270.0,-5098625,4741507,7417469,13479583,141163,-1069287,12551459,,-784622.0,-330000.0,-1179955.0,-873606,5481,-5535.0,-15462,0,-10746.0,0.0,-4609674,-7804119,,1566140.0,32389432,-36747476,31123,-3574.0,4509,-87390,-2847236,614028,2514132,23237949,25752081,25752081,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,2012年01月01日至2012年12月31日,,20277866,20277866,,,4585219,168202,-396,712009,-493312,253762,395516,5916,67710,354953.0,752695,6798436.0,,,-19796941,6553875,-2051806,89523,-15205349,,3720846,2229333,-1510991.0,-116529,250582,-313.0,4564031,-10641318,-3842882,16434984,425723,-2263431,14597276,,-2503198.0,,-1361655.0,-3175216,57118,131781.0,-65031,245,,5412.0,-10779471,-17690015,,6007794.0,5595800,-4440389,-8734,,487082,-304938,16334664,-386647,12855278,10382671,23237949,23237949,,,136.0,-3974.0,-79456.0,0.0,-9.0,-4705418.0,277265.0,-8897.0,6716804.0,6788863.0,,,,,,,,,,,,,,,,,,,,,
3673,2012年01月01日至2012年09月30日,,11608818,11608818,,,3345662,126759,6143,516141,-359463,173657,397084,-12445,81229,0.0,398035,4668964.0,,,-3958513,7415713,-3155499,18681,320382,,-3339481,509764,-1663753.0,-347662,316114,-1045.0,-4535000,-4214618,454346,12063164,333582,-1794906,10601840,,-2447600.0,,380519.0,-1551512,14812,133536.0,-52708,150,,-270.0,-7563488,-11086561,,4841868.0,5184005,-3047169,-10872,,469245,-226595,2702873,-234458,1983694,10382671,12366365,12366365,,,136.0,-3974.0,-79456.0,0.0,0.0,-4705418.0,277265.0,-8937.0,,,,,,,,,,,,,,,,,,,,,,,
3673,2012年01月01日至2012年06月30日,,7392658,7392658,,,2177654,83932,6331,320323,-243421,108636,281870,-10279,-126328,35899.0,469958,3099945.0,,,2768173,5710637,3499918,62454,12041182,,-10129228,122134,-2313682.0,1561,268737,-583.0,-12051061,-9879,3090066,10482724,220878,-1190938,9512664,,-3375447.0,,379620.0,-1217966,15560,81209.0,-42612,150,,1970.0,-3340801,-7498317,,1460560.0,1792885,-1699974,-2003,,446600,-119291,1612346,-47923,3578770,10382671,13961441,13961441,,-792.0,136.0,-3974.0,-79456.0,0.0,-3.0,-186972.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3673,2012年01月01日至2012年03月31日,,3538121,3538121,,,1070804,41928,16498,162616,-106507,65615,152794,-3860,-47020,360.0,370268,1723496.0,,,2072244,6016395,-278996,20138,7829781,,-5039032,478319,-1914562.0,-193997,235357,-512.0,-6434427,1395354,3118850,6656971,92305,-412563,6336713,,-1585825.0,0.0,0.0,-757199,8403,154538.0,-25153,0,0.0,1296.0,-1562338,-3766278,,997293.0,929832,-757112,-11339,21524.0,0,-55689,1124509,-111608,3583336,10382671,13966007,13966007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
