公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分投資性不動產損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 生物資產（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 發放現金股利,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他金融資產增加,　　 償還長期借款,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　 非控制權益變動,　　 其他應收款－關係人增加,　　 其他金融資產減少,　　 其他非流動資產減少,　　 短期借款減少,　　 應付短期票券減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　　 其他應付款－關係人增加（減少）,　　　　 股利收入,　　 收取之股利
1215,2014年01月01日至2014年03月31日,,248479,248479,,,74412,1265,-45,9706,-158,,-13464,71566.0,,,65965,77941,40477,-554,-60918,8929,77982,,209822,,-76387,-105968,-16009,-2692,-1374.0,-202430,7392,78958,327437,-978,326459,,-76128,482,-113,,84,-75157,,,,0.0,,-8410,-234569,3446,20179,194327,214506,214506,,-18750.0,-150.0,0.0,-9794.0,400.0,9912.0,-157478.0,-49931.0,,,,,,
1215,2013年度,,564570,564570,,,282565,4441,-2231,43048,-1724,,-15795,307187.0,,,186468,116645,-73827,96862,546992,-33366,-127836,,711938,,-43165,-9250,-40316,19986,-5264.0,-78009,633929,941116,1505686,-121595,1384091,,-439462,9230,-5746,-15512.0,1724,-450112,,-899799.0,11972.0,100000.0,-185621.0,-43388,-1094850,11069,-149802,344129,194327,194327,-346.0,-86250.0,-3117.0,8236.0,,,,,,,,,,,
1215,2013年01月01日至2013年12月31日,,564570,564570,,,282565,4441,-2231,43048,-1724,,-15795,307187.0,,,186468,116645,-73827,96862,546992,-33366,-127836,,711938,,-43165,-9250,-40316,19986,-5264.0,-78009,633929,941116,1505686,-121595,1384091,,-439462,9230,-5746,-15512.0,1724,-450112,,-899799.0,11972.0,100000.0,-185621.0,-43388,-1094850,11069,-149802,344129,194327,194327,-346.0,-86250.0,-3117.0,8236.0,,,,,,,,,,,
1215,2013年01月01日至2013年09月30日,,313267,313267,,,208597,3169,-1115,33256,-1547,,-6202,233940.0,,,85657,91176,-7422,96765,528588,-107227,92984,,780521,,-108228,-91430,-53564,66929,-4072.0,-190365,590156,824096,1137363,-118940,1018423,,-296866,6936,-5584,6948.0,1547,-289752,,-665239.0,81957.0,30000.0,-193135.0,-33819,-801986,9317,-63998,344129,280131,280131,-2733.0,-37500.0,-2218.0,15750.0,,,,,,,,,,,
1215,2013年01月01日至2013年06月30日,,116313,116313,,,136600,1872,-1225,22865,-1205,-1959.0,-6674,150274.0,,,178626,117281,-7003,58796,104607,-61032,131680,,522955,,-61859,-69695,-20448,64630,-2856.0,-90228,432727,583001,699314,-80310,619004,,-192642,5631,-4793,-10838.0,1205,-213805,,-607056.0,61739.0,30000.0,-7514.0,-23288,-564869,11237,-148433,344129,195696,195696,-12368.0,-18750.0,,,,,,,,,,,,,
1215,2013年01月01日至2013年03月31日,,89154,89154,,,66254,780,-64,12279,-788,-671.0,-5686,72104.0,,,144881,48809,-5779,69000,-59215,-9906,21061,-1.0,208850,,18087,3734,-43963,17468,-1439.0,-6113,202737,274841,363995,-1349,362646,,-77985,748,-4372,-216.0,788,-81037,,-305267.0,-101.0,30000.0,-7514.0,-12322,-295204,8172,-5423,344129,338706,338706,,,,,,,,,,,,,,,
1215,2012年01月01日至2012年12月31日,,474227,474227,,,222629,2177,7691,40759,-2941,,17906,286613.0,,,24536,-105662,2910,15744,-70575,-196032,-1200,,-330279,,25467,21904,61196,-12179,1763.0,98151,-232128,54485,528712,-37245,491467,,-795613,3783,0,-31430.0,2941,-821239,,63445.0,-35911.0,600000.0,-69608.0,-42142,487773,-10497,147504,196625,344129,344129,-920.0,0.0,-1608.0,-28011.0,,,,,,,,,,,
1215,2012年01月01日至2012年09月30日,,307183,307183,,,160782,1504,6490,28426,-1678,,6015,200141.0,,,52309,-204317,2910,59662,190286,-76062,25264,,50052,,-111008,141011,54259,-26757,1351.0,58856,108908,309049,616232,-28506,587726,,-608103,3276,0,-21381.0,1678,-631389,,-270063.0,8978.0,600000.0,-97619.0,-29946,211350,-7790,159897,196625,356522,356522,-6859.0,0.0,-1398.0,0.0,,,,,,,,,,,
1215,2012年01月01日至2012年06月30日,,80872,80872,,,102827,926,-92,18266,-797,-1233.0,4753,124650.0,,,168913,46384,2910,56366,-28764,17560,152735,,416104,,-114674,8561,52091,20544,848.0,-32630,383474,508124,588996,-15206,573790,,-406465,2791,0,-18655.0,797,-449592,,-355223.0,11003.0,300000.0,-18743.0,-23774,-86737,-2163,35298,196625,231923,231923,-28060.0,0.0,,,,,,,,,,,,,
1215,2012年01月01日至2012年03月31日,,21672,21672,,,50188,386,232,9374,-276,-713.0,22111,81302.0,,,138897,12934,-2428,51306,-115809,14718,124995,-16146.0,208467,,-106663,-90259,10118,3391,344.0,-183069,25398,106700,128372,-4253,124119,,-134731,1310,0,-13986.0,276,-147131,,-302951.0,-5822.0,300000.0,-18743.0,-12614,-40130,-5690,-68832,196625,127793,127793,,,,,,,,,,,,,,,
