公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 存入保證金增加,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 退還（支付）之所得稅,　　 存出保證金減少,　　　　 呆帳費用提列（轉列收入）數,　　 存出保證金增加,　　 發放現金股利,　　　　　 其他金融資產（增加）減少,　　　　 處分待出售非流動資產損失（利益）,　　 處分待出售非流動資產,　　　　 股利收入,　 匯率變動對現金及約當現金之影響,　　 收取之股利,　　 處分無活絡市場之債券投資,　　　 收益費損項目,　　　　 其他項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得備供出售金融資產,　　 處分無活絡市場之債務工具投資,　　 其他非流動資產增加
1445,2014年01月01日至2014年03月31日,,11300,11300,,,13877,91,-51,-369,0,-290.0,-547,9596.0,,,-821,5298,30979,-115,-43929,-1880.0,14966,4498,,-24860,-14847,-16113,-3152,-1179.0,-60151,-55653,-46057,-34757,264,-34532,,-208,0,10542,,0.0,-250,-250,-24240,150245,126005,126005,-39.0,,,,,,-3115.0,10750.0,,,,,,,,,,,
1445,2013年度,,66750,66750,,,55591,381,1261,-1641,-7848,-945.0,-1155,41770.0,,,6480,12122,-35330,293,-59418,,7910,-72667,,-25875,-7009,10179,12765,-4934.0,-14874,-87541,-45771,20979,1515,21271,,-4592,7940,10378,,587.0,-847,-41860,-10211,160456,150245,150245,-1223.0,,414.0,-48.0,-41600.0,-4724.0,0.0,0.0,-4288.0,0.0,4288.0,2790.0,,,,,,,
1445,2013年01月01日至2013年12月31日,,66750,66750,,,55591,381,1261,-1641,-7848,-945.0,-1155,46058.0,,,6480,12122,-35771,3524,-62654,,11146,-69877,,-25875,-5154,8324,12765,-4934.0,-14874,-84751,-38693,28057,1515,28349,,-4592,7940,3300,,587.0,-847,-41860,-10211,160456,150245,150245,-1223.0,,414.0,-48.0,-41600.0,-4724.0,,,,,,,,,,,,,
1445,2013年01月01日至2013年09月30日,,59497,59497,,,41658,291,2064,-1165,-7849,-1281.0,845,34563.0,,,-869,15953,-4703,52219,-68722,,24231,18109,,-57666,-8646,7278,9426,-3688.0,-53296,-35187,-624,58873,1129,58817,,-2518,7920,5354,,0.0,-496,-42096,22075,160456,182531,182531,-1185.0,,0.0,-48.0,-41600.0,,,,,,,,,,,,,,
1445,2013年01月01日至2013年06月30日,,42067,42067,,,27798,198,2788,-783,-7886,-1281.0,-1064,19770.0,,,-1860,-1568,-57941,29989,-28224,,7574,-52030,,20014,28248,4319,12580,-2388.0,62773,10743,30513,72580,781,72295,,-965,7920,6907,,100.0,-596,-496,78706,160456,239162,239162,-1066.0,-48.0,,,,,,,,,,,,,,,,,
1445,2013年01月01日至2013年03月31日,,18692,18692,,,13901,99,-1394,-308,-7920,-571.0,-719,3088.0,,,-5056,7541,16055,2749,-19019,-2413.0,17895,17752,,4345,-299,-9073,7592,-1139.0,1426,19178,22266,40958,308,41266,,-418,7920,7502,,100.0,-596,-496,48272,160456,208728,208728,,,,,,,,,,,,,,,,,,,
1445,2012年01月01日至2012年12月31日,,27608,27608,,,55433,395,-901,-1241,-7065,-6288.0,338,41565.0,,,-6600,16636,6381,-1962,-64136,,6564,-47466,,-40832,-1717,-7868,-7996,-4841.0,-63254,-110720,-69155,-41547,1182,-41913,,-5258,7260,2002,,1270.0,0,-68063,-107974,268430,160456,160456,-1548.0,,894.0,0.0,-69333.0,-4349.0,,,,,,,,,,,,,
1445,2012年01月01日至2012年09月30日,,26593,26593,,,41559,296,-572,-803,-7090,-5581.0,1680,30383.0,,,0,2139,-16284,39,-21280,,27473,-7913,,-9632,-228,-11139,-4867,-3690.0,-29556,-37469,-7086,19507,748,18751,,-5171,7260,2089,,621.0,0,-68712,-47872,268430,220558,220558,-1504.0,,894.0,0.0,-69333.0,,,,,,,,,,,,,,
1445,2012年01月01日至2012年06月30日,,22308,22308,,,27769,198,-457,-563,-7090,-2126.0,872,18603.0,,,0,1284,30254,-1998,-56294,,35518,8764,,-68903,16216,-4235,-998,-2475.0,-60395,-51631,-33028,-10720,500,-11699,,-4850,7260,2410,,420.0,0,420,-8869,268430,259561,259561,-1479.0,0.0,,,,,,,,,,,,,,,,,
1445,2012年01月01日至2012年03月31日,,10308,10308,,,13835,99,-511,-251,-6824,-3089.0,482,3741.0,,,0,-27192,-19599,-2416,-43321,0.0,38437,-54091,,-40140,-5476,-14253,2446,-1202.0,-58625,-112716,-108975,-98667,249,-98418,,-5054,6900,1846,,420.0,0,420,-96152,268430,172278,172278,,,,,,,,,,,,,,,,,,,
