公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 存入保證金減少,　　 員工執行認股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　 處分採用權益法之投資,　　 存出保證金增加,　　 取得投資性不動產,　　 存入保證金增加,　　　　 處分採用權益法之投資損失（利益）,　　　　　 其他營業資產（增加）減少,　　 處分以成本衡量之金融資產,　　 發放現金股利,　　　　　 負債準備增加（減少）,　　 取得以成本衡量之金融資產,　　 短期借款減少,　　　　 非金融資產減損迴轉利益,　　 舉借長期借款,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 預付投資款增加,　　　　 處分投資性不動產損失（利益）,　　　　　 其他金融資產（增加）減少,　　 處分投資性不動產,　　 預付設備款增加
1229,2014年01月01日至2014年03月31日,,677098,677098,,,49730,1225,-1165,,12025,-1998,,-628395,59,,-568519.0,,,33169,50597,3031,-113855,22984.0,-4074,,-134,-62250,-3417,5491,793.0,-17895.0,-77412,-81486,-650005,27093,1998,-11755,-44,17292,,,,,0.0,-1266,409.0,0.0,,-6206,-22501,,0.0,,-99997.0,0,,5323.0,,-207238,884,-211563,1076454,864891,864891,,,,,-438.0,,89.0,,,,,,-15000.0,-112653.0,,,,,,,,,,
1229,2013年度,,1376116,1376116,,,164960,3260,-3469,,51422,-18559,,-1055205,-6965,-2035.0,-118032.0,,,46294,-22204,1559,43470,-20342.0,48777,,0,-14253,-1283,1861,-2715.0,,-16481,32296,-85736,1290380,14518,-47581,-101136,1156181,,-434854.0,0.0,67349.0,-148613.0,-25172,16862.0,166.0,,-39038,-531748,,433758.0,199884.0,,-625000,,43505.0,0.0,-800105,16319,-159353,1235807,1076454,1076454,748559.0,,,8608.0,,-247.0,176.0,,,63191.0,-852428.0,-91.0,-40000.0,,0.0,0.0,,,,,,,,
1229,2013年01月01日至2013年12月31日,,1376116,1376116,,,164960,3260,-3469,0.0,51422,-18559,0.0,-1055205,-6965,-2035.0,-118032.0,,,46294,-22204,1559,43470,-20342.0,48777,,0,-14253,-1283,1861,-2715.0,,-16481,32296,-85736,1290380,14518,-47581,-101136,1156181,,-434854.0,0.0,67349.0,-148613.0,-25172,16862.0,166.0,,-39038,-531748,,433758.0,199884.0,,-625000,,43505.0,0.0,-800105,16319,-159353,1235807,1076454,1076454,748559.0,,0.0,8608.0,0.0,-247.0,176.0,0.0,,63191.0,-852428.0,-91.0,-40000.0,0.0,,,,,,,,,,
1229,2013年01月01日至2013年09月30日,,1036884,1036884,,,146739,2492,-2210,0.0,38774,-11235,0.0,-832002,-7275,-1973.0,3929.0,,,37464,1890,15298,-5698,,77407,,651,-13408,-50701,3213,-3334.0,0.0,-63579,13828,17757,1054641,11235,-39182,-100235,926459,,-365928.0,0.0,67362.0,-29734.0,-18426,18727.0,968.0,-24.0,-35966,-300077,,1011127.0,-188.0,0.0,-925000,0.0,42351.0,0.0,-724029,21042,-76605,1235807,1159202,1159202,670619.0,,0.0,0.0,0.0,-247.0,109.0,0.0,28453.0,63191.0,-852428.0,,,,,,,,,,,,,
1229,2013年01月01日至2013年06月30日,,621979,621979,,,97637,1837,-2396,0.0,24918,-8253,0.0,-541619,-7205,62.0,-432965.0,,,-9330,-28450,29113,44143,22480.0,57956,,1037,-36517,-47160,-3829,1422.0,0.0,-85047,-27091,-460056,161923,8253,-25411,-81957,62808,,-299966.0,0.0,29881.0,-29667.0,-8917,18364.0,966.0,-27.0,-28000,-317614,,923770.0,199745.0,,-925000,0.0,34889.0,0.0,233463,25387,4044,1235807,1239851,1239851,2054.0,0.0,0.0,0.0,0.0,-248.0,59.0,,,,,,,,,,,,,,,,,
1229,2013年01月01日至2013年03月31日,,232213,232213,,,49023,1293,-1770,0.0,12544,-5587,0.0,-191374,0,0.0,-135871.0,,,-23515,61848,-6788,47110,-4471.0,74184,,-245,-13637,-27599,2512,703.0,0.0,-38266,35918,-99953,132260,5587,-12252,-18,125577,,0.0,0.0,0.0,-29481.0,-25066,10626.0,323.0,0.0,-399,-43997,,357376.0,-184.0,0.0,-300000,0.0,6774.0,0.0,63966,20233,165779,1235807,1401586,1401586,,,,,,,,,,,,,,,,,,,,,,,,
1229,2012年01月01日至2012年12月31日,,1646598,1646598,,,196464,3177,-2270,-2448.0,53524,-22456,-3335.0,-1256716,755,-9008.0,-418823.0,,,56007,34667,-1957,-156261,-10228.0,-77772,,-3989,10704,5590,-9027,3152.0,,6225,-71547,-490370,1156228,22456,-53832,-63020,1061832,,-201446.0,210438.0,11725.0,-99995.0,-67511,175.0,0.0,,-16993,-72846,,0.0,799720.0,,-450000,,31084.0,3592.0,-597294,-55471,336221,899586,1235807,1235807,662135.0,,13976.0,99863.0,-1149.0,-7953.0,2314.0,-52621.0,,0.0,-848353.0,-205.0,0.0,-135651.0,,,,,,,,,,
1229,2012年01月01日至2012年09月30日,,1383988,1383988,,,148508,2492,-1649,-2448.0,43156,-10269,-3335.0,-1088382,651,-9008.0,-307298.0,,,58729,-8312,-27339,-147977,,-133761,,-4457,-18812,13886,-7568,2352.0,255.0,-14344,-148105,-455403,928585,10269,-42687,-66595,829572,,-201446.0,210438.0,11725.0,-99995.0,-40048,35.0,0.0,-15012.0,-17410,-52868,,34646.0,0.0,599880.0,-450000,-152.0,14693.0,3676.0,-645610,-45054,86040,899586,985626,985626,662135.0,,3472.0,99863.0,-1018.0,0.0,0.0,-52621.0,-8862.0,0.0,-848353.0,,,,,,,,,,,,,
1229,2012年01月01日至2012年06月30日,,894426,894426,,,100134,1925,-107,-1838.0,27078,-12502,203.0,-775150,680,-4133.0,-706696.0,,,19709,108690,-4604,-86959,-8720.0,28116,,-3800,-17473,14626,-18683,1556.0,170.0,-23604,4512,-702184,192242,12502,-26485,-52133,126126,,-201446.0,163001.0,11725.0,0.0,-32514,6.0,0.0,-14975.0,-878,24469,,484749.0,149896.0,,-450000,-1582.0,7666.0,3682.0,194411,-40822,304184,899586,1203770,1203770,6163.0,-52621.0,3472.0,99863.0,-313.0,0.0,0.0,,,,,,,,,,,,,,,,,
1229,2012年01月01日至2012年03月31日,,340851,340851,,,51958,1054,1163,-1223.0,14526,-5491,203.0,-306622,559,-3978.0,-247851.0,,,36820,118733,-12447,-70191,-6022.0,66893,,0,-19742,-3251,-16845,773.0,85.0,-38980,27913,-219938,120913,5491,-13898,-5,112501,,-201447.0,147272.0,11725.0,0.0,-24437,0.0,44.0,-14975.0,0,-81818,,686209.0,0.0,49999.0,-450000,-2042.0,4083.0,3685.0,291934,-18187,304430,899586,1204016,1204016,,,,,,,,,,,,,,,,,,,,,,,,
