公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 股利收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之股利,　　 支付之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他金融資產增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息收入,　　 收取之利息,　　 退還（支付）之所得稅,　　 處分投資性不動產,　　 其他金融資產減少,　　 應付短期票券減少,　　 存入保證金增加,　　 庫藏股票買回成本,　　 非控制權益變動,　　 預付投資款增加,　　 取得投資性不動產,　　 償還公司債,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損損失,　　　　　 其他營業資產（增加）減少,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 發放現金股利,　　 其他籌資活動,　　 對子公司之收購（扣除所取得之現金）,　　 短期借款減少,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 非金融資產減損損失,　　　　 買回應付公司債損失（利益）,　　　　　 持有供交易之金融負債增加（減少）,　　 其他非流動負債減少,　　 取得子公司股權,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 其他非流動資產減少,　　　　 不動產、廠房及設備轉列費用數,　　　　 呆帳費用提列（轉列收入）數,　　 採用權益法之被投資公司減資退回股款,　　　　 股份基礎給付酬勞成本
1457,2014年01月01日至2014年03月31日,,22190,22190,,,37245,11713,19980,,-1326,-790.0,-27566.0,39209.0,,,-76560,8213,20472,,-9647,68364,-10337,84884,85389,,-99101,1744,-25313,-12521,-15349,19696.0,-19720.0,-150564,-65175,-25966,-3776,,-19919,-23648,,,,0.0,0.0,-33334,1485,-75.0,-3866,-37982,,259619,,0,-83609,-3072.0,131290,-512,69148,143359,212507,212507,-47.0,47.0,,,,0.0,,,,,,,,,,,,,,,-2192.0,-41648.0,,,,,,,,,,,,,,
1457,2013年度,,197776,197776,,,118493,39296,87745,-5685.0,-144704,1688.0,-150353.0,-27352.0,,,43695,13719,-115721,,66442,-25729,36267,-128888,-110215,,-29314,-3590,23700,-6632,5994,-2262.0,,-12104,-122319,-149671,48105,5685.0,-88286,-48194,,,-15000.0,88918.0,0.0,-102328,662041,,-8689,233221,,2832069,,108230,-419380,,-196904,1877,-10000,153359,143359,143359,-918.0,918.0,-14616.0,,10.0,-30000.0,16399.0,-527.0,,,-31731.0,-207063.0,53.0,,,,0.0,-360000.0,-53192.0,,0.0,-2443339.0,-3314.0,28000.0,2347.0,0.0,-101.0,0.0,,,,,,,,
1457,2013年01月01日至2013年12月31日,,197776,197776,,,118493,39296,87745,-5685.0,-144704,1688.0,-101335.0,-387.0,,,43695,13719,-115721,,66442,-25729,36267,-128888,-110216,,-29314,-3590,23700,-6632,5994,-2262.0,-101.0,-12205,-122421,-122808,74968,5685.0,-88286,-27016,,,-15000.0,88918.0,0.0,-102328,662041,,-35653,211942,,388730,-30000.0,108230,-419380,,-196803,1877,-10000,153359,143359,143359,-918.0,918.0,-14616.0,0.0,10.0,,16399.0,-527.0,,,-31731.0,-207063.0,53.0,0.0,4980.0,-1.0,0.0,-360000.0,-53192.0,0.0,,,,,,,,,,,,,,,,
1457,2013年01月01日至2013年09月30日,,91786,91786,,,92184,29156,67653,,-120976,-1425.0,-1968.0,64607.0,,,28440,20448,-86635,,-733,13202,25623,25700,26045,,-89589,14828,-1736,7978,-1831,761.0,-74.0,-69663,-43618,20989,112775,,-67977,43679,,,-10000.0,50529.0,0.0,-74559,479811,,0,236348,,177181,0.0,0,-231796,,-305685,795,-24863,135638,110775,110775,-17.0,17.0,-1136.0,0.0,-29433.0,-30000.0,17836.0,-527.0,-53192.0,-180000.0,0.0,-185187.0,,,,,,,,,,,,,,,,,,,,,,,,
1457,2013年01月01日至2013年06月30日,,6092,6092,,,69691,18859,48147,,0,-3690.0,3422.0,136412.0,,,28705,-25464,-105132,0.0,8938,-2255,9061,7198,-78949,,-51693,15813,-17844,2354,-19973,508.0,-49.0,-70884,-149833,-13421,-7329,,-45905,-54353,,,0.0,50480.0,0.0,-66949,0,,-7182,-23651,,142907,0.0,0,-83948,,70359,1124,-6521,135638,129117,129117,-17.0,17.0,-1136.0,0.0,0.0,-30000.0,95119.0,-527.0,-53192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,2013年01月01日至2013年03月31日,,2554,2554,,,29122,9876,22038,0.0,0,-1369.0,4062.0,63729.0,,,0,30943,-20989,0.0,-102406,6782,-2907,-21026,-109603,,-16984,14463,-24464,-2133,7217,254.0,-25.0,-21672,-131275,-67546,-64992,0.0,-21312,-86304,,-19190.0,0.0,47111.0,0.0,-53572,0,1747.0,-6264,-30168,,180543,-30000.0,0,-43106,7422.0,114859,379,-1234,135638,134404,134404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,2012年01月01日至2012年12月31日,,83126,83126,,,104378,60749,87358,-15979.0,-95022,6267.0,2867.0,63723.0,,,74914,-20410,93462,,-17955,-23496,-8854,48878,153601,,-65147,-10211,3863,8007,-58130,1770.0,0.0,-119848,33753,97476,180602,15979.0,-85839,89109,,,-59669.0,158536.0,-8919.0,-850228,73553,,-37490,-660920,,-36337,30000.0,949973,-172512,,664345,-294,92240,61119,153359,153359,-303.0,303.0,-5957.0,371073.0,18244.0,,5660.0,-43464.0,,,-345588.0,-30167.0,0.0,-72500.0,-14092.0,7062.0,3589.0,0.0,-22877.0,-15931.0,,,,,,,,,,,,,,,,
1457,2012年01月01日至2012年09月30日,,96452,96452,,,67203,48934,65310,,-167626,-15490.0,-9713.0,-11397.0,,,94004,-123711,58181,,19259,-29313,-20857,37818,35381,,-109970,-15034,13212,-9583,4622,801.0,0.0,-115952,-80571,-91968,4484,,-59470,-55544,,,-34534.0,86596.0,621.0,-787293,64250,,-27252,-674486,,67606,30000.0,784845,0,,864722,-560,134132,56309,190441,190441,-15.0,15.0,-573.0,365933.0,15924.0,0.0,5148.0,0.0,-22877.0,0.0,-358731.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1457,2012年01月01日至2012年06月30日,,111076,111076,,,47805,47981,42773,,-147589,-6522.0,959.0,-14608.0,,,44467,-9331,30553,-9132.0,-73261,-35115,-13244,26298,-38765,,-150799,-12102,13554,6575,-27892,534.0,50.0,-170080,-208845,-223453,-112377,,-42199,-154561,,,-30000.0,97127.0,1341.0,-1013795,58895,,-22956,-525781,,53829,30000.0,773214,0,,811926,-427,131157,56309,187466,187466,-15.0,15.0,0.0,365306.0,18301.0,0.0,1524.0,-23764.0,-22877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,2012年01月01日至2012年03月31日,,38082,38082,,,20949,14598,20368,-6671.0,-59261,0.0,-10328.0,-20345.0,,,51167,-18728,-42841,5289.0,33138,-39827,-13164,3138,-21828,,-13414,6618,-3070,27901,-17702,267.0,0.0,600,-21228,-41573,-3491,6671.0,-18251,-15071,,0.0,-38707.0,133419.0,-8199.0,-819808,60000,-440.0,-7105,-680840,,-83649,0.0,813510,0,-616.0,729245,-156,33178,56309,89487,89487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
