公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分無活絡市場之債券投資,　　 對子公司之收購（扣除所取得之現金）,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 其他非流動資產增加,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債增加,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　 退還（支付）之所得稅,　　 取得按攤銷後成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 其他應付款－關係人增加,　　 庫藏股票買回成本,　　　　 股利收入,　　 取得無活絡市場之債券投資,　　 取得採用權益法之投資,　　 收取之股利,　　 處分採用權益法之投資,　　 發放現金股利,　　 現金減資,　　 存出保證金減少,　　 存入保證金減少,　　　　 處分投資性不動產損失（利益）,　　 處分投資性不動產,　　 其他金融負債減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 其他非流動負債減少,　　 預付設備款增加,　　 非控制權益變動,　　　　 處分無形資產損失（利益）
2611,2014年01月01日至2014年03月31日,,1419,1419,,,18220,3787,-41,7995,-4090,-3306,485.0,-7548,0.0,16895.0,,,107473,11882,50316,7860,3528,-2995,-1653,6033,0,182444,,-5889,6784,-49529,-435.0,0.0,-10850,1233.0,-58973,123471,140366,141785,-7995,133337,,-203609,111714,,0.0,0.0,-10786,3865,0,-1473,-1112,4090,-91749,,-65000,44785,,-29000.0,1059.0,,-50695,-9107,165942,156835,156835,764.0,,629.0,-1530.0,1243.0,-453.0,-2997.0,,,,-2539.0,,8468.0,,,,,,91.0,0.0,,,,,,,,,,,,,,
2611,2013年度,,65547,65547,,,71962,14067,11887,30079,-20084,-14906,3850.0,-140414,769.0,-4294.0,,,-70823,-7176,-44655,-14280,-8465,9404,29408,1553,10051,-94983,,-14147,-13663,-22133,65165.0,,13913,-1616.0,27188,-67795,-72089,-6542,-34099,-48663,,-777389,797598,139586.0,-20002.0,-5002.0,-54463,30572,449,-2012,-6583,20317,-62859,,220000,10022,43755.0,,83.0,-67365.0,112153,631,165311,165942,165942,56755.0,0.0,-522.0,2707.0,-3038.0,-8022.0,-103600.0,0.0,18297.0,,0.0,-17737.0,-124338.0,-127500.0,17737.0,133474.0,-9000.0,0.0,,,0.0,0.0,-85342.0,,,,,,,,,,,
2611,2013年01月01日至2013年12月31日,,65547,65547,,,71962,14067,11887,30079,-20084,-14906,3850.0,-140414,0.0,-4294.0,,,-70823,-7176,-44655,-14280,-8465,9404,29408,1553,10051,-94983,,-14147,-13663,-22133,65165.0,0.0,14252,-1616.0,27527,-67456,-71750,-6203,-34099,-48324,,-777389,797598,139586.0,-20002.0,-5002.0,-54463,30233,449,-2012,-6583,20317,-63198,,220000,10022,43755.0,,83.0,-67365.0,112153,631,165311,165942,165942,56755.0,0.0,247.0,2707.0,-3038.0,-8022.0,-103600.0,0.0,18297.0,-85342.0,0.0,-17737.0,-124338.0,-127500.0,17737.0,133474.0,-9000.0,0.0,,,,,,,,,,,,,,,,
2611,2013年01月01日至2013年09月30日,,-12699,-12699,,,55867,10557,4002,22530,-15491,-10213,3532.0,-15003,,55632.0,,,-44832,-4524,-60751,-8461,-17018,7700,25456,578,10051,-91801,,-1127,37877,-14582,64525.0,0.0,-1448,-5660.0,79944,-11857,43775,31076,-22530,-1615,,-514882,499072,21835.0,-20002.0,-5002.0,-58029,24567,-199814,-2306,-11464,15491,-445600,,394500,49961,100255.0,,1898.0,-66710.0,479904,32689,165311,198000,198000,17588.0,0.0,0.0,2962.0,-2603.0,-10161.0,-103600.0,0.0,18297.0,0.0,0.0,-17737.0,0.0,-127500.0,17737.0,,,,,,,,,,,,,,,,,,,
2611,2013年01月01日至2013年06月30日,,7270,7270,,,39683,7364,3690,12722,-10698,-2539,2511.0,-14117,50.0,39486.0,,,-52900,6313,-20234,-2683,1607,6378,2508,1867,10051,-47093,,1497,-7741,-16569,-12726.0,0.0,484,-2713.0,-35597,-82690,-43204,-35934,-11847,-52085,,-417461,387331,-424.0,-20002.0,-5002.0,-37611,16384,12,-1595,-6537,10874,-159334,,260000,-59880,6755.0,,-247.0,1633.0,208261,-3158,165311,162153,162153,820.0,0.0,0.0,6447.0,-4276.0,-4304.0,-103600.0,0.0,18297.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2611,2013年01月01日至2013年03月31日,,5478,5478,,,21244,4135,-470,8652,-4370,-2491,1292.0,-12131,25.0,15886.0,,,-263452,13119,-11234,69,5528,3870,-5993,8388,0,-249705,,-3884,-13563,-5664,-13318.0,12400.0,-2073,77.0,-26025,-275730,-259844,-254366,-10489,-264855,,-264433,249450,-11304.0,-20002.0,-5002.0,-11495,15862,-443,-48,-6822,4910,-49327,,230000,30011,0.0,-8245.0,-247.0,0.0,251519,-62663,165311,102648,102648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,2012年01月01日至2012年12月31日,,876290,876290,,,103233,21424,5465,45182,-15401,-11491,0.0,-1920,5000.0,362715.0,,,-120066,-22499,-6777,9159,9921,-14550,-36588,39809,1100866,959275,,-2100,5273,68695,2560.0,-7301.0,-30370,3904.0,37468,996743,1359458,2235748,-48891,2178921,,-1283557,1092002,0.0,0.0,0.0,-130781,18337,-28873,-3725,34687,15401,-676727,,-1582023,9959,386038.0,,0.0,1773.0,-1424087,78107,87204,165311,165311,0.0,53729.0,163223.0,-3629.0,436.0,-7936.0,-20000.0,489.0,0.0,42171.0,-87045.0,-5729.0,-376436.0,0.0,5729.0,0.0,0.0,-194960.0,,,,,,,,,,,,,,,,
2611,2012年01月01日至2012年09月30日,,945504,945504,,,81645,20340,12322,36248,-9883,-1446,1230.0,-1859,,295985.0,,,-368178,-7449,-16071,1030,-3214,-23948,-56549,6837,1097974,630432,,8197,558,39874,-208.0,-7301.0,15443,710.0,54842,685274,981259,1926763,-37948,1880628,,-1041139,927107,0.0,0.0,0.0,-96224,4947,-28893,-9006,22658,9883,-584539,,-1612023,-39943,410381.0,,2586.0,874.0,-1232362,63727,87204,150931,150931,0.0,3551.0,159566.0,676.0,-3107.0,-8187.0,-20000.0,489.0,0.0,49756.0,-43993.0,-5729.0,-360090.0,0.0,5729.0,,,,,,,,,,,,,,,,,,,
2611,2012年01月01日至2012年06月30日,,1088710,1088710,,,54609,12600,-1361,27107,-2134,81,1101.0,-708,50.0,128158.0,,,-364892,-11571,-24278,8757,-16052,-17438,-15266,-4615,1095040,649685,,15190,6306,53668,21200.0,-7301.0,-733,-686.0,90903,740588,868746,1957456,-32168,1920422,,-818445,625597,-241635.0,0.0,0.0,-81085,632,-27575,-3869,25524,2079,-518288,,-1640756,-49963,433423.0,,1830.0,927.0,-1297472,104662,87204,191866,191866,0.0,3551.0,33262.0,3794.0,-535.0,-4866.0,0.0,489.0,0.0,1060.0,-43993.0,,,,,,,,,,,,,,,,,,,,,,,
2611,2012年01月01日至2012年03月31日,,-28724,-28724,,,27028,5383,80,15632,-548,265,782.0,-299,25.0,48348.0,,,-10980,-14722,-13362,8573,8674,-7618,-43933,-3778,10460,-66686,,11639,396,-12197,11085.0,474299.0,-540,139.0,484821,418135,466483,437759,-15592,422167,,-388712,420901,-240250.0,0.0,0.0,-75843,1,-32472,-3214,-18449,1298,-336740,,-384084,36,448750.0,0.0,2686.0,888.0,68276,153703,87204,240907,240907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
