公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息-營業活動,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 其他非流動資產增加,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 存出保證金增加,　　 其他金融資產增加,　　 其他金融資產減少,　　 取得避險之衍生金融資產,　　 其他籌資活動,　　 舉借長期借款,　　 發放現金股利,　　 非控制權益變動,　　　　 股利收入,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 對子公司之收購（扣除所取得之現金）,　　 取得子公司股權
1323,2014年01月01日至2014年03月31日,,104655,104655,,,56647,5256,768,7031,-1532,183,0,0.0,-5449,,62904.0,,,0.0,-2997,-298,12474,40836,1864,51879,,-4216,-52333,-37977,8058,886.0,-85582,-33703,29201,133856,1532.0,-7254,-52935,75199,,-8094,0,-41548,439,0.0,-4910,0,-69966,,82636,-156202,,0.0,-4167.0,0.0,-77733,5225,-67275,609620,542345,542345,,-15853.0,,,,,,,,,,,,
1323,2013年度,,441949,441949,,,231494,17887,-773,26099,-1982,-1257,-647,,-1180,656.0,269783.0,,,,-6202,-21895,-10171,-55634,-533,-94435,,-4456,62578,51956,2753,2628.0,115459,21024,290807,732756,1827.0,-25137,-46339,663107,,-152382,147696,-143354,21560,7.0,-18486,155,-220577,,715355,-810794,9992.0,-10000.0,-220000.0,,-295296,21361,168595,441025,609620,609620,0.0,-75773.0,,,,100000.0,-57190.0,-22659.0,-514.0,,,,,
1323,2013年01月01日至2013年12月31日,,441949,441949,,,231494,17887,-773,26099,-1982,-1257,-647,0.0,-1180,656.0,270297.0,,,0.0,-6202,-21895,-10171,-55634,-533,-94435,,-4456,62578,51956,2753,2628.0,115459,21024,291321,733270,1827.0,-25137,-46339,663621,,-152382,147696,-143354,21560,7.0,-18486,155,-220577,,715355,-810794,9992.0,-10000.0,-220000.0,0.0,-295810,21361,168595,441025,609620,609620,,-75773.0,0.0,,,100000.0,-57704.0,-22659.0,,,,,,
1323,2013年01月01日至2013年09月30日,,317255,317255,,,174438,13205,-613,19962,-1253,-84,-575,0.0,-3167,,201913.0,,,0.0,2318,-52835,-263,-10253,-4861,-65894,,-927,20405,21036,5161,1994.0,47669,-18225,183688,500943,1098.0,-19536,-46319,436186,,-116954,144113,-89261,18208,,-32895,155,-109086,,615539,-673653,9992.0,0.0,-120000.0,0.0,-248485,14003,92618,441025,533643,533643,13.0,-32465.0,0.0,,-22659.0,0.0,-57704.0,,,,,,,
1323,2013年01月01日至2013年06月30日,,208993,208993,,,115747,8192,-48,13945,-889,-339,-529,0.0,-2214,326.0,134191.0,,,0.0,-5243,-46165,-4638,-4385,-12841,-73272,,-1931,-9764,2324,1371,1371.0,-6629,-79901,54290,263283,734.0,-13953,-38770,211294,,-94954,114057,-48399,14826,,-26093,155,-44040,,373791,-417265,0.0,,-120000.0,,-186133,14506,-4373,441025,436652,436652,9.0,-3641.0,0.0,0.0,-22659.0,,,,,,,,,
1323,2013年01月01日至2013年03月31日,,86846,86846,,,57525,4308,1103,7543,-515,1311,-39,0.0,-5022,161.0,66375.0,,,0.0,-10489,-76301,1962,-34951,3005,-116774,,-348,4439,-5952,3919,785.0,2843,-113931,-47556,39290,360.0,-7218,-25651,6781,,-84000,7982,-24687,217,12.0,-905,155,-101226,,256042,-221410,0.0,0.0,-20000.0,0.0,14632,4559,-75254,441025,365771,365771,,,,,,,,,,,,,,
1323,2012年01月01日至2012年12月31日,,318364,318364,,,233287,20559,-186,35390,-939,1281,-982,473.0,2927,642.0,292452.0,,,19858.0,-472,16085,3483,30589,2035,71578,,-12136,-18343,-14330,3005,2625.0,-39179,32399,324851,643215,939.0,-35320,-61342,547492,,-202006,238377,-277205,22523,190.0,-13459,0,-229757,,851126,-935003,0.0,-20000.0,-93938.0,-846.0,-205270,-9232,103233,337792,441025,441025,,0.0,1823.0,,,100000.0,-98921.0,-7688.0,,,,,,
1323,2012年01月01日至2012年09月30日,,228505,228505,,,174259,16361,-602,28231,-627,413,-849,1835.0,2822,,221843.0,,,5375.0,-294,36398,4341,27109,4061,76990,,-8403,-35596,12940,3374,7548.0,-20137,56853,278696,507201,627.0,-28077,-48214,431537,,-179007,218796,-237224,22039,,-9543,0,-182539,,818245,-858295,0.0,-10000.0,-96097.0,0.0,-152756,-8687,87555,337792,425347,425347,577.0,0.0,1823.0,,-7688.0,100000.0,-98921.0,,,,,,,
1323,2012年01月01日至2012年06月30日,,158585,158585,,,115408,10510,-204,19683,-439,107,-218,1899.0,1657,322.0,148725.0,,,4581.0,-1309,7401,3104,34610,2272,50659,,-7447,-41139,-32971,3793,4922.0,-72842,-22183,126542,285127,439.0,-16771,-47568,221227,,-51007,80250,-156833,1711,,-9266,0,-133292,,561069,-602448,-20000.0,,-93938.0,,-63005,-4498,20432,337792,358224,358224,30.0,0.0,1823.0,100000.0,-7688.0,,,,,,,,,
1323,2012年01月01日至2012年03月31日,,78582,78582,,,56032,5182,115,10213,-144,4,-57,434.0,2835,161.0,74775.0,,,1753.0,-1313,-17776,-2060,39425,-10333,9696,,-13502,-19519,-18985,25006,2472.0,-24528,-14832,59943,138525,144.0,-7354,-7585,123730,,-2000,15057,-89606,5,440.0,-1760,0,-77864,,204504,-179249,39923.0,-30000.0,0.0,-1693.0,33485,-2407,76944,337792,414736,414736,,,,,,,,,,,,,,
