公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損迴轉利益,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還長期借款,　　 其他非流動負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 非金融資產減損損失,　　 退還（支付）之所得稅,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 取得待出售非流動資產,　　 其他非流動資產減少,　　 其他非流動負債增加,　　 非控制權益變動,　　 處分採用權益法之投資,　　 處分待出售非流動資產,　　 處分不動產、廠房及設備,　　 短期借款增加,　　 舉借長期借款,　　　　　 負債準備增加（減少）,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 其他投資活動,　　 其他借款增加,　　 發行特別股負債,　　 發放現金股利,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 短期借款減少,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 應付公司債匯率影響數,　　　　 未實現銷貨利益（損失）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 其他項目,　　 發行公司債,　　　 收益費損項目,　　　　 已實現銷貨損失（利益）,　　　　 收益費損項目合計,　　 償還特別股負債,　　 取得無形資產,　　 其他借款減少
1314,2014年01月01日至2014年03月31日,,-194006,-194006,,,488960,2540,17133,-13258,-145338,71,,110815.0,0.0,0.0,477026.0,,,,-448510,15552,-13665,-360787,-519665,-28494,-1355569,,-681184,-4829,-115539,32905,,,-960209,-2315778,-1838752,-2032758,18141,173812,-14867,-2029484,,,0.0,-271856,-242369.0,-500909,,-220000.0,0.0,424429,-5045,-2111009,8186545,6075536,6075536,16103.0,,,,,,,73909.0,26278.0,,0.0,,-175758.0,720000.0,-191562.0,-160496.0,,,,,,,,,,,,,,,,,,,
1314,2013年度,,5319661,5319661,,,1935542,9866,14261,-33902,-367613,14426,-3.0,,,-67732.0,-5223578.0,,,-424451.0,507101,17579,-4379,140984,516096,1169238,1922168,,-595581,-4931,-323269,56174,,,-2079882,-157714,-5381292,-61631,30157,710711,-14996,-135468,,,-599995.0,-1268853,-7527.0,-647035,,,-15591.0,3579071,77185,2873753,5312792,8186545,8186545,23453.0,-88998.0,,,-241200.0,,,0.0,202411.0,,766565.0,1722.0,3386798.0,400000.0,-1212275.0,-10968.0,2510.0,,599900.0,165548.0,-1159995.0,0.0,0.0,-46086.0,0.0,-474.0,-6705316.0,0.0,0.0,,,,,,
1314,2013年01月01日至2013年12月31日,,-1385980,-1385980,,,1935867,9866,14261,-33902,-367613,14426,-3.0,-46086.0,,-67732.0,1482537.0,,,-424451.0,507101,17579,-4379,140510,516096,1169238,1921694,,-595581,-4931,-323269,56174,,,-2079882,-158188,1324349,-61631,30157,710711,-14996,-135468,,0.0,-599995.0,-1268853,,-647035,,0.0,,3579071,77185,2873753,5312792,8186545,8186545,23453.0,-88998.0,,,-241200.0,,-7527.0,-15591.0,202411.0,0.0,766565.0,1722.0,3386798.0,400000.0,-1212275.0,-10968.0,2510.0,0.0,599900.0,165548.0,-1159995.0,,,,,,,,,,,,,,
1314,2013年01月01日至2013年09月30日,,-1144397,-1144397,,,1449016,7287,5372,-23800,-272757,7100,0.0,-5882.0,,0.0,1189472.0,,,-355329.0,159917,62802,758303,45755,-62680,1224540,1833308,,-882853,-10381,-1268247,-70949,-14606.0,-970000.0,-3217036,-1383728,-194256,-1338653,18917,707831,-4592,-1370041,,0.0,-599995.0,-982143,-6896.0,-1051168,,0.0,,2284747,-3781,-140243,5312792,5172549,5172549,23136.0,-45713.0,,,-171655.0,,0.0,150745.0,202411.0,0.0,0.0,1690.0,1711591.0,220000.0,,,,,,,,,,,,,,,,,,,,,
1314,2013年01月01日至2013年06月30日,,-845106,-845106,,,971403,4785,1378,-20072,-163400,7100,0.0,42908.0,,0.0,869313.0,,,0.0,458614,59984,788430,-877481,124329,1124434,1678310,,38905,-3941,-98108,131899,-17028.0,-564595.0,-512868,1165442,2034755,1189649,18078,707831,-1378,1158576,,0.0,-599995.0,-716519,-6024.0,-1171076,,0.0,,523319,4028,514847,5312792,5827639,5827639,25211.0,-47773.0,-499449.0,110000.0,-166920.0,0.0,0.0,321010.0,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,2013年01月01日至2013年03月31日,,-258506,-258506,,,494753,2320,526,-11868,-123024,2291,0.0,0.0,-7640.0,-54436.0,302922.0,,,0.0,-296361,37543,780840,-655605,271207,872557,1010181,,583499,3053,-165745,35250,-1518.0,-220541.0,233998,1244179,1547101,1288595,14587,310641,-526,1613297,,0.0,-599995.0,-503531,-2138.0,-1105664,,0.0,-21293.0,-21293,9893,496233,5312792,5809025,5809025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,2012年01月01日至2012年12月31日,,1944658,1944658,,,1647428,10861,17813,-107870,-658230,-263672,-1361704.0,13971.0,,-543148.0,-1244551.0,,,30000.0,448625,-22461,33266,-275256,-262820,-1208933,-1257579,,765969,4691,-614913,-1361229,,,-1038406,-2295985,-3540536,-1595878,120567,961991,-99721,-2724751,,2053711.0,0.0,-2758771,,2140016,,-4234300.0,,-7645089,55583,-8174241,13487033,5312792,5312792,0.0,-1149719.0,,,-56077.0,,60928.0,44515.0,0.0,141030.0,1835400.0,1214.0,0.0,0.0,167076.0,0.0,0.0,-99410.0,0.0,0.0,-3455304.0,,,,,,,,,,,,,,
1314,2012年01月01日至2012年09月30日,,2319197,2319197,,,1219476,8566,17798,-97123,-538190,-689,-1361704.0,39846.0,,-17182.0,-729202.0,,,39540.0,97952,24412,60211,-481504,-169222,-1702,-430313,,748997,9562,-3813481,135139,12209.0,-177098.0,-3084672,-3514985,-4244187,-1924990,91378,930612,-58791,-3033451,,2053711.0,0.0,-2679995,0.0,356966,,-4234300.0,,-4227530,-217,-6904232,13487033,6582801,6582801,0.0,-1141048.0,,,0.0,,11018.0,6770.0,0.0,141030.0,-99410.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1314,2012年01月01日至2012年06月30日,,2608724,2608724,,,805582,6088,15116,-69749,-368463,-733,-1357431.0,93825.0,,-18289.0,-894054.0,,,20295.0,1230280,47597,59885,-1183722,26683,-28596,172422,,135431,11148,-292376,21940,14206.0,-95324.0,-204975,-32553,-926607,1682117,52346,929172,-38527,947089,,2053711.0,0.0,-1795298,0.0,1094628,,-699300.0,,-696511,-87,1345119,13487033,14832152,14832152,0.0,-748847.0,0.0,0.0,0.0,-99410.0,6453.0,2789.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,2012年01月01日至2012年03月31日,,2337422,2337422,,,400889,3155,8091,-32512,-194694,481,-1357274.0,42330.0,0.0,-91219.0,-1220753.0,,,8904.0,-259871,30817,-16107,-464017,56884,-22371,-665761,,718268,10712,-196081,-5491,13580.0,-21422.0,519566,-146195,-1366948,970474,43597,557400,-19752,1551719,,2053711.0,0.0,-944901,-4760.0,1104050,,-2150.0,-20750.0,-22900,-188,2632681,13487033,16119714,16119714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
