公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 呆帳費用提列（轉列收入）數,　　　　 股利收入,　　 備供出售金融資產減資退回股款,　　 舉借長期借款,　　 短期借款減少,　　 發放現金股利,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　 處分採用權益法之投資,　　 取得無形資產,　　 償還長期借款,　　　　 金融資產減損損失,　　　 收益費損項目,　　　　 收益費損項目合計,　　 庫藏股票處分,　　 處分備供出售金融資產,　　 以成本衡量之金融資產減資退回股款
1441,2014年01月01日至2014年03月31日,,-16054,-16054,,,4391,12,2229,6163,-93,-9107,-324,0.0,-5506,0.0,-2235.0,,,0,-5665,28405,-10561,-11572,-25,-950,-368,,9671,-10964,-15257,2852,-2602,-16300,-16668,-18903,-34957,93,0.0,-5945,-5,-40814,,0.0,-166911,333.0,-16476,-183054,,139330,0.0,191830,3215,-28823,187452,158629,158629,0.0,0.0,,52500.0,,0.0,,,,,,,,-2235.0,0.0,,
1441,2013年度,,-12286,-12286,,,19070,4435,-1155,16771,-418,-30111,-522,,704,-13263.0,-4139.0,,,3639,45812,-7443,-16380,-94113,12389,6877,-49219,,-8727,-10136,23937,-5857,-10062,-10845,-60064,-64203,-76489,588,24460.0,-17072,-1446,-69959,,53199.0,-272377,683.0,-157087,-361017,,68270,0.0,439466,-1347,7143,180309,187452,187452,11106.0,-7150.0,14565.0,380000.0,,-8804.0,,-3606.0,,0.0,,0.0,,,,,
1441,2013年01月01日至2013年12月31日,,-12286,-12286,,,19070,4435,-1155,16771,-418,-30111,-522,0.0,704,-13263.0,-4139.0,,,3639,45812,-7443,-16380,-94113,12389,6877,-49219,,-8727,-10136,23937,-5857,-10062,-10845,-60064,-64203,-76489,588,24460.0,-17072,-1446,-69959,,53199.0,-272377,683.0,-157087,-361017,,68270,0.0,439466,-1347,7143,180309,187452,187452,11106.0,-7150.0,14565.0,380000.0,0.0,-8804.0,0.0,-3606.0,0.0,0.0,0.0,,,,,,
1441,2013年01月01日至2013年09月30日,,-11307,-11307,,,14483,4399,-1685,12450,-329,-14197,-531,0.0,1380,-13263.0,-2097.0,,,642,37686,13033,-1727,-62582,-343,7161,-6130,,7097,-22555,30746,-2341,-7357,5590,-540,-2637,-13944,453,22231.0,-11768,-1436,-4464,,53199.0,-54176,691.0,-147815,-133536,,0,0.0,117704,-3341,-23637,180309,156672,156672,2346.0,-7150.0,14565.0,280000.0,-153492.0,-8804.0,,,,,,,,,,,
1441,2013年01月01日至2013年06月30日,,5285,5285,,,9781,3325,-54,8286,-244,-9126,-531,0.0,2876,-13263.0,-1583.0,,,-1001,18924,11907,-2270,-132107,10327,8067,-86153,,6667,-25128,24839,-1838,-4981,-441,-86594,-88177,-82892,365,20529.0,-8227,-1431,-71656,,53199.0,-12857,691.0,-116835,-61237,,57887,0.0,257887,2296,127290,180309,307599,307599,2815.0,-5448.0,14565.0,200000.0,,,,,,,,,,,,,
1441,2013年01月01日至2013年03月31日,,5674,5674,,,4819,1663,-788,3852,-102,-2266,127,0.0,559,-13263.0,-5399.0,,,-45000,27249,8817,-1854,-45733,5682,8286,-42553,,338,-25038,12166,396,-2490,-14628,-57181,-62580,-56906,221,3609.0,-3904,-18,-56998,,53199.0,-4202,0.0,-479,48518,,9724,0.0,9724,2489,3733,180309,184042,184042,,,,,,,,,,,,,,,,,
1441,2012年01月01日至2012年12月31日,,-48720,-48720,,,21242,6642,-902,20474,-1353,-47680,289,-24336.0,3525,110.0,-22006.0,,,26598,40078,11510,1374,158889,-4252,658,234855,,-19305,-85237,-4060,1485,-16384,-123501,111354,89348,40628,1467,12817.0,-20494,-90,34328,,0.0,-14512,91.0,-478,-14823,,0,-7704.0,5390,-3621,21274,159035,180309,180309,1433.0,-7546.0,226.0,244373.0,-47587.0,-58692.0,6096.0,0.0,90.0,-240.0,-125000.0,,,,,,
1441,2012年01月01日至2012年09月30日,,-28818,-28818,,,16412,4976,2936,15908,-903,-50153,290,-24246.0,2594,0.0,-39732.0,,,26599,48212,2723,1588,130317,-9654,2377,202162,,17100,-85960,8597,-277,-13566,-74106,128056,88324,59506,1108,12817.0,-15994,-77,57360,,0.0,-12871,91.0,-20412,-32965,,59315,-7704.0,-7081,-2043,15271,159035,174306,174306,0.0,-7546.0,227.0,0.0,0.0,-58692.0,,,,,,,,,,,
1441,2012年01月01日至2012年06月30日,,-9306,-9306,,,11261,3317,536,10767,-574,-48024,209,-24246.0,2289,0.0,-50256.0,,,26598,41203,3251,846,27815,7997,3437,111147,,11379,-82456,8893,-1374,-9973,-73531,37616,-12640,-21946,747,11062.0,-10881,-53,-21071,,0.0,-10212,91.0,-844,-10738,,82340,-7704.0,74636,-1416,41411,159035,200446,200446,0.0,-5791.0,227.0,0.0,,,,,,,,,,,,,
1441,2012年01月01日至2012年03月31日,,-33229,-33229,,,5832,1659,-1047,5491,-70,11276,209,-24246.0,2883,0.0,1987.0,,,27843,28378,-11185,-750,6379,1999,8,52672,,-5998,-55601,4502,1340,-4966,-60723,-8051,-6064,-39293,335,0.0,-5484,-21,-44463,,0.0,-3772,90.0,-4795,-8477,,72735,-7704.0,65031,-1655,10436,159035,169471,169471,,,,,,,,,,,,,,,,,
