公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債券投資,　　 處分無活絡市場之債券投資,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產、廠房及設備,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 其他非流動負債增加,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　 處分採用權益法之投資,　　 取得無形資產,　　 收取之股利,　　 預付投資款增加,　　 存出保證金增加,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 呆帳費用提列（轉列收入）數,　　　　 金融資產減損損失,　　　　　 其他流動資產（增加）減少,　　 其他非流動負債減少,　　　　 攤銷費用,　　　　 非金融資產減損損失,　　 採用權益法之被投資公司減資退回股款,　　 存出保證金減少,　　 取得採用權益法之投資,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 應付短期票券增加,　　 處分不動產、廠房及設備,　　 短期借款增加,　　 應付短期票券減少,　　 舉借長期借款
1308,2014年01月01日至2014年03月31日,,127286,127286,,,22107,13646,12,-3291,-9420,-108.0,0.0,-1558,24192.0,,,-134840,-567,-5788,41161,29,-40984,-152108,-7369,-300466,,-95520,-1063,57039,153278,,9900,-2296.0,121338,-179128,-154936,-27650,3226,0,-540,-24964,,,0.0,0.0,49895.0,,,-136925,-87076,,42,0.0,42,3121,-108877,1167110,1058233,1058233,,,,,,,-46.0,,,,,,208.0,2596.0,,,,,,,,,,,,,
1308,2013年度,,605957,605957,,,95935,-120451,238,-17595,-66550,57322.0,-26030.0,-2986,-194346.0,,,-170166,796,-68147,-155448,1514,38451,453242,19809,120051,,201025,1377,14963,-266178,0.0,1023,-1590.0,-49380,70671,-123675,482282,17569,-193,-71448,428210,,-13082.0,3013.0,-26395.0,0.0,0.0,12186.0,-256616,-105154,,0,-467791.0,-467980,2439,-142485,1309595,1167110,1167110,-136490.0,6.0,19753.0,-370.0,157035.0,,-678.0,,,22255.0,0.0,-189.0,0.0,,0.0,,0.0,,,,,,,,,,
1308,2013年01月01日至2013年12月31日,,605957,605957,,,95935,-120451,238,-17595,-66550,57322.0,-26030.0,-2986,-194346.0,,,-170166,796,-68147,-155448,1514,38451,453242,19809,120051,,201025,1377,2895,-266178,0.0,1023,-1590.0,-61448,58603,-135743,470214,17569,-193,-71448,416142,,-13082.0,3013.0,-26395.0,0.0,0.0,12186.0,-244548,-93086,,0,-467791.0,-467980,2439,-142485,1309595,1167110,1167110,-136490.0,6.0,19753.0,-370.0,157035.0,,-678.0,,0.0,22255.0,0.0,-189.0,,,,,,,,,,,,,,,
1308,2013年01月01日至2013年09月30日,,458507,458507,,,72295,-65091,124,-13851,-52464,12061.0,,1268,-46234.0,,,-52367,-422,-120693,-123947,39,69,273502,12373,-11446,,147122,1102,35395,-211944,2587.0,-1695,-2437.0,-29870,-41316,-87550,370957,13734,-91,-68771,336374,,0.0,3013.0,,23500.0,0.0,12186.0,-193786,-135704,,-239,-467791.0,-468030,2261,-265099,1309595,1044496,1044496,-577.0,1.0,19753.0,-370.0,20545.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1308,2013年01月01日至2013年06月30日,,317260,317260,,,48726,-67940,48,-10410,-43520,13355.0,,-885,-150541.0,,,-235655,572,-101065,-22411,113,-14056,59677,11230,-301595,,108001,2113,29271,-132533,1273.0,-1287,-2053.0,4785,-296810,-447351,-130091,10284,-27,-35003,-154837,,0.0,3013.0,-6874.0,0.0,0.0,1666.0,-39986,-22798,,-257,-303.0,-560,3843,-174352,1309595,1135243,1135243,-89915.0,0.0,19753.0,-370.0,,,,,,,,,,,,,,,,,,,,,,,
1308,2013年01月01日至2013年03月31日,,142439,142439,,,24195,-60542,11,-3440,-25731,13941.0,-25979.0,-1367,-78912.0,,,-124022,-311,10754,-102570,111,596,7996,-460,-207906,,121535,1466,15672,-276283,0.0,47043,-2162.0,-92729,-300635,-379547,-237108,3274,-11,-1748,-235593,,0.0,3013.0,-15781.0,0.0,0.0,0.0,-10889,-23657,,-267,-241.0,-508,3119,-256639,1309595,1052956,1052956,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,2012年01月01日至2012年12月31日,,703970,703970,,,86283,-54973,218,-20070,-66709,-102313.0,25159.0,628,-246526.0,,,236653,299,4132,48655,2484,-18654,-150648,-28717,94234,,-162405,-3687,-108812,272756,828.0,-4256,-3512.0,-9088,85146,-161380,542590,18849,-174,-246569,314696,,-4724.0,114521.0,0.0,267100.0,-11614.0,7540.0,-129327,382489,,281,-388884.0,-388603,-3825,304757,1004838,1309595,1309595,-127995.0,72.0,4663.0,-2121.0,136451.0,,0.0,,-1731.0,14905.0,30.0,0.0,,,,,,,,,,,,,,,
1308,2012年01月01日至2012年09月30日,,733834,733834,,,63892,-59454,207,-15778,-55977,-83031.0,,650,-149477.0,,,232251,-393,-64722,68838,2760,-54474,74665,-19484,239441,,-101897,-3212,-45473,64701,3474.0,-6007,-5510.0,-93924,145517,-3960,729874,17013,-174,-245942,509226,,-2248.0,95976.0,,267100.0,-8853.0,7540.0,-102092,251015,,299,-391445.0,-391146,-3889,365206,1004838,1370044,1370044,0.0,14.0,0.0,-3584.0,8455.0,-2761.0,-63.0,0.0,,,,,,,,,,,,,,,,,,,
1308,2012年01月01日至2012年06月30日,,511418,511418,,,41628,-43246,190,-11284,-38578,-6338.0,,-729,-136430.0,,,65147,-892,-56328,77723,2746,10854,-31379,-6769,61102,,-83767,-620,-111189,55487,2053.0,13682,-5387.0,-129741,-68639,-205069,306349,12553,-168,-186724,132010,,-2248.0,0.0,0.0,267100.0,-8853.0,4200.0,-88666,171533,,20,-71.0,-51,-1622,301870,1004838,1306708,1306708,-78087.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1308,2012年01月01日至2012年03月31日,,280764,280764,,,20532,-55279,11,-3889,-25970,-4164.0,-233.0,-294,-69286.0,,,24113,-202,-74942,25482,2772,18636,71007,-6930,59936,,-3692,153,-119533,33530,828.0,27317,-5747.0,-67144,-7208,-76494,204270,5302,-11,-704,208857,,-2348.0,0.0,0.0,267100.0,-8853.0,4200.0,-68231,191868,,-3,-10.0,-13,-3021,397691,1004838,1402529,1402529,,,,,,,,,,,,,,,,,,,,,,,,,,,
