公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　　 持有供交易之金融資產（增加）減少,　　 退還（支付）之所得稅,　　　　 股利收入,　　 預付設備款增加,　　 收取之股利,　　 短期借款增加,　　 發放現金股利,　　 非控制權益變動,　　　　 除列按攤銷後成本衡量金融資產淨損失（利益）,　　 以成本衡量之金融資產減資退回股款,　　 取得投資性不動產,　　 預付設備款減少,　　　　 非金融資產減損損失,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 其他金融資產增加,　　 其他金融資產減少
2433,2014年01月01日至2014年03月31日,,82752,82752,,,218762,205,1835,3190,-8,7438,0.0,0.0,231422.0,,,-829,7257,-19463,-21765,5869,-49626,-14335,8589,-84303,,-14694,-132,-33642,4144,-31.0,-44355,-128658,102764,185516,8,-3346,182178,,-22327.0,0.0,-288605,34267,-567.0,0.0,0,-426710,,-229994,250032.0,0.0,150000.0,0.0,4502.0,0.0,322044,-472,77040,128650,205690,205690,,,,,-149478.0,,,,147504.0,,,,,,,,,,
2433,2013年度,,879930,879930,,,781429,1445,2899,13264,-1511,41746,-433243.0,,286538.0,,,25221,24733,22033,-37671,-4267,-279333,-70244,7184,-312328,,2611,-6847,7595,-2226,-212.0,921,-311407,-24869,855061,1511,-13423,787796,,0.0,825189.0,-1041449,100843,0.0,1772.0,-138,-12154,,-71065,0.0,-190078.0,0.0,-200000.0,0.0,-3696.0,-826079,-3695,-54132,182782,128650,128650,-16.0,16.0,-55353.0,-120158.0,-18529.0,120158.0,0.0,-361240.0,0.0,0.0,0.0,0.0,,683.0,,,,,
2433,2013年01月01日至2013年12月31日,,879930,879930,,,781429,1445,2899,13264,-1511,41746,-433243.0,683.0,286538.0,,,25221,24733,22033,-37671,-4267,-279333,-70244,7184,-312328,,2611,-6847,7595,-2226,-212.0,921,-311407,-24869,855061,1511,-13423,787796,,0.0,825189.0,-1041449,100843,,1772.0,-138,-12154,,-71065,0.0,-190078.0,0.0,-200000.0,,-3696.0,-826079,-3695,-54132,182782,128650,128650,-16.0,16.0,-55353.0,-120158.0,-18529.0,120158.0,0.0,-361240.0,,,,,,,,,,,
2433,2013年01月01日至2013年09月30日,,791746,791746,,,572874,1223,2357,9811,-790,32725,-433243.0,1669.0,66452.0,,,22986,29660,2393,-38401,7205,-211894,-55259,6216,-237078,,-10665,-12414,-11897,-11043,1258.0,-44761,-281839,-215387,576359,790,-10044,511759,,0.0,825189.0,-757895,72411,,51.0,-138,252234,,-137338,0.0,-199977.0,0.0,,,-42.0,-698597,-2572,62824,182782,245606,245606,-16.0,16.0,-55346.0,-120158.0,-7542.0,120158.0,0.0,-361240.0,,,,,,,,,,,
2433,2013年01月01日至2013年06月30日,,585431,585431,,,373463,818,1687,6522,-401,24433,-433243.0,1757.0,-24980.0,,,2828,49093,-4177,-26835,7869,-137429,-38756,5933,-141458,,-10932,-12446,-13279,-589,1482.0,-35764,-177222,-202202,383229,401,-6957,348862,,0.0,825189.0,-473675,43712,,748.0,-138,395836,,-446409,0.0,-349979.0,,-20000.0,,-83.0,-816471,-383,-72156,182782,110626,110626,-16.0,16.0,-27811.0,,,,,,,,,,,,,,,,
2433,2013年01月01日至2013年03月31日,,183041,183041,,,182935,408,866,4162,-342,12152,-114809.0,1070.0,86442.0,,,8091,29090,-498,-15840,8175,-64289,-23653,8739,-50185,,-14033,-12628,-25676,-10553,727.0,-62163,-112348,-25906,157135,342,-3888,153589,,0.0,45321.0,-166808,21653,0.0,804.0,-138,-99168,,-32230,0.0,-49996.0,0.0,-50000.0,0.0,-70.0,-132296,-360,-78235,182782,104547,104547,,,,,,,,,,,,,,,,,,,
2433,2012年01月01日至2012年12月31日,,525972,525972,,,686093,1245,2197,15834,-74,48246,-26269.0,2638.0,573721.0,,,-3910,-2072,-15212,-5656,-9168,-301393,1462,-573,-336522,,5713,41782,-3256,4555,2163.0,50957,-285565,288156,814128,74,-16096,713963,,-34611.0,51857.0,-602981,78159,,-159.0,-2614,-354160,,0,269976.0,0.0,50000.0,0.0,,-34.0,-260951,-455,98397,84385,182782,182782,0.0,0.0,-84143.0,-156189.0,0.0,156189.0,47665.0,-628558.0,,,,,,,,,,,
2433,2012年01月01日至2012年09月30日,,441150,441150,,,510464,880,1898,11208,-24,37281,-25231.0,3473.0,383760.0,,,-1303,7096,-31244,-14438,1219,-265401,40,-326,-304357,,-2912,51,-19469,4667,1594.0,-16069,-320426,63334,504484,24,-11722,450109,,-34611.0,49465.0,-406245,59214,,436.0,0,-175552,,0,169950.0,0.0,200000.0,,,-27.0,-224447,0,50110,84385,134495,134495,0.0,0.0,-42677.0,-156189.0,0.0,156189.0,34188.0,-628558.0,,,,,,,,,,,
2433,2012年01月01日至2012年06月30日,,191111,191111,,,338260,599,1897,6595,-24,26294,-25231.0,-1069.0,347321.0,,,151,8860,-24264,-12995,559,-148377,-406,2247,-174225,,-616,44,-24210,-8806,1056.0,-32532,-206757,140564,331675,24,-7109,264089,,-34611.0,49465.0,-257281,29875,,105.0,0,-212447,,-43245,19961.0,0.0,,-50000.0,,-27.0,-73311,0,-21669,84385,62716,62716,0.0,0.0,-60501.0,,,,,,,,,,,,,,,,
2433,2012年01月01日至2012年03月31日,,82443,82443,,,167866,308,951,3355,0,14079,0.0,-769.0,185790.0,,,6546,-4632,-13223,-8546,1164,-53567,781,3093,-68384,,2302,8926,-37720,4166,524.0,-21802,-90186,95604,178047,0,-3929,174118,,-10375.0,0.0,-136046,14906,-698.0,0.0,0,-132213,,-129885,20041.0,0.0,60000.0,0.0,5.0,0.0,-49839,0,-7934,84385,76451,76451,,,,,,,,,,,,,,,,,,,
