公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得避險之衍生金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 應付款項減少,　　 應付租賃款減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 處分投資損失（利益）,　　 處分以成本衡量之金融資產,　　 處分避險之衍生金融資產,　　 其他投資活動,　　 應付短期票券增加,　　 應付租賃款增加,　　 發放現金股利,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 短期借款減少,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　　　　 應付建造合約款增加（減少）,　　 存出保證金減少,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 呆帳費用提列（轉列收入）數,　　 取得採用權益法之投資,　　 其他非流動資產增加,　　 收取之股利,　　 存入保證金減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 其他非流動資產減少,　　　　　 應付票據增加（減少）,　　 處分備供出售金融資產,　　 其他應收款減少,　　 庫藏股票買回成本,　　 備供出售金融資產減資退回股款,　　 取得以成本衡量之金融資產,　　 其他應收款增加,　　 處分投資性不動產
3703,2014年01月01日至2014年03月31日,,-88783,-88783,,,79819,3667,760.0,69369,-5251,96622,-87,100,244999.0,,,21463,762977,-610605,48202,-258471,14620,-289068,-32170.0,-343052,,-469280.0,,-151503,-3247,1907089,104684,-2838.0,1679927,1336875,1581874,1493091,5251,-69369,-5849,1423124,,,0.0,-98923,2560,-21793,-12821,-104784,,6424471.0,-850000.0,1144000,-610262.0,3717.0,,,-140693.0,-1366564,-32191,-80415,1444219,1363804,1363804,,,,25904.0,,0.0,,,,,,,-7337797.0,,295022.0,289.0,,,,,,,,,,,,,,,,,,
3703,2013年度,,1124988,1124988,,,385756,25694,1637.0,327494,-38559,-408578,-251,-648150,-374480.0,,,-33755,-1857180,-1061631,-224193,-1293403,-17790,33025,296962.0,-4157965,,762720.0,,85491,-20583,439212,23010,-2843.0,1767067,-2390898,-2765378,-1640390,38559,-326554,-95615,-2024000,,-1637.0,,-178393,39770,-48115,-11589,-318888,,,0.0,2448609,,10218.0,,,-69577.0,1745803,-35036,-632121,2076340,1444219,1444219,0.0,0.0,,0.0,,84000.0,,-420579.0,0.0,-19523.0,0.0,,-306868.0,,480060.0,,0.0,0.0,0.0,-207135.0,88211.0,0.0,,,,,,,,,,,,
3703,2013年01月01日至2013年12月31日,,1124988,1124988,,,385756,25694,1637.0,327494,-38559,-408578,-251,-648150,-286269.0,,,-33755,-1857180,-1061631,-224193,-1293403,-17790,33025,89827.0,-4365100,,762720.0,480060.0,85491,-20583,439212,23010,-2843.0,1767067,-2598033,-2884302,-1759314,38559,-326554,-95615,-2142924,,-1637.0,0.0,-178393,39770,-48115,-11589,-199964,,0.0,,2448609,,10218.0,0.0,,-69577.0,1745803,-35036,-632121,2076340,1444219,1444219,88211.0,,,,,84000.0,0.0,-420579.0,0.0,-19523.0,0.0,0.0,-306868.0,0.0,,,,,,,,,,,,,,,,,,,,
3703,2013年01月01日至2013年09月30日,,347936,347936,,,262534,14712,1693.0,249624,-27252,-261206,-168,-593229,-353292.0,,,41407,-750178,-938867,4112,-1535701,-21053,41901,79328.0,-3079051,,299344.0,375940.0,-49217,-8263,762967,-5322,9275.0,1384724,-1694327,-2047619,-1699683,27252,-249093,-17228,-1938752,,-1693.0,0.0,-135976,24051,-35080,-90305,-220394,,1370953.0,-5000.0,344797,,6968.0,0.0,,-69579.0,1227560,51176,-880410,2076340,1195930,1195930,,0.0,0.0,18609.0,0.0,0.0,0.0,-420579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,2013年01月01日至2013年06月30日,,19038,19038,,,180659,9944,1693.0,163669,-19491,-135994,-174,-384220,-272125.0,,,-7297,-352671,-671660,42081,-1058591,81900,-62023,-10919.0,-2039180,,71176.0,500533.0,335343,-6214,294432,20358,6163.0,1221791,-817389,-1089514,-1070476,19469,-163228,-80874,-1295109,,-1693.0,0.0,-85381,7944,-20145,-30344,-117524,,637290.0,,155000,,2512.0,0.0,,5726.0,724949,14621,-673063,2076340,1403277,1403277,-88211.0,0.0,0.0,12095.0,0.0,345000.0,0.0,-420579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,2013年01月01日至2013年03月31日,,-2759,-2759,,,83333,3212,1693.0,78471,-10217,-14079,0,-68395,74018.0,,,-31194,-143446,-361205,70322,-586403,243632,-156821,21335.0,-943780,,-233084.0,65598.0,-171354,0,22341,36685,3078.0,-276736,-1220516,-1146498,-1149257,10217,-78402,49578,-1167864,,-1693.0,-7677.0,-54652,142,-10104,-22336,-96320,,727520.0,-30000.0,0,-59444.0,2344.0,0.0,0.0,5726.0,646146,45256,-572782,2076340,1503558,1503558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,2012年01月01日至2012年12月31日,,2497559,2497559,,,418366,1136612,7246.0,273720,-73419,-659594,10293,129951,1333049.0,,,197826,713831,-838253,-16999,-9242499,-30643,-704368,753469.0,-9167636,,353509.0,-970158.0,184394,-19025,628104,-11699,40100.0,205225,-8962411,-7629362,-5131803,73419,-261322,-345081,-5664787,,-7246.0,-45976.0,-226698,0,-116208,0,-2667736,,5441326.0,,-194841,,3528.0,-26808.0,,0.0,5720173,-153767,-2766117,4842457,2076340,2076340,88584.0,,,,,916000.0,890.0,-420579.0,1290.0,0.0,205200.0,-2476808.0,0.0,657.0,,,,,,,,,,,,,,,,,,,,
3703,2012年01月01日至2012年09月30日,,2114625,2114625,,,395740,971977,0.0,190877,-53908,-394279,10671,13035,1133837.0,,,291211,-279232,-1149292,254064,-6096084,83838,-399717,43101.0,-7252111,,-406465.0,-36286.0,-98043,-16377,-1459853,358936,8863.0,-1649225,-8901336,-7767499,-5652874,53908,-278600,-181751,-6059317,,0.0,-40817.0,-375600,114204,-85071,-7316,-624788,,4685085.0,0.0,98526,,1017.0,-22636.0,,0.0,4441686,-127089,-2369508,4842457,2472949,2472949,,-276.0,205200.0,0.0,-435388.0,100000.0,273.0,-420579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,2012年01月01日至2012年06月30日,,2060222,2060222,,,254849,913227,0.0,116046,-34848,-301904,6939,12223,914817.0,,,159883,50958,-2169654,260482,-2276724,-7411,-339793,105679.0,-4216580,,263739.0,675941.0,-31593,-12103,-2183368,-8248,5858.0,-1289774,-5506354,-4591537,-2531315,34848,-101110,-190506,-2788083,,0.0,-4426.0,-230119,19586,-84856,-11487,-486508,,1249601.0,,545479,,2470.0,-6495.0,,0.0,1691251,-91645,-1674985,4842457,3167472,3167472,-51439.0,-276.0,205200.0,0.0,-380406.0,-100000.0,196.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,2012年01月01日至2012年03月31日,,1029815,1029815,,,173712,511299,0.0,58097,-14196,-142107,-2062,-7659,577084.0,,,33522,17596,-312199,302459,933422,11273,-210362,-212005.0,563706,,190715.0,-418744.0,190033,8650,-1346635,5695,3426.0,-1366860,-803154,-226070,803745,14196,-60201,-27054,730686,,0.0,-4778.0,-528372,164532,-46739,-9131,-424488,,-499218.0,-100000.0,519017,0.0,5069.0,-8242.0,-7610.0,0.0,-90984,-95925,119289,4842457,4961746,4961746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
