公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 預付投資款增加,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 處分投資性不動產,　　 長期應收租賃款增加,　　 其他金融資產增加,　　 其他非流動資產增加,　　 其他預付款項增加,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 償還長期借款,　　 附買回票券及債券負債減少,　　 其他非流動負債減少,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　 處分以成本衡量之金融資產,　　 其他應收款－關係人增加,　　 舉借長期借款,　　 應付租賃款減少,　　 發放現金股利,　　 取得子公司股權,　　　　 股利收入,　　　　　 其他應收款（增加）減少,　　　　　 預收款項增加（減少）,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得投資性不動產,　　 應付短期票券增加,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 其他營業資產（增加）減少,　　　　　 淨確定福利負債增加(減少),　　 長期應收租賃款減少,　　 其他金融資產減少,　　 短期借款增加,　　　　 金融資產減損迴轉利益
1101,2014年01月01日至2014年03月31日,,3550846,3550846,,,1594505,81395,5517,482195,-56227,-271861,-137596,-96,50107.0,392934,47969,2188842.0,,,34423,2498317,643541,44700,7429,-1310774,-232969,-180275,654733.0,2156741,,1300867,-40714.0,-1413349,-199428,-23013.0,-139803,2016938,4205780,7756626,-860794,6895832,,-15000,0.0,,0.0,0.0,0,-940633,260378,-167,,83637.0,18356.0,226778,-145349,53695,51954,-406351,,5592753.0,-11094275,144862.0,11274,-449549,1919.0,-2443264,-427867,3618350,25711065,29329415,29329415,,,,,,3351397.0,,,-1645.0,,-2384.0,235834.0,,,,,,,,,,,,
1101,2013年度,,18604456,18604456,,,6839020,335203,12982,1910300,-198029,-585550,-493344,-468757,250100.0,-328115,207476,7321101.0,,,-78079,-5908031,301652,-42530,1648292,340240,-124650,24095,921940.0,-2029444,,236807,-21531.0,616370,-191244,-208581.0,765816,-1263628,6057473,24661929,-2688324,21973605,,-1536492,45407.0,-222995.0,2194144.0,0.0,-642888,-2805066,707821,-175907,9082.0,170373.0,166343.0,-411981,-98265,230778,1090682,-1248644,,-2514570.0,-33479971,190112.0,-365503,-1792669,24513.0,-20772849,147547,99659,25611406,25711065,25711065,-5289.0,321815.0,215974.0,21721.0,,26772266.0,,-8656161.0,-950866.0,-692685.0,887627.0,333995.0,-3.0,9000.0,-398.0,,,,,,,,,
1101,2013年01月01日至2013年12月31日,,18604456,18604456,,,6839020,335203,12428,1910300,-198029,-585550,-493344,-468203,250100.0,-328115,207476,7321101.0,,,-78079,-5908031,301652,-42530,1648292,340240,-124650,24095,921940.0,-2029444,,236807,-21531.0,616370,-191244,-208581.0,765816,-1263628,6057473,24661929,-2688324,21973605,,-1536492,45407.0,-222995.0,2194144.0,0.0,-642888,-2805066,707821,-175907,9082.0,170373.0,166343.0,-411981,-98265,230778,1090682,-1248644,,-2514570.0,-33479971,,-365503,-1792669,24513.0,-20772849,147547,99659,25611406,25711065,25711065,-5289.0,321815.0,215974.0,30721.0,0.0,26772266.0,,-8656161.0,-950866.0,-692685.0,887627.0,333995.0,-3.0,0.0,-398.0,190112.0,,,,,,,,
1101,2013年01月01日至2013年09月30日,,13467984,13467984,,,4720349,242218,-2158,1439045,-150507,-651774,-28417,-512621,0.0,-250274,145307,4458705.0,,,-22597,-3999163,692690,-26571,1079414,-409860,331132,-86257,823782.0,-2177839,,260520,-55307.0,-805180,-439740,-186776.0,-52801,-2230640,2228065,15696049,-2223279,13472770,,-53244,46858.0,-204573.0,2194144.0,-18886.0,-637253,-1715932,164044,-4908,0.0,-176707.0,-66317.0,515825,-97311,177690,984057,1135796,,4191826.0,-29156061,741402.0,-41527,-1386778,17351.0,-20670886,-445029,-6507349,25611406,19104057,19104057,0.0,154149.0,29693.0,28311.0,0.0,14418601.0,0.0,-8634335.0,-821365.0,-676305.0,-560409.0,1173682.0,-2.0,,,,,,,,,,,
1101,2013年01月01日至2013年06月30日,,6949563,6949563,,,3114925,165424,-7,976601,-94890,-359542,-33328,-552987,0.0,-153992,97325,3327222.0,,,-57600,-155156,-94804,-7318,850573,-742673,-670215,-21033,-721639.0,-1619865,,1698744,912.0,-676024,175348,-123681.0,1075299,-544566,2782656,9732219,-1428213,8304006,,-53244,36427.0,-116335.0,1586114.0,-631025.0,-498963,-1244997,65850,0,0.0,-81254.0,-73128.0,424578,-88913,49859,279607,-317113,,-4892132.0,-15241149,-1063360.0,-21670,-947978,11834.0,-13554971,127839,-5440239,25611406,20171167,20171167,0.0,154149.0,13544.0,28311.0,0.0,10188881.0,0.0,-1433449.0,-155948.0,,,,,,,,,,,,,,,
1101,2013年01月01日至2013年03月31日,,2340789,2340789,,,1571884,88802,-1929,528260,-49859,-151905,-29636,-430158,34273.0,-152961,43313,1450084.0,,,-120107,1720608,-510125,46524,248702,-859829,-341187,-649257,-710561.0,-1175232,,746944,1670.0,-1261195,403477,-16144.0,-125248,-1300480,149604,2490393,-216340,2274053,,-19990,5450.0,0.0,1547076.0,-76040.0,-498963,-211456,61021,0,0.0,50055.0,-102446.0,471220,-49817,50029,80703,1306842,,-2535538.0,-6812426,-782840.0,-28549,-431281,-23953.0,-10614587,417270,-6616422,25611406,18994984,18994984,,,,,,,,,,,,,,,,,,,,,,,,
1101,2012年01月01日至2012年12月31日,,12120888,12120888,,,6108714,351119,-47735,2723582,-213321,-1009601,65580,-351089,3533.0,251946,175382,7148410.0,,,3070240,-942355,594957,70945,358927,1645677,1256905,229003,-639695.0,5329493,,-598247,-102129.0,2628312,268646,-90438.0,2986893,8316386,15464796,27585684,-2150928,25434756,,-224802,705112.0,-355650.0,234992.0,-5618617.0,-255880,-5914763,467285,-58921,643246.0,295944.0,516342.0,-818139,-383525,212966,921757,-9932035,,487960.0,-17367582,,86603,-2694753,20938.0,-12251656,220073,3471138,22140268,25611406,25611406,-390683.0,122832.0,-6555.0,120.0,-309502.0,16119087.0,,-9326896.0,-30840.0,-635294.0,-315111.0,880749.0,0.0,10000.0,0.0,453827.0,,,,,,,,
1101,2012年01月01日至2012年09月30日,,8906527,8906527,,,4526489,264026,-34808,2013050,-154028,-709926,22729,-433555,41809.0,210321,128303,4905503.0,,,3154899,638209,-1775687,88635,390718,2579335,416333,-113953,-1785619.0,2553708,,-1253914,-102536.0,1932683,1484378,-164873.0,1475548,4029256,8934759,17841286,-2005521,15835765,,-63812,683606.0,-81771.0,234992.0,-4394028.0,-117605,-4925866,494401,-55555,649778.0,797414.0,42573.0,-562896,-295091,154028,910799,-6992058,,2119045.0,-12564925,899404.0,-66038,-2045196,6018.0,-10171464,-228762,-1556519,22140268,20583749,20583749,-390683.0,79316.0,-33204.0,120.0,-312145.0,10867055.0,-27062.0,-9328925.0,-30840.0,-624336.0,-1039162.0,-420190.0,-151000.0,,,,,,,,,,,
1101,2012年01月01日至2012年06月30日,,5746810,5746810,,,3015986,179630,-10788,1417124,-84952,-519426,12568,-428565,41809.0,224322,82876,3486285.0,,,240991,1448005,-733352,40320,-77512,977712,-258484,-610178,-768362.0,259140,,61223,-57433.0,1902210,-151117,-114406.0,1640477,1899617,5385902,11132712,-1425083,9707629,,-33812,445098.0,-81599.0,235494.0,-4384850.0,-117605,-4526254,503380,-50624,503268.0,485986.0,26324.0,-529806,-77386,84952,18205,-7817367,,2830193.0,-10463522,-1124669.0,-4858,-1308378,6023.0,-2600179,-131715,-841632,22140268,21298636,21298636,-390683.0,0.0,-53616.0,120.0,-318258.0,8869165.0,-17759.0,-1355534.0,-30840.0,,,,,,,,,,,,,,,
1101,2012年01月01日至2012年03月31日,,2579068,2579068,,,1489383,90539,4122,735520,-46293,-247136,13767,-286694,-57467.0,11189,41266,1748196.0,,,753800,2980166,-2673861,54983,-413703,552208,214360,-145836,-462447.0,859670,,584463,-69687.0,905053,702303,24762.0,2146894,3006564,4754760,7333828,-371407,6962421,,-22000,0.0,-82376.0,235494.0,-4669719.0,-117605,-3449544,474847,-9927,13834.0,330795.0,32105.0,-836305,-30462,46300,0,-8084563,,-1075394.0,-153913,-907237.0,-60003,-684852,-8698.0,-2890097,41947,-3970292,22140268,18169976,18169976,,,,,,,,,,,,,,,,,,,,,,,,
