公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 遞延貸項增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　　 其他金融資產（增加）減少,　　　　　 持有供交易之金融負債增加（減少）,　　 處分不動產、廠房及設備,　　 預付設備款增加,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 股利收入,　　　　 不動產、廠房及設備轉列費用數,　　　　　 其他應收款（增加）減少,　　 收取之股利,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得無活絡市場之債券投資,　　 取得以成本衡量之金融資產,　　 其他應收款增加,　　 短期借款減少,　　 非控制權益變動,　　　　 買回應付公司債損失（利益）,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 償還公司債,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 處分無活絡市場之債券投資,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 庫藏股票買回成本,　　 發放現金股利
3038,2014年01月01日至2014年03月31日,,55285,55285,,,54309,230,215,5247,-1880,-2354,-6892,48123.0,,,11896.0,-17570,-4277,5607,0.0,8422,,24,72959,-21403,,-15239,-446.0,,-34.0,26131,34553,82676,137961,1187,-3932,-946,134566,,-182639,43704,-5459,,-183,,1029.0,-151294,,-94517,0,-94517,47,-111198,746429,635231,635231,4.0,,-9730.0,,-7746.0,-460.0,-296.0,,12766.0,296.0,,,,,,,,,,,,,,,,,,,
3038,2013年度,,61147,61147,,,227290,913,763,19222,-3046,-4521,-8144,224838.0,,,-1896.0,-86319,-25136,-13242,,-137921,,609,52594,-20438,,38676,-2200.0,,-137.0,78540,-59381,165457,226604,2649,-16512,-12750,205816,,-94987,309069,-64679,,-493,-12.0,0.0,2226,,179093,-120000,66784,6947,281773,464656,746429,746429,-157.0,,9436.0,1446.0,-536.0,-3666.0,-5825.0,,-11328.0,5825.0,-58619.0,,-150000.0,,0.0,76000.0,2009.0,,-68309.0,,61037.0,,,,,,,,
3038,2013年01月01日至2013年12月31日,,61147,61147,,,227290,913,763,19222,-3046,-4521,-8144,224838.0,,,-1896.0,-86319,-25136,-13242,,-137921,,609,52594,-20438,,38676,-2200.0,,-137.0,78540,-59381,165457,226604,2649,-16512,-12750,205816,,-94987,309069,-64679,,-493,-12.0,,2226,,179093,-120000,66784,6947,281773,464656,746429,746429,-157.0,,9436.0,1446.0,-536.0,-3666.0,-5825.0,,-11328.0,5825.0,,61037.0,-150000.0,,,76000.0,2009.0,-58619.0,-68309.0,,,,,,,,,,
3038,2013年01月01日至2013年09月30日,,42166,42166,,,170868,689,3762,14142,-1658,-3008,2546,179924.0,,,-1896.0,-67844,-19132,-26948,,-134048,,456,-26210,-39697,,10809,-1632.0,-102.0,,-36755,-170803,9121,51287,1062,-12083,-7149,35481,,-94053,260315,-44493,,-455,-109.0,,-112078,,205480,-120000,161480,-995,83888,464656,548544,548544,,,19621.0,1446.0,,-2658.0,-4602.0,-157.0,-18228.0,2364.0,-29479.0,-48630.0,-150000.0,-6620.0,0.0,76000.0,,,,,,,,,,,,,
3038,2013年01月01日至2013年06月30日,,38051,38051,,,114684,469,1692,9204,-812,-2748,-12149,110308.0,,,-1786.0,-33020,-37648,-5454,,-78395,,1280,-19134,-41926,,12087,-1093.0,-68.0,,-48836,-127231,-16923,21128,666,-7922,-6383,7489,,-93477,154955,-28317,0.0,-259,0.0,911.0,33673,,17974,-60000,-42026,2877,2013,464656,466669,466669,-32.0,-487.0,18.0,1160.0,-1300.0,,,,,,,,,,,,,,,,,,,,,,,,
3038,2013年01月01日至2013年03月31日,,11342,11342,,,57895,231,486,4708,-284,956,-934,63058.0,,,-1527.0,31076,-60457,-6206,26237.0,-10877,,2555,-29543,-58243,-178.0,11322,-550.0,-34.0,-469.0,-75140,-86017,-22959,-11617,312,-4730,-6036,-22071,,-80000,18906,-44785,-75.0,-223,0.0,99.0,-106078,,22368,-60000,-37632,1458,-164323,464656,300333,300333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,2012年01月01日至2012年12月31日,,-87581,-87581,,,256960,2050,-2827,24878,-3131,-7784,12810,280986.0,,,-10000.0,-29090,109874,18394,,89027,,-1142,35601,43778,,-2426,-2883.0,,-138.0,72853,161880,442866,355285,3166,-17515,-4815,338428,,-828386,781513,-34692,,-1991,-4000.0,,-51874,,-14686,-120000,-373083,-4587,-91116,555772,464656,464656,-468.0,,63.0,2231.0,-50243.0,-643.0,-2307.0,,-151.0,2307.0,,83694.0,0.0,,,0.0,1448.0,0.0,-238397.0,,,,,,,,,,
3038,2012年01月01日至2012年09月30日,,-53632,-53632,,,198698,2117,-3344,19785,-2673,-2628,3041,210026.0,,,-20000.0,-170217,74560,-1826,,-114400,,703,170214,33373,,-2519,-2264.0,-103.0,,199731,85331,295357,241725,2633,-12848,-3778,228633,,-532741,434443,-56064,,-1871,-23.0,,-154496,,0,-120000,-130470,-3949,-60282,555772,495490,495490,,,327.0,1760.0,,-1164.0,-2306.0,-1500.0,3083.0,901.0,0.0,0.0,0.0,0.0,-10470.0,0.0,,,,,,,,,,,,,
3038,2012年01月01日至2012年06月30日,,-65098,-65098,,,126274,9842,-2581,13227,-1757,-920,3769,146354.0,,,-25033.0,-59457,107015,5938,,31630,,-1420,8892,-3551,,-1532,-829.0,-68.0,,1576,33206,179560,114462,1777,-9454,-3165,103620,,-418435,373040,-34010,-71.0,-1600,-644.0,0.0,-84625,,-3539,-60000,-63539,356,-44188,555772,511584,511584,-1500.0,3167.0,84.0,1285.0,-4190.0,,,,,,,,,,,,,,,,,,,,,,,,
3038,2012年01月01日至2012年03月31日,,-46709,-46709,,,67382,606,529,6759,-1126,-814,1170,74506.0,,,-21353.0,-57972,33368,-798,-4583.0,-51338,,1026,19907,-5148,323.0,707,-601.0,-34.0,1288.0,17468,-33870,40636,-6073,1137,-6785,-4148,-15869,,-324637,293028,-14859,58.0,-220,-1935.0,0.0,-48565,,-10495,-60000,-70495,-1913,-136842,555772,418930,418930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
