公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 因合併產生之現金流入,　　 其他金融資產增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 員工執行認股權,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　 收取之股利,　　 支付之股利,　　 以成本衡量之金融資產減資退回股款,　　 非控制權益變動,　　　　 其他項目,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 其他金融資產減少,　　 其他非流動資產減少,　　 應付短期票券增加,　　 發放現金股利,　　 停業單位稅前淨利（淨損）,　　　　 金融資產減損損失,　　 預付投資款增加,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動負債增加,　　　　 非金融資產減損損失,　　 其他預付款項增加,　　 取得備供出售金融資產,　　 其他非流動負債減少,　　　 收益費損項目,　　　　 股份基礎給付酬勞成本,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 短期借款減少,　　 現金增資,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　 發行公司債
3036,2014年01月01日至2014年03月31日,,406658,406658,,,14620,5609,-535,38709,-727,4042,,,61718.0,,,-1195732,-1410322,123002,-38848,-2521900,,1252519,-228260,4440,-1112.0,1027587,-1494313,-1432595,-1025937,727,-36916.0,-10724,-1072850,,,,-15058,-15153,,-572,-41595,,1492699,0.0,-612135.0,,880976,18717,-214752,1779370,1564618,1564618,,,,,,,,,,5805.0,,,,,,,-16617.0,412.0,,,,,,,,,,,,
3036,2013年度,,1640433,1640433,,,50826,32312,44911,123714,-5004,6459,449.0,-39445.0,204818.0,,,-773423,-284497,-257137,-30983,-1346040,,39487,112607,30068,-7581.0,174581,-1171459,-966641,673792,5004,-118977.0,-348924,211316,,46777.0,,-74825,-37894,17785.0,0,-17631,,807914,,-161400.0,,-65695,38572,166562,1612808,1779370,1779370,-421.0,421.0,,29386.0,-4324.0,-8983.0,0.0,0.0,0.0,18502.0,,-708886.0,,,,75.0,-17437.0,1001.0,0.0,0.0,0.0,0.0,,,,,,,,
3036,2013年01月01日至2013年12月31日,,1640433,1640433,,,50826,32312,44911,123714,-5004,6459,449.0,-39445.0,204818.0,,,-773423,-284497,-257137,-30983,-1346040,,39487,112607,30068,-7581.0,174581,-1171459,-966641,673792,5004,-118977.0,-348924,211316,,46777.0,0.0,-74825,-37894,,0,-17631,,807914,-161400.0,,0.0,-65695,38572,166562,1612808,1779370,1779370,-421.0,421.0,,29386.0,-4324.0,-8983.0,0.0,0.0,17785.0,18502.0,,-708886.0,0.0,0.0,0.0,75.0,-17437.0,1001.0,,,,,,,,,,,,
3036,2013年01月01日至2013年09月30日,,1235303,1235303,,,37432,24203,28154,91455,-4047,5920,91.0,-39506.0,134284.0,,,-2431257,2020198,-375343,-18190,-804592,,-505363,8572,23293,-4968.0,-478466,-1283058,-1148774,86529,4047,-89176.0,-327650,-325829,,46850.0,0.0,-57332,-34084,,0,18711,,844723,,-8620.0,0.0,286316,27276,6474,1612808,1619282,1619282,-421.0,421.0,,29386.0,-881.0,-8997.0,0.0,0.0,17853.0,16038.0,159980.0,-708886.0,,,,,,,,,,,,,,,,,,
3036,2013年01月01日至2013年06月30日,,788033,788033,,,25639,19331,20234,59766,-3210,3914,47.0,-39409.0,86312.0,,,-906840,1438205,-1010598,-24055,-503288,,-427256,-80263,9716,-3010.0,-500813,-1004101,-917789,-129756,3210,,-204453,-391580,,46735.0,,-35842,-2604,13848.0,11497,48405,,296854,156800.0,0.0,0.0,452773,37681,147279,1612808,1760087,1760087,0.0,0.0,-60581.0,14771.0,-881.0,,,,,,,,,,,,,,,,,,,,,,,,,
3036,2013年01月01日至2013年03月31日,,356332,356332,,,11420,13708,8350,30035,-1500,1299,0.0,0.0,63312.0,,,102780,671279,-619433,-162341,-7715,,-1118093,-182322,-3705,-1022.0,-1305142,-1312857,-1249545,-893213,1500,-32058.0,-28522,-952293,,0.0,0.0,-6133,80574,0.0,-25132,49309,,527742,136000.0,0.0,0.0,663742,58026,-181216,1612808,1431592,1431592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,2012年01月01日至2012年12月31日,,1347606,1347606,,,46720,56072,6156,110494,-7651,12649,1133.0,-15280.0,234584.0,,,-1175958,-2561922,-1118045,40195,-4815730,,2283619,78332,14862,-6439.0,2370374,-2445356,-2210772,-863166,7651,-106383.0,-214256,-1175349,,63036.0,12756.0,-18569,373790,,-19022,411153,,2187868,-213035.0,,34840.0,1129266,-20519,344551,1268257,1612808,1612808,-805.0,805.0,,19694.0,-2693.0,0.0,-6131.0,-29360.0,66872.0,0.0,,-881931.0,0.0,25096.0,-51913.0,0.0,0.0,4217.0,,,,,,,,,,,,
3036,2012年01月01日至2012年09月30日,,1024844,1024844,,,35155,37046,-3340,83203,-5502,9100,518.0,11286.0,166661.0,,,-2361743,-1316703,-290278,2020,-3966704,,2596196,61330,40263,-3826.0,2693963,-1272741,-1106080,-81236,5502,-79268.0,-163281,-317478,,16233.0,12756.0,-16944,339811,,-11858,383083,,1775446,,-895835.0,27293.0,274208,-49960,289853,1268257,1558110,1558110,-805.0,805.0,,9847.0,-2693.0,0.0,-4485.0,-29360.0,67083.0,0.0,251928.0,-881931.0,,,,,,,,,,,,,,,,,,
3036,2012年01月01日至2012年06月30日,,620603,620603,,,23108,25082,-3475,55641,-3411,7290,499.0,11286.0,115687.0,,,-1336701,-1152996,-1241597,5500,-3725794,,2414084,17951,-15463,-2444.0,2414128,-1311666,-1195979,-575376,3411,,-115548,-738870,,16233.0,,-8158,405871,65875.0,-2251,497220,,1718537,0.0,-819560.0,14534.0,910818,-637,668531,1268257,1936788,1936788,-333.0,333.0,-51690.0,19650.0,-2693.0,,,,,,,,,,,,,,,,,,,,,,,,,
3036,2012年01月01日至2012年03月31日,,279002,279002,,,11352,12478,-3210,26602,-1326,2884,506.0,11286.0,60572.0,,,-1130977,-3404667,562078,15874,-3957692,,1665649,-107402,14992,-1803.0,1571436,-2386256,-2325684,-2046682,1326,-22632.0,-6620,-2074608,,16233.0,21123.0,-6731,405871,5929.0,-2666,439759,,2170488,0.0,-269151.0,11395.0,1912732,-63099,214784,1268257,1483041,1483041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
