公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 員工執行認股權,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 其他項目,　　 收取之股利,　　 處分無活絡市場之債券投資,　　 其他非流動資產增加,　　 短期借款減少,　　 發行公司債,　　 發放現金股利,　　　　　 持有供交易之金融負債增加（減少）,　　 取得無活絡市場之債券投資,　　 其他非流動資產減少,　　　　 股利收入,　　　　　 應付建造合約款增加（減少）,　　　　 應付公司債匯率影響數,　　　　 非金融資產減損損失,　　 因合併產生之現金流入,　　 其他應收款－關係人增加,　　　 收益費損項目,　　　　 收益費損項目合計,　　 取得無活絡市場之債務工具投資,　　　　 金融資產減損損失,　　 償還公司債
1504,2014年01月01日至2014年03月31日,,1323639,1323639,,,341069,49959,-169,58281,-30348,-88327,-5999,-95613,245224.0,,,97103,3071,-17015,-106864,-95817,-73414,-41701,-70623,39015,-75639,-119217.0,,-461101,,-220018,-13334,-389561,73253,,-291481,-27861,-16720,14916,-857763,-1318864,-1073640,249999,30348,-58281,-102459,120158,,-100596,223798,,,-172023,39737,-20389,25453,-659490,,,690000,-764323,0.0,-172694,323708,-388318,14908571,14520253,14520253,16922.0,551.0,,-658165.0,-98371.0,,,,2695.0,,-551.0,13043.0,,,,,,,,,
1504,2013年度,,5403484,5403484,,,1442378,-5337,-69790,251706,-137926,-167914,-60187,-308907,859474.0,,,-127162,236440,-31737,-908720,201004,186711,41253,-16220,-217862,-43494,-177725.0,,-857512,,-14916,15743,45827,-127301,,344859,247633,1253160,-551623,1143108,285596,1145070,6548554,137926,-252668,-992009,5985024,,-1288137,1666730,-164200.0,,-797726,142695,-33590,-23609,-144928,,,2000000,-5496288,134144.0,-3955811,-154489,1729796,13178775,14908571,14908571,171276.0,543221.0,,,-128672.0,1457100.0,-1922095.0,,174300.0,132319.0,-313275.0,-70274.0,18600.0,38850.0,46290.0,0.0,,,,,
1504,2013年01月01日至2013年12月31日,,5403484,5403484,,,1442378,-53383,-69790,251706,-137926,-167914,-60187,-308907,1067253.0,,,-127162,236440,-31737,-860674,201004,186711,41253,-16220,-217862,-43494,-177725.0,,-809466,,-14916,15743,45827,-127301,-70274.0,344859,247633,1253160,-551623,1143108,333642,1400895,6804379,137926,-252382,-992009,6241135,,-1288137,1666730,-164200.0,46290.0,-797726,142695,-33590,-23609,-144928,,,2000000,-5496288,134144.0,-3955811,-410600,1729796,13178775,14908571,14908571,171276.0,543221.0,,,-128672.0,1457100.0,-1922095.0,0.0,174300.0,132319.0,,,,,,,,,,,
1504,2013年01月01日至2013年09月30日,,4148349,4148349,,,1065013,-8810,-22370,191161,-75191,-118520,2876,-345131,783415.0,,,-141347,-12833,-2213,-667576,-96774,75828,5825,-1830,-281677,-193316,82694.0,,-1233219,,-189619,10363,834328,-73069,-1452.0,-55277,171210,548241,25954,1270679,37460,820875,4969224,75191,-191837,-895147,3957431,,-859228,850112,-49200.0,46290.0,-628060,37455,-33590,-86392,-363137,,,1200000,-3294741,85904.0,-2794402,378265,1178157,13178775,14356932,14356932,94387.0,428521.0,134100.0,-203145.0,-320570.0,1457100.0,-1922095.0,,,,,,,,,,,,,,
1504,2013年01月01日至2013年06月30日,,2797231,2797231,,,689262,-16077,-28942,117212,-40472,-63765,6879,-423081,370653.0,,,-66682,-47516,-30426,-1522202,101208,804,80885,72118,-91016,-244665,134020.0,,-1613472,,-96176,5244,1193765,-23673,-106323.0,-602146,230719,527087,63819,1192316,-421156,-50503,2746728,40472,-98223,-547812,2256409,,-706255,600448,-45000.0,65792.0,-498765,13883,-12577,16479,-462798,,,200000,-3116435,250611.0,-1247452,698742,1244901,13178775,14423676,14423676,129637.0,115244.0,117905.0,-14708.0,-38728.0,1457100.0,,,,,,,,,,,,,,,
1504,2013年01月01日至2013年03月31日,,1225994,1225994,,,313108,-9022,4185,58796,-16916,-6045,4217,-141477,206846.0,,,29487,75103,-7189,-407606,-118335,-51211,90901,8530,-582753,-181240,110024.0,-25288.0,-1059577,,79664,30074,494673,32625,-83805.0,-601207,159087,643891,85279,840281,-219296,-12450,1213544,17014,-58796,-86878,1084884,,-504709,501088,0.0,0.0,-286570,9053,-9488,-18109,-308735,,-70546.0,100000,-1623758,53078.0,-1541226,416373,-348704,13178775,12830071,12830071,,,,,,,,,,,,,,,,,,,,,
1504,2012年01月01日至2012年12月31日,,4408742,4408742,,,1416787,-183354,-39708,209757,-74934,-99794,-56947,-458797,740425.0,,,153399,157141,7381,154269,-59485,742141,-28716,-37339,1388393,25440,77506.0,,2580130,,-49588,-6820,-1094324,7786,-788341.0,379553,-47873,71873,-7165,-1536204,1043926,1784351,6193093,74934,-210089,-893901,5624298,,-1247187,1268377,-104400.0,429546.0,-695794,95236,-139939,-13252,-698708,,,1500000,-5567118,128684.0,-2552823,-796762,1576005,11602770,13178775,13178775,27415.0,460261.0,,,51683.0,2995000.0,-1661072.0,-1305.0,-271024.0,-20271.0,,,,,,,,,,,
1504,2012年01月01日至2012年09月30日,,3344078,3344078,,,935277,-29516,-21842,156487,-54326,73218,10265,-299520,793017.0,,,27026,58705,1731,-922086,155396,889696,58142,103425,902075,-74051,60513.0,,1260572,,-55132,998,-459597,-56773,-854452.0,-320965,-37149,729717,80074,-973279,287293,1080310,4424388,54326,-156819,-885357,3436538,,-930408,876534,-19022.0,12587.0,-665127,125,-80154,-51724,-574110,,,800000,-5409659,111040.0,-3512493,301961,-348104,11602770,11254666,11254666,22974.0,439093.0,5500.0,-161514.0,-246007.0,2893205.0,-1661072.0,,,,,,,,,,,,,,
1504,2012年01月01日至2012年06月30日,,2035660,2035660,,,646440,-76218,-24035,99044,-34954,37362,7736,-107550,575397.0,,,46217,24095,14011,-663844,101141,720292,16761,70947,597267,-79735,-3510.0,,843642,,166890,-5903,-658072,-121419,-830671.0,39238,-103186,462014,114964,-936145,-92503,482894,2518554,34954,-75747,-479327,2148706,,-788549,407527,-17226.0,12587.0,-365699,125,-36484,11635,-855712,,,100000,-1609806,86792.0,-1581830,-433870,-722706,11602770,10880064,10880064,27572.0,150272.0,-2000.0,-77628.0,-158816.0,0.0,,,,,,,,,,,,,,,
1504,2012年01月01日至2012年03月31日,,849253,849253,,,292425,-91928,-8998,45591,-17390,-4998,4668,-18149,201221.0,,,60754,111612,14203,-446899,92957,843316,2696,217937,390365,-133335,103881.0,-35385.0,1222102,,276515,-2223,-573540,-139953,-900161.0,-537539,131987,566080,126990,-1051844,170258,371479,1220732,17445,-39664,-216010,982503,,-193077,280167,-10505.0,8160.0,-259746,42,-3036,-35608,-213603,,-177618.0,0,-750000,62217.0,-865401,-304715,-401216,11602770,11201554,11201554,,,,,,,,,,,,,,,,,,,,,
