公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 買回應付公司債損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 存出保證金減少,　　 其他應收款－關係人增加,　　 取得無形資產,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 不動產、廠房及設備轉列費用數,　　　　 金融資產減損損失,　　　　　 持有供交易之金融資產（增加）減少,　　 收取之股利,　　 取得備供出售金融資產,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分不動產、廠房及設備,　　 非控制權益變動,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 其他項目,　　 以成本衡量之金融資產減資退回股款,　　 取得投資性不動產,　　　　 股利收入,　　 取得無活絡市場之債券投資,　　 處分以成本衡量之金融資產,　　 存出保證金增加,　　 處分投資性不動產,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產減少,　　 其他預付款項增加,　　 應付短期票券增加,　　 其他預付款項減少,　　 短期借款減少,　　 其他應收款－關係人減少,　　　　 投資性不動產公允價值調整損失(利益),　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 停業單位稅前淨利（淨損）,　　 處分子公司,　　 對子公司之收購（扣除所取得之現金）,　　 支付之利息-營業活動,　　 處分無活絡市場之債務工具投資,　　 存入保證金增加,　　 其他應付款－關係人增加,　　 其他非流動負債增加
1217,2014年01月01日至2014年03月31日,,-169492,-169492,,,75970,1475,-257,-13235,41326,-3792,-4531,783,-76,0.0,0,100611.0,,,-23785,-24414,-2572,64731,-26635,-9000,-38377,,-5736,53628,-57435,155,-2441,1396.0,-10433,-48810,51801,-117691,1943,-32307,-3920,-151975,,0.0,0.0,0,0,-209678,4642,0,-377,5415.0,-194880,,293700,0.0,0.0,0,100000,-342751,-3453,0,92496,24037,-230322,1638477,1408155,1408155,2513.0,,-16702.0,,,,,3041.0,,435.0,,,,-252.0,,0.0,,,,0.0,,,0.0,45000.0,2329.0,0.0,,,,,,,,,,,,,,
1217,2013年度,,-55520,-55520,,,286849,6079,-4136,2274,161913,-11865,-1868,2047,-17434,-57629.0,-12178,323322.0,,,53112,187025,34881,-83995,-61092,16879,215820,,-24505,-47897,-31166,-935,4507,-29890.0,-129886,85934,409256,353736,11794,-123562,-14666,253324,,,,49185,-76962,-851234,0,-336000,-17772,,-1271675,,167100,-36000.0,990000.0,-1052099,1380000,-618328,324,0,970953,34238,-13160,1651637,1638477,1638477,0.0,1488.0,69010.0,26022.0,,-97229.0,8474.0,1116.0,139956.0,1327.0,,41494.0,954.0,-11028.0,-5497.0,-60000.0,5961.0,-48471.0,401.0,0.0,164985.0,3066.0,-7121.0,0.0,,,,-69542.0,,,,,,,,,,,,
1217,2013年01月01日至2013年12月31日,,-136955,-136955,,,291057,6079,-4136,2274,161913,-11865,5817,2047,-17434,-57629.0,-12178,404757.0,,,53112,187025,34881,-83995,-61092,16879,215820,,-24505,-47897,-31166,-935,4507,-29890.0,-129886,85934,490691,353736,11794,-123562,-14666,253324,,,,49185,-76962,-851234,0,-336000,-17772,,-1271675,,167100,-36000.0,990000.0,-1052099,1380000,-618328,324,0,970953,34238,-13160,1651637,1638477,1638477,,1488.0,69010.0,26022.0,,-97229.0,8474.0,1116.0,139956.0,1327.0,,41494.0,954.0,-11028.0,-5497.0,-60000.0,5961.0,-48471.0,401.0,0.0,164985.0,3066.0,-7121.0,0.0,,,,,,,,,,,,,,,,
1217,2013年01月01日至2013年09月30日,,-69774,-69774,,,196865,7924,-13,-6415,120237,-6590,7804,2472,-27612,1851.0,-12178,352243.0,,,-36343,-329154,-13324,-63541,1610,164820,-186966,,113031,-54541,6430,756,2201,-15102.0,52775,-134191,218052,148278,4196,-92375,-2206,62879,,0.0,0.0,49184,-136962,-673643,3082,-281000,-13040,-14798.0,-1123179,,457618,-10000.0,990000.0,-1052100,1050000,-464412,-2694,0,1107417,27457,74574,1651637,1726211,1726211,8324.0,16438.0,88966.0,4986.0,0.0,-45928.0,0.0,0.0,139005.0,1729.0,0.0,41407.0,954.0,-11028.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2013年01月01日至2013年06月30日,,14491,14491,,,126073,6993,-4282,-5860,78273,-3459,-32623,1855,-27326,1851.0,-15686,133921.0,,,19745,-102722,7769,-220543,1350,177848,-42521,,101700,49642,-50198,-2147,520,-11164.0,88353,45832,179753,194244,2719,-59397,3035,140601,,,,49185,-86000,-452164,487,-179500,-85,-12104.0,-735632,,-50400,-38000.0,990000.0,-1052099,900000,-409648,-2903,0,336774,27856,-230401,1651637,1421236,1421236,7997.0,115.0,74032.0,0.0,0.0,-55451.0,0.0,0.0,-176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2013年01月01日至2013年03月31日,,27078,27078,,,63393,3519,-4308,-7001,37707,-755,-22114,1576,-27326,1851.0,-13083,33459.0,,,4175,76545,-16822,-54726,-10643,206898,205427,,8422,4416,-125512,-1001,3286,-6778.0,-117167,88260,121719,148797,680,-19557,264,130184,,-1000.0,75032.0,49186,-86000,-403516,2758,-17000,-24,8548.0,-372016,,-84200,-34000.0,990000.0,-883481,700000,-261522,-3223,0,423574,24282,206024,1651637,1857661,1857661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2012年01月01日至2012年12月31日,,50481,50481,,,230532,8217,-915,-1796,128634,-9308,-76960,-6995,-1414,-32753.0,-469,235312.0,,,-59468,-9299,-24341,56586,15631,-116188,-169137,,21329,-1956,35074,457,-5479,2873.0,52298,-116839,118473,168954,10149,-100997,-8888,80767,,,,0,-189683,-373753,14912,123000,-1453,,-849281,,324600,0.0,0.0,-30493,2034030,-1118115,-5691,-23012,1464498,-18307,677677,973960,1651637,1651637,,2295.0,-32058.0,11549.0,,-153345.0,3043.0,18005.0,214179.0,0.0,,0.0,4356.0,-76.0,-3756.0,-150000.0,8851.0,0.0,0.0,-29763.0,0.0,5956.0,-129331.0,69000.0,,,,,,,,,,,,,,,,
1217,2012年01月01日至2012年09月30日,,133734,133734,,,168069,7421,532,298,89379,-6652,-66733,-6066,-33,-28217.0,0,165172.0,,,-68335,-458068,-31881,98656,3293,-99685,-558004,,164656,29383,10248,1986,2077,1534.0,209884,-348120,-182948,-49214,5028,-70763,-5488,-112644,,0.0,0.0,0,-203777,-140282,18934,4000,-239,-1601.0,-466351,,239800,50000.0,0.0,0,1062000,-568063,-8367,-23013,717661,-13250,125416,973960,1099376,1099376,4883.0,2291.0,-1984.0,7793.0,-93018.0,-72340.0,3043.0,14535.0,-34696.0,0.0,0.0,0.0,4394.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2012年01月01日至2012年06月30日,,62331,62331,,,104521,4848,-2376,1963,55257,-4670,-43189,-6361,0,-32556.0,0,81189.0,,,-19303,-91891,-5157,2910,-16320,-59468,-194267,,114343,-6580,-64560,-251,-1802,2076.0,43226,-151041,-69852,-7521,4616,-41616,-5246,-49717,,,,0,-143777,-88497,18884,14900,-95,-10158.0,-319648,,-26900,127000.0,0.0,0,584000,-236961,-7728,-23013,398969,-4180,25424,973960,999384,999384,3039.0,713.0,-5038.0,50.0,-90000.0,-24506.0,3043.0,558.0,-17429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2012年01月01日至2012年03月31日,,41039,41039,,,51655,2271,-7430,-2340,27634,-2190,-18140,1005,0,-34853.0,0,17612.0,,,8453,65359,-4005,69358,-8900,-15576,114689,,-5489,-24663,-88243,1202,4261,681.0,-112251,2438,20050,61089,2141,-19560,2741,46411,,0.0,0.0,0,-98800,-47391,8904,0,-62,2084.0,-135265,,123800,-1500.0,0.0,0,0,-128127,-5024,-23013,-33864,-7287,-130005,973960,843955,843955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
