公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券減少,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 未實現外幣兌換損失（利益）,　　 收取之股利,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 非控制權益變動,　　　　 其他項目,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 預付投資款增加,　　 其他非流動資產減少,　　 舉借長期借款,　　 發放現金股利,　　 處分採用權益法之投資,　　 預付設備款減少,　　 應付短期票券增加,　　 發行公司債,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　　 持有供交易之金融資產（增加）減少,　　 對子公司之收購（扣除所取得之現金）,　　 採用權益法之被投資公司減資退回股款
3010,2014年01月01日至2014年03月31日,,365053,365053,,,19516,3101,-7384,0,22910,-28123,-81652,0,-44871,,,-121603.0,,,-46261,-290681,-21243,-349,243,-215722,-118267,-692280,,-13150,-10708,-198209,-11486,54866,70652,-9640,1199.0,-116476,-808756,-930359,-565306,28123,-22526,-31338,-591047,,-114287,51782,0.0,-31179,0,-5412,7153,-7605,-303500.0,0.0,,-6532.0,-409580,,3332324,-2893126,-100000.0,-2258,0.0,-1.0,364721,122215,-513691,2984593,2470902,2470902,,-21408.0,,,,16308.0,,,,27782.0,,,,,,,,,,,
3010,2013年度,,1638799,1638799,,,73665,11392,16911,3285,80565,-89232,-304762,-1049,-74509,,,-294061.0,,,-255773,-681374,5393,26972,466,-466361,41498,-1329179,,91387,30387,683393,-40330,150487,6779,-29013,1961.0,895051,-434128,-728189,910610,89232,-78324,-227823,874081,,-262413,301440,-286151.0,-429336,2549,-51835,42175,-3214,747350.0,,-3032.0,-92087.0,55446,,11008538,-10600551,150000.0,-9034,17.0,0.0,251240,227430,1408197,1576396,2984593,2984593,-12410.0,-47526.0,180386.0,,29848.0,49609.0,90000.0,0.0,,250897.0,-578475.0,,,,0.0,,,,,,
3010,2013年01月01日至2013年12月31日,,1638799,1638799,,,73665,11392,16911,3285,80565,-89232,-304762,-1049,-74509,0.0,,-312151.0,,,-255773,-681374,5393,26972,466,-466361,41498,-1329179,,91387,30387,683393,-40330,150487,6779,-29013,1961.0,895051,-434128,-746279,892520,89232,-78324,-227823,855991,,-262413,301440,-286151.0,-429336,2549,-51835,42175,-3214,747350.0,,16501.0,-92087.0,74979,,11008538,-10600551,150000.0,-9034,17.0,0.0,251240,225987,1408197,1576396,2984593,2984593,-12410.0,-47526.0,180386.0,,29848.0,31519.0,90000.0,,,250897.0,-578475.0,0.0,,,,,,,,,
3010,2013年01月01日至2013年09月30日,,1213111,1213111,,,55905,8352,10809,3285,58793,-66862,-268993,-638,-8127,0.0,,-237757.0,,,-337759,-752446,5071,-43312,1754,-167048,14195,-1279545,,71957,26559,328633,-21833,98284,-4332,6708,1090.0,507066,-772479,-1010236,202875,66862,-57665,-164730,226722,,-215170,128820,-277938.0,-316075,836,-27801,14955,-3451,0.0,309043.0,,-61185.0,-344641,,10313249,-9891427,150000.0,-6776,30.0,0.0,150319,217261,249661,1576396,1826057,1826057,-11404.0,-41993.0,179380.0,,29848.0,23116.0,90000.0,0.0,13325.0,133870.0,-578475.0,,,,,,,,,,
3010,2013年01月01日至2013年06月30日,,771821,771821,,,37558,5775,-4312,3285,39100,-44004,-162408,-454,-14854,0.0,33839.0,-63592.0,,,-194060,-456091,2275,-14828,291,-172128,-56945,-891486,,73149,23207,-10818,-16522,191657,-12591,-43930,747.0,204899,-686587,-750179,21642,44004,-39360,-98363,-6886,,-200170,15442,-277938.0,-112680,652,-10233,12432,-3451,0.0,637228.0,8531.0,-55316.0,104497,,6675427,-6941433,0.0,-4517,30.0,0.0,-240645,315893,172859,1576396,1749255,1749255,-1191.0,44074.0,65191.0,90000.0,29848.0,,,,,,,,,,,,,,,,
3010,2013年01月01日至2013年03月31日,,362228,362228,,,18685,2754,6433,-225,19469,-18459,-87022,-440,-14848,0.0,12816.0,-60837.0,,,-111950,16142,35416,-15995,-249,-52077,-150532,-279245,,33209,-11618,-432615,-23600,84320,-14201,-26027,335.0,-390197,-669442,-730279,-368051,18459,-19836,-14739,-384167,,-200170,15436,-207633.0,-12703,588,-5148,5334,-596,0.0,236716.0,3417.0,-52073.0,-216832,,936285,-489335,0.0,-2258,29.0,0.0,444721,153512,-2766,1576396,1573630,1573630,,,,,,,,,,,,,,,,,,,,,
3010,2012年01月01日至2012年12月31日,,1323235,1323235,,,74372,11049,28706,-3121,79521,-65542,-415701,1500,-4201,26027.0,,-315679.0,,,-137172,-632434,-16737,62413,1669,560449,142290,-19522,,-258013,1411,820776,32498,-9780,9944,-61525,7473.0,542784,523262,207583,1530818,65542,-79491,-267055,1444741,,-165575,372823,-83898.0,-99770,2741,-39485,54298,-352,-889119.0,,1023.0,-36428.0,-854330,,12132477,-11796209,-50000.0,-9034,0.0,-769.0,-255732,-79118,255561,1320835,1576396,1576396,-12181.0,-57822.0,194927.0,,0.0,21714.0,10302.0,,,0.0,-532197.0,19110.0,,,,,,,,,
3010,2012年01月01日至2012年09月30日,,1022323,1022323,,,54508,8971,29260,-3518,60210,-45370,-295386,2632,-6228,6000.0,,-260257.0,,,-99619,-266105,3286,20700,3239,732326,98676,492503,,-179183,-8842,51999,42697,66633,8251,-95933,5546.0,-108832,383671,123414,1145737,45370,-59346,-173594,1120129,,-165575,303304,-8826.0,-7873,466,-27359,48242,-352,-318599.0,0.0,,-12387.0,-180957,,10448411,-10123801,-50000.0,-6776,0.0,-769.0,-265132,-103679,570361,1320835,1891196,1891196,-9821.0,-66055.0,161962.0,,0.0,4540.0,0.0,-1329.0,9331.0,0.0,-532197.0,,,,,,,,,,
3010,2012年01月01日至2012年06月30日,,634917,634917,,,36809,6524,20991,-2522,39060,-27155,-174459,2632,-4004,6000.0,4336.0,-88555.0,,,-57248,-907828,9996,-4603,2539,634391,37721,-285032,,-84077,-19604,528643,-7891,162397,5536,-76375,3752.0,512381,227349,138794,773711,27155,-40320,-147916,694120,,-125644,14644,-3898.0,-6183,466,-15079,32511,-352,-76209.0,0.0,6399.0,-3447.0,-176792,,6348088,-6144193,-50000.0,-4517,0.0,-770.0,148608,-82179,583757,1320835,1904592,1904592,-1490.0,4723.0,81490.0,0.0,0.0,,,,,,,,,,,,,,,,
3010,2012年01月01日至2012年03月31日,,316546,316546,,,18646,3176,10445,-4328,19882,-12278,-80903,-10,-4004,6000.0,206.0,-43168.0,,,-94169,-404702,-838,-17266,2318,541773,-75260,-48144,,5836,-30089,584725,-6138,69979,2140,-29216,1920.0,599157,551013,507845,824391,12278,-20742,-17549,798378,,-100050,14644,-3898.0,-1544,170,-7977,16333,0,-536242.0,0.0,3909.0,-2218.0,-616873,,738063,-861678,-50000.0,-2258,0.0,-39.0,-175912,-95826,-90233,1320835,1230602,1230602,,,,,,,,,,,,,,,,,,,,,
