公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 處分無形資產,　　 其他金融資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息收入,　　 對子公司之收購（扣除所取得之現金）,　　 收取之利息,　　　　 股利收入,　　　　 其他項目,　　 其他金融資產減少,　　 收取之股利,　　 發行公司債,　　 發放現金股利,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 現金減資,　　　　　 應付建造合約款增加（減少）,　　 預付設備款增加,　　 償還公司債,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 非控制權益變動,　　 舉借長期借款,　　 庫藏股票買回成本,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分投資損失（利益）,　　 處分備供出售金融資產
2542,2014年01月01日至2014年03月31日,,698727,698727,,,10018,3189,-7524,82542,0.0,1,,82677.0,,,,46960,-206,141767,,-4495054,-192486,35779,-54176,-4517416,,-17779,-1194328,,116807,4744,881231,2964,-2793,-15.0,-225342,-4742758,-4660081,-3961354,-313475,-33454,-3994808,,,-4684,0,-280,0.0,0,-5408,,5582996,-2432267,216974.0,0.0,-4670.0,3049558,614,-950044,5927758,4977714,4977714,-5549.0,,5119.0,,,7986.0,,,,,,,-16173.0,-13549.0,,,82677.0,-15.0,0.0,,,,,
2542,2013年度,,7815796,7815796,,,39282,17363,-206535,334093,1315.0,8,,154750.0,,,,9240,253544,-177031,,-8037816,-1509416,-25991,-3041938,-12529408,,-102758,153374,,-43423,30326,6483400,-142700,-163249,78.0,6056966,-6472442,-6317692,1498104,-1063461,-1308744,189360,,,-45462,2,-8321,,0,213578,,21474618,-18654433,0.0,-461137.0,-20537.0,608310,752,1012000,4915758,5927758,5927758,-30276.0,5219.0,29235.0,-500.0,,232405.0,500.0,1495000.0,-2161740.0,,,,-158082.0,0.0,0.0,,,,,,,,,
2542,2013年01月01日至2013年12月31日,,7815796,7815796,,,39282,17363,-206535,334093,1315.0,8,,154750.0,,,0.0,9240,253544,-177031,,-8037816,-1509416,-25991,-3041938,-12529408,,-102758,153374,-158082.0,-43423,30326,6483400,-142700,-163249,78.0,6056966,-6472442,-6317692,1498104,-1063461,-1308744,189360,,0.0,-45462,2,-8321,,232405,213578,,21474618,-18654433,0.0,-461137.0,-20537.0,608310,752,1012000,4915758,5927758,5927758,-30276.0,5219.0,29235.0,-500.0,0.0,,500.0,1495000.0,-2161740.0,0.0,0.0,0.0,,,,,,,,,,,,
2542,2013年01月01日至2013年09月30日,,6585706,6585706,,,27549,12646,-126615,269774,1315.0,7,,167247.0,,,0.0,-6598,313153,-73346,37023.0,-452326,-1038689,-43803,-3146780,-4411366,,-113530,-1018802,102227.0,4109,26809,4023527,-117434,-173081,73.0,2733898,-1677468,-1510221,5075485,-270476,-1273444,3802041,,0.0,-29889,2,-6770,,0,217916,,10500858,-13386953,2779349.0,-3936311.0,-15878.0,-4996151,630,-975564,4915758,3940194,3940194,-16929.0,5219.0,16929.0,-500.0,0.0,231925.0,500.0,1495000.0,-2161740.0,,,,,,,,,,,,,,,
2542,2013年01月01日至2013年06月30日,,5603727,5603727,,,18307,8220,-90111,184741,1632.0,7,0.0,109562.0,,,0.0,65525,71435,-54577,-37780.0,2181373,-438282,-40659,-2355224,-608189,,-92677,378478,216658.0,2186,26892,1857380,182121,-270643,56.0,2300451,1692262,1801824,7405551,-187584,-1210419,6195132,,0.0,-22492,2,0,11212.0,239925,232881,,5931456,-10922821,2682036.0,-3858051.0,-9370.0,-6364334,719,64398,4915758,4980156,4980156,-13234.0,-9000.0,13234.0,,,,,,,,,,,,,,,,,,,,,
2542,2013年01月01日至2013年03月31日,,4447652,4447652,,,8989,4102,-77034,91721,1406.0,7,0.0,29191.0,,,0.0,33848,-38173,-27211,-6702.0,5670236,228686,-37442,-1908518,3914724,,-70113,-276813,260094.0,79254,9542,-746620,146555,-179560,-2.0,-777663,3137061,3166252,7613904,-106305,-739214,6768385,,0.0,-10622,2,0,1828.0,-259364,-268156,,2434950,-8035668,2089927.0,-2959000.0,-5005.0,-6474796,691,26124,4915758,4941882,4941882,,,,,,,,,,,,,,,,,,,,,,,,
2542,2012年01月01日至2012年12月31日,,5259088,5259088,,,34126,14432,-140533,496115,2331.0,-224,,327977.0,,,-149361.0,-67933,-66946,11694,,-10946110,-1220749,-93980,-2176116,-14709501,,140534,1587165,266530.0,-128703,20807,3327585,-524094,190786,2993.0,4883603,-9825898,-9497921,-4238833,-969796,-708649,-4947482,,-200000.0,-39927,231,-14870,,147774,-118170,,30292378,-19877415,1089923.0,0.0,-19436.0,6211020,-286,1145082,3770676,4915758,4915758,-21998.0,0.0,21030.0,0.0,-56272.0,,0.0,0.0,-2827483.0,7125.0,-39533.0,-1477151.0,,,,,,,,,,,,
2542,2012年01月01日至2012年09月30日,,1241915,1241915,,,25424,10417,-112153,369916,0.0,-226,,216843.0,,,-149361.0,-40965,-70714,-983,125805.0,-10049252,-1203897,-1407,-1250595,-12641369,,70266,623414,-116487.0,-72827,9569,4619762,-611265,66704,-197.0,4588939,-8052430,-7835587,-6593672,-332788,-430393,-7024065,,-200000.0,-30257,231,-7563,,-310631,-527957,,17570679,-8711530,5043456.0,-3820790.0,-13743.0,6966903,-294,-585413,3770676,3185263,3185263,-9136.0,0.0,9136.0,-11127.0,-56272.0,0.0,11127.0,0.0,-2768381.0,,,,,,,,,,,,,,,
2542,2012年01月01日至2012年06月30日,,747074,747074,,,16823,6829,-113862,242125,0.0,-226,-48272.0,96169.0,,,-33275.0,7449,-165195,-71271,132003.0,-7610278,-697463,-131132,-1675883,-10245045,,4915,767211,-72650.0,-24946,2844,3431624,-619403,-84496,-233.0,3404866,-6840179,-6744010,-5996936,-217482,-263227,-6260163,,-200000.0,-9044,231,-2941,0.0,-204596,-406213,,10560761,-5252830,3404780.0,-2471727.0,-9366.0,6014136,-72,-652312,3770676,3118364,3118364,-7248.0,0.0,10137.0,,,,,,,,,,,,,,,,,,,,,
2542,2012年01月01日至2012年03月31日,,808198,808198,,,8285,3531,-86263,116898,0.0,-226,-46623.0,-4398.0,,,-5586.0,33688,-30621,17055,0.0,-798473,-97788,-203889,-468396,-1554010,,-2793,-440756,23186.0,60339,2925,1066817,-626967,-153909,405.0,-70753,-1624763,-1629161,-820963,-107662,-858,-929483,,-200000.0,-1645,228,-122,0.0,-100865,-302404,,3897620,-2945700,2108174.0,-1505547.0,-4683.0,1549864,0,317977,3770676,4088653,4088653,,,,,,,,,,,,,,,,,,,,,,,,
