公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債券投資,　　 處分無活絡市場之債券投資,　　 預付投資款增加,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 處分無形資產,　　 取得投資性不動產,　　 其他金融資產增加,　　 預付設備款增加,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 應付租賃款減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 處分投資性不動產損失（利益）,　　　　 非金融資產減損損失,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他營業負債增加（減少）,　　 以成本衡量之金融資產減資退回股款,　　 處分採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 處分投資性不動產,　　 收取之股利,　　 發放現金股利,　　 處分子公司,　　 採用權益法之被投資公司減資退回股款,　　 取得無形資產,　　 其他金融資產減少,　　　　 金融資產減損損失,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　　　　 負債準備增加（減少）,　　 其他應收款增加,　　　　　 應付票據－關係人增加（減少）,　　 其他應收款－關係人增加,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 淨確定福利負債增加(減少),　　 處分待出售非流動資產,　　 其他應收款－關係人減少,　　 其他非流動資產增加,　　 其他應付款－關係人增加,　　 庫藏股票買回成本,　　　　 其他項目,　　 其他非流動資產減少,　　 預付設備款減少,　　　　 非金融資產減損迴轉利益,　　　　 已實現銷貨損失（利益）
1103,2014年01月01日至2014年03月31日,,-41789,-41789,,,95383,,-3.0,13247,43531,-16863,7882,-5999,,0,,137178.0,,,116410,-835,-13284,8,25786,,-25056,-24703,-19927,-534847.0,-476448,,-364,-41040,-8567,-53346,37552,13212,-569.0,-53153,-529601,-392423,-434212,-42928,520,-476620,,-5019.0,381944.0,0.0,0,,0.0,0.0,-17771,10283,-22731.0,,,,-56436,0.0,16476,266121,,620000.0,0.0,224847.0,,,-237941.0,80196,0.0,-501170,185932,21086,-3481,3294619,3291138,3291138,,,,,-31.0,,,,,,,,,,632382.0,,,-673007.0,,,,,,,,,,,,,,,,,,
1103,2013年度,,1338804,1338804,,,405155,,-10010.0,-635271,171332,-90700,-956,-3714,,-159567,,-1127029.0,,,-74505,3140,-41711,-6,4149,-510.0,-339053,13022,35105,-318568.0,-718937,,-1182,72335,34912,-6737,3698,1983,-19304.0,81406,-637531,-1764560,-425756,-188611,-113552,-727919,,-222410.0,402092.0,-20325.0,44904,,,,-281069,32143,-8860.0,,,-252355.0,-503844,0.0,78091,881881,,0.0,-464000.0,0.0,,0.0,-690149.0,97603,-82.0,-111505,-1198763,55420,-989381,4284000,3294619,3294619,-305295.0,-654569.0,148626.0,-4176.0,-123.0,4500.0,,-5550.0,778747.0,305295.0,-30630.0,746.0,2067.0,,186429.0,7940.0,341280.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,
1103,2013年01月01日至2013年12月31日,,1338804,1338804,,,405155,0.0,-10010.0,-635271,171332,-90700,-956,-3714,0.0,-159567,,-1127029.0,,,-74505,3140,-41711,-6,4149,-510.0,-339053,13022,35105,-318568.0,-718937,,-1182,72335,34912,-6737,3698,1983,-19304.0,81406,-637531,-1764560,-425756,-188611,-113552,-727919,,-222410.0,402092.0,-20325.0,44904,,,,-281069,32143,-8860.0,,0.0,-252355.0,-503844,,78091,881881,,0.0,-464000.0,,0.0,0.0,-690149.0,97603,-82.0,-111505,-1198763,55420,-989381,4284000,3294619,3294619,-305295.0,-654569.0,148626.0,-4176.0,-123.0,4500.0,,-5550.0,778747.0,305295.0,-30630.0,746.0,2067.0,,186429.0,7940.0,341280.0,,,,,,,,,,,,,,,,,,,
1103,2013年01月01日至2013年09月30日,,187124,187124,,,301223,0.0,-9678.0,-255111,130543,-68491,1593,-1043,0.0,2191,-2286.0,-193065.0,,,73443,2246,-64365,-9,22205,0.0,-9806,-265201,32393,15649.0,-193445,,-1972,-44974,63636,-50022,450108,17130,-11270.0,416404,222959,29894,217018,-145779,-91620,-20381,,-220076.0,377706.0,-20325.0,36589,,,,-247266,1242,-5330.0,,0.0,-252355.0,-307217,,59653,-83841,,,-94000.0,,0.0,0.0,-988108.0,97173,-10.0,-111505,-1111080,45786,-1169516,4284000,3114484,3114484,-305397.0,0.0,13391.0,-4176.0,-2056.0,4500.0,,-5550.0,0.0,305397.0,-14630.0,746.0,2068.0,0.0,186377.0,,,,,,,,,,,,,,,,,,,,,
1103,2013年01月01日至2013年06月30日,,-14603,-14603,,,199834,0.0,-8830.0,-117886,90913,-49397,1573,-902,0.0,2934,-15509.0,15635.0,,,48114,5699,-31589,-52,18971,0.0,37118,-69154,3622,13637.0,26366,,-1917,-68250,22522,-38204,-407,1217,-3768.0,-94050,-67684,-52049,-66652,-101096,-72827,-240575,,-215665.0,361302.0,-14659.0,32493,-288023.0,161927.0,,-220527,978,-2391.0,0.0,0.0,-252355.0,-45592,,36737,-344353,,236235.0,0.0,129500.0,,0.0,-838454.0,46051,-8.0,-110497,-538863,59730,-1064061,4284000,3219939,3219939,-100404.0,0.0,13309.0,-4176.0,-1067.0,4500.0,2068.0,-5550.0,0.0,100404.0,-1690.0,,,,,,,,,,,,,,,,,,,,,,,,,
1103,2013年01月01日至2013年03月31日,,33802,33802,,,98958,0.0,-3069.0,-183468,45395,-22999,-526,5,0.0,-188,-8505.0,-74397.0,,,79043,2333,4173,-288,22775,0.0,46096,-41607,-8883,13255.0,116897,,-1843,-183580,9214,44278,-4210,17948,-3754.0,-121947,-5050,-79447,-45645,-45241,-18590,-109476,,204487.0,-213919.0,-13460.0,3448,0.0,102670.0,-30000.0,-83622,0,-1645.0,0.0,0.0,0.0,-84929,-27168.0,19294,-124844,,0.0,-114000.0,10000.0,0.0,0.0,-89790.0,44109,-3.0,-110588,-260272,43268,-451324,4284000,3832676,3832676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,2012年01月01日至2012年12月31日,,-474803,-474803,,,422175,56.0,-7148.0,323,169978,-79132,10304,-97829,-8159.0,-16880,,853677.0,,,333533,-14486,-28313,277,75893,354.0,648804,151154,559,-55560.0,1112215,,3462,-70566,51533,7710,-485853,-176,17991.0,-475928,636287,1489964,1015161,-166008,-100483,748670,,-282681.0,0.0,-83387.0,130155,,,,-280928,115250,113167.0,,12785.0,-215439.0,-1300915,,62537,-1363371,,246359.0,0.0,,-532250.0,1208308.0,0.0,107557,-11.0,-2222,889464,-100437,174326,4109674,4284000,4284000,-344578.0,-5696.0,806363.0,-29.0,0.0,5000.0,,0.0,16507.0,344578.0,-138277.0,0.0,0.0,,0.0,3900.0,0.0,,,,,,,,,,,,,,,,,,,
1103,2012年01月01日至2012年09月30日,,-705730,-705730,,,323794,56.0,-6918.0,93015,127142,-55658,6024,-103614,-8159.0,-17097,0.0,812019.0,,,326660,-8865,427,-1640,80156,280.0,21126,-38537,-12822,-41737.0,325048,,2516,-300463,85726,-17608,-135295,-361,241.0,-365273,-40225,771794,66064,-123044,-94515,-151495,,-433272.0,0.0,-82996.0,130481,,,,-128402,114501,105801.0,,12785.0,-177971.0,-1249094,,48465,-1304931,,,-294859.0,,-532250.0,1775521.0,0.0,111514,-7.0,-2135,905126,-72395,-623695,4095653,3471958,3471958,-344842.0,-5696.0,803972.0,-29.0,0.0,5000.0,,0.0,16508.0,344842.0,-152658.0,0.0,0.0,-11579.0,0.0,,,,,,,,,,,,,,,,,,,,,
1103,2012年01月01日至2012年06月30日,,37101,37101,,,215306,38.0,-3921.0,161428,82283,-32332,5994,-106407,-8159.0,-9563,298.0,152743.0,,,65804,-1465,-34289,-827,68914,199.0,37714,23645,3268,-23819.0,139144,,2588,-133443,105996,-60594,-120218,32360,743.0,-172568,-33424,119319,156420,-80262,-74317,1841,,-276299.0,0.0,-83289.0,38375,-220644.0,0.0,,-57852,112260,0.0,101912.0,12785.0,-126971.0,-583112,,31066,-871394,,0.0,-118646.0,240337.0,,438478.0,0.0,14310,-4.0,-2135,570522,-74694,-373725,4095653,3721928,3721928,-163888.0,-5676.0,17342.0,0.0,0.0,0.0,0.0,0.0,16487.0,163888.0,-1818.0,,,,,,,,,,,,,,,,,,,,,,,,,
1103,2012年01月01日至2012年03月31日,,234694,234694,,,107974,19.0,-3923.0,-111597,40271,-9669,39,-106247,-8159.0,-9575,2500.0,-98367.0,,,283777,-7075,3817,-333,81998,-18502.0,-73651,-6768,13592,2479.0,279334,,2311,-305125,75962,-8311,-95660,31633,3424.0,-295766,-16432,-114799,119895,-47926,-22780,49189,,0.0,-284077.0,-433.0,38856,-163634.0,0.0,0.0,-20253,112299,0.0,108002.0,12785.0,-126971.0,-463011,0.0,7284,-779153,,172941.0,0.0,0.0,-103582.0,7873.0,0.0,5701,0.0,0,82933,-86474,-733505,4095653,3362148,3362148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
