公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 取得投資性不動產,　　 其他金融資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 非金融資產減損損失,　　 處分以成本衡量之金融資產,　　 短期借款增加,　　　　 處分採用權益法之投資損失（利益）,　　 以成本衡量之金融資產減資退回股款,　　 發放現金股利,　　 處分採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 其他非流動負債增加,　　　　 金融資產減損迴轉利益,　　 應付款項增加,　　 庫藏股票買回成本,　　　　 股份基礎給付酬勞成本,　　　　 股利收入,　　　　　 其他營業負債增加（減少）,　　 收取之股利,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 存出保證金減少,　　 備供出售金融資產減資退回股款,　　 應付短期票券增加
3037,2014年01月01日至2014年03月31日,,84530,84530,,,2013141,14732,-54130,-11697,104733,-58269,-3392,-2945,-5569,35114,144623,-1605,2213483.0,,,-98025,100144,-4667,212696,-274853,-136865,0.0,4780,-196790,,39608,-416152,50907,-344048,61668,-1534.0,-609551,-806341,1407142,1491672,52185,-90361,-50238,1403258,,0.0,14478,0,0,0.0,-2607121,33528,5735.0,-13557,,22023,-2544914,,-281041.0,0.0,1745594,-3033871,-4689,59329,-1497876,104447,-2535085,23776830,21241745,21241745,8943.0,0.0,,29804.0,0.0,0.0,,,,0.0,16802.0,,,,,,,,,,,
3037,2013年度,,1213143,1213143,,,7987287,56110,-55544,-19142,445549,-193090,141868,32922,-57167,288659,-153688,-10801,8685724.0,,,192034,2608769,20455,-106518,816085,-24861,393.0,-87564,3418793,,16569,-2672419,-294029,-455702,-8381,-8387.0,-3422349,-3556,8682168,9895311,201072,-443929,-673005,9002241,,0.0,21856,-103185,-125337,-183947.0,-10349204,213263,-24972.0,-67156,,123554,-10088313,,-739538.0,-19480.0,9931383,-10256558,45849,131261,-2574928,412893,-3248107,27024937,23776830,23776830,405450.0,98353.0,,-159897.0,3002.0,-1692467.0,305460.0,,24622.0,,,0.0,0.0,-22792.0,0.0,22792.0,,,,,,
3037,2013年01月01日至2013年12月31日,,1213143,1213143,,,7987287,56110,-55544,-19142,445549,-193090,141868,32922,-57167,288659,-153688,-10801,8708516.0,,,192034,2608769,20455,-106518,816085,-24861,393.0,-87564,3418793,,16569,-2672419,-294029,-455702,-8381,-8387.0,-3422349,-3556,8704960,9918103,201072,-443929,-673005,9002241,,0.0,21856,-103185,-125337,-183947.0,-10349204,213263,-24972.0,-67156,,123554,-10088313,,-739538.0,-19480.0,9931383,-10256558,45849,131261,-2574928,412893,-3248107,27024937,23776830,23776830,405450.0,98353.0,,-159897.0,3002.0,-1692467.0,305460.0,0.0,24622.0,,,,,,,,,,,,,
3037,2013年01月01日至2013年09月30日,,1476402,1476402,,,6005101,40948,-27842,-23026,326969,-138302,95800,17085,-53637,237577,-136194,-6639,6525013.0,,,220500,715482,25820,-7490,492396,-132689,393.0,-79157,1235255,,30802,-2031168,-69857,84502,-37486,-6650.0,-2029857,-794602,5730411,7206813,138951,-337586,-636183,6371995,,0.0,15776,-90988,-66337,-167037.0,-7453224,160110,-17240.0,-48503,,-122455,-7701841,,46260.0,-19484.0,6696433,-6661434,37665,28963,-1564064,325093,-2568817,27024937,24456120,24456120,212687.0,88057.0,,-25514.0,0.0,-1692467.0,,,,,,,,,,,,,,,,
3037,2013年01月01日至2013年06月30日,,1053073,1053073,,,3950552,26417,-25523,-16713,225660,-88115,4518,18453,-52575,180793,-22378,0,4464732.0,,,70178,921140,-10607,-68605,494734,-37589,393.0,-81027,1288617,,29803,-1442552,-43587,253617,-13545,-4936.0,-1221200,67417,4532149,5585222,79707,-259968,-430844,4974117,,0.0,12519,-82988,-66337,-175452.0,-4014108,121162,-23327.0,-33893,,10537,-4163830,,,-19498.0,1550000,-4712541,44528,187834,-2109990,258262,-1041441,27531243,26489802,26489802,263643.0,88057.0,839687.0,,,,,,,,,,,,,,,,,,,
3037,2013年01月01日至2013年03月31日,,673843,673843,,,1970645,20963,-48935,5543,108810,-41614,54430,4415,-1194,20773,30616,0,2124452.0,,,-101885,2420941,5041,294476,527581,-113892,393.0,-15129,3017526,,41411,-2624157,-173060,-238014,43543,-1560.0,-2951837,65689,2190141,2863984,39613,-111078,-69051,2723468,,0.0,4404,-82988,-110617,0.0,-1962776,151872,-3302.0,-10253,-454.0,7077,-2007037,,-865572.0,-19507.0,250000,-2729966,30340,116381,-3218324,166429,-2335464,27531243,25195779,25195779,,,,,,,,,,,,,,,,,,,,,,
3037,2012年01月01日至2012年12月31日,,3965808,3965808,,,7744051,83733,-13869,8783,459521,-178099,383505,30347,-92324,549661,-118350,-270542,8814701.0,,,-174369,536618,-90219,-70675,446821,490696,207.0,-1175,1137904,,33928,1039802,99493,-349270,29651,-5869.0,847735,1985639,10800340,14766148,186647,-482158,-1149975,13320662,,-49513.0,55732,-518178,-356566,-64189.0,-7960547,266299,-1615.0,-63773,,-511256,-8985780,,4144280.0,10668.0,3834312,-5555086,-592,-152536,-26863,-402099,3905920,23119017,27024937,27024937,227149.0,106944.0,,1135.0,5066.0,-2307909.0,0.0,105816.0,0.0,,,,,,,,,,,,,
3037,2012年01月01日至2012年09月30日,,3542802,3542802,,,5880514,49084,-31360,-39119,339212,-136449,306979,-11500,-23240,169865,-51469,-264579,6185235.0,,,-125447,223323,-27116,-221107,446683,161759,599.0,-45629,413065,,-6547,1456815,38312,-413004,-289,-4332.0,1070955,1484020,7669255,11212057,138879,-349138,-1040709,9961089,,-9513.0,53399,-508999,-175836,434660.0,-5974663,181571,922.0,-45390,,-379238,-6418021,,2812889.0,11139.0,3512120,-5738330,9152,-17982,-1718921,-542840,1281307,23119017,24400324,24400324,-2703.0,0.0,,0.0,5066.0,-2307909.0,,,,,,,,,,,,,,,,
3037,2012年01月01日至2012年06月30日,,2276550,2276550,,,4031210,34044,-35261,-4747,223744,-88115,250722,1466,-18650,96397,-5390,-12130,4473290.0,,,-184782,514969,5499,-147670,875123,182221,598.0,4617,1250575,,17561,-425721,-96136,-222865,54360,-3077.0,-675878,574697,5047987,7324537,91679,-234456,-755385,6426375,,-9513.0,43010,-314642,-176761,188312.0,-3479220,101890,-1134.0,-36620,,-273315,-3957993,,,11129.0,1884228,-4270560,5891,160989,-162859,-369944,1935579,23119017,25054596,25054596,0.0,0.0,2045464.0,,,,,,,,,,,,,,,,,,,
3037,2012年01月01日至2012年03月31日,,1173884,1173884,,,1890172,21406,52414,-7088,101164,-40959,209230,-1499,-12094,71473,-32212,-6073,2245934.0,,,17,756616,8803,-89759,680099,129507,-9481.0,20900,1496702,,32419,-1066622,-179482,-574132,-53998,-1393.0,-1843208,-346506,1899428,3073312,44018,-122794,-172418,2822118,,-9513.0,30175,-309632,-79603,434660.0,-1865151,45288,2555.0,-16607,-7549.0,-9998,-1785375,,1047487.0,11086.0,751007,-2857315,320,425538,-621877,-388134,26732,23119017,23145749,23145749,,,,,,,,,,,,,,,,,,,,,,
