年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
100/04,910801,金衛醫療,      4481244,     10068038,      1186852,      6500603,         42762,     22279499,      1258516,      4183057,      1213171,      6654744,        737100,      6268289,      7694884,        122991,              0,        801491,     15624755,HKD 1: NTD 3.9020,民國100年3月31日匯率,經會計師查核
100/04,910861,神州,     91045043,      3931027,      4644681,      1528006,        784173,    101932930,     67171895,      6608322,              0,     73780217,        417740,     11744890,     12221284,      1084206,              0,      2684593,     28152713,HKD＄1：3.8229NT$,以101.03.31www.oanda.com網站公佈匯率換算,經會計師查核
100/04,910948,融達,      3669869,        540675,        128666,         45487,              0,      4384697,      1121516,              0,              0,      1121516,        150046,      1731416,      1229110,        152609,              0,              0,      3263181,29.51,台灣銀行於財務報表日之即期匯率-買賣均價,經會計師查核
100/04,9110,越南製造,      5000356,         21529,      1039823,          4469,        201749,      6267926,        954485,              0,              0,        954485,         35223,              0,      5278218,              0,              0,              0,      5313441,USD$1：NT$30.29,台北外匯經紀股份有限公司,經會計師查核
100/04,911201,僑威,      4426843,         82550,      2131336,         72706,            503,      6713938,      3117619,          1524,         88217,      3207360,        101887,        684402,        844811,        409836,              0,      1465642,      3506578,HKD＄1：NT$3.897,臺灣銀行於財務報表日之即期匯率,經會計師查核
100/04,911602,華豐泰國,      1027072,              0,        675011,              0,          9508,      1711591,        386140,              0,          9041,        395181,        638681,        373274,        401542,              0,        -97087,              0,      1316410,Baht＄1：NT$0.97,100/12/31之匯率,經會計師查核
100/04,911606,超級集團,      7152050,        371170,      3499145,        425721,        250659,     11698745,      2532371,              0,        273759,      2806130,      3815834,          3173,      5009165,       -281247,         -6346,        352036,      8892615,23.3323,中央銀行於財務報表日之即期匯率,經會計師查核
100/04,911608,明輝環球,      3124286,        193287,        537971,        297319,         71771,      4224634,      1434101,             70,         15687,      1449858,      1013076,              0,      1621071,         -2121,              0,        142750,      2774776,SGD＄1：NT$23.31,臺灣銀行於財務報表日之即期匯率,經會計師查核
100/04,911609,揚子江,    117351875,     21736833,     18384416,     18237053,        431309,    176141486,     82053729,     11769243,      2366361,     96189333,     30562708,              0,     46665841,       -747634,       -100909,      3572147,     79952153,(RMB $1: NT$4.81),於財務報表日之銀行即期匯率,經會計師查核
100/04,911610,聯合環境,      4801412,        380726,        447625,         39181,      3672870,      9341814,      1307195,      3809302,        108494,      5224991,      2176560,        559297,      1423225,        -42259,              0,              0,      4116823,SGD$1:NT$23.49,臺灣銀行於財務報表日之即期匯率,經會計師查核
100/04,911611,中國泰山,      4771179,              0,      2226876,            524,         57720,      7056299,        871562,              0,         19240,        890802,      2703715,         55272,      3428049,              0,        -21539,              0,      6165497,RMB1:NTD4.81,Bloomberg顯示12月31日閉市匯率,經會計師查核
100/04,911612,滬安電力,      8590720,              0,      2519483,        605255,         25690,     11741148,      5981376,        421784,              0,      6403160,      3146101,         49632,      2149133,         -6878,              0,              0,      5337988,RMB$1:NT$4.7930,以2011年12月31日www.oanada.com網站,經會計師查核
100/04,911616,杜康控股,      3853226,        663505,      1621127,        547616,        817859,      7503333,      1195514,              0,        311472,      1506986,      1248243,      2933318,      1974084,       -159298,              0,              0,      5996347,RMB$1:NT$4.466,2011年6月底,經會計師查核
100/04,911619,耀傑集團,      1311905,         79887,         47514,              0,              0,      1439306,        275632,          5313,              0,        280945,        795837,              0,        489478,          6606,       -133560,              0,      1158361,SGD1:NT$23.5100,臺灣銀行於100.9.30財務報表日之即期匯率,經會計師查核
100/04,911622,泰聚亨,      4321713,        178477,      5477636,            227,        100408,     10078461,      3207104,        771893,         11204,      3990201,      5793638,         16159,        280692,           -379,         -1850,              0,      6088260,THB$ 1：NT$ 0.96,以 100/12/31 公佈匯率換算,經會計師查核
100/04,911626,華運中國,      2734535,              0,      1171753,         91112,              0,      3997400,        613787,              0,              0,        613787,        842960,        660606,      1880047,              0,              0,              0,      3383613,4.807,匯率係採用各該期期末之台灣銀行匯率,經會計師查核
100/04,911868,同方友友,      4713518,        293834,      5878520,        533667,              0,     11419539,      2628901,        486333,              0,      3115234,        358316,      7092476,       -374369,      1182928,              0,         44954,      8304305,HKD$1:NT$3.802,2012年3月末,經會計師查核
100/04,912000,晨訊科技,      9915569,        354911,      2712121,      1275186,         16851,     14274638,      6684583,              0,         58627,      6743210,        664439,      3028029,      2682716,        859464,              0,        296780,      7531428,HKD＄1：NT$3.897,臺灣銀行於財務報表日之即期匯率,經會計師查核
100/04,912398,友佳國際,      6544042,         95971,      1390635,        203678,              0,      8234326,      5005273,              0,            677,      5005950,         19346,      1252676,      1962102,         -5748,              0,              0,      3228376,RMB 1: NT$4.8101,100年12/31 人民幣兌台幣匯率,經會計師查核
100/04,9136,巨騰,     19480515,         96543,     24028277,        807052,         71784,     44484171,     13209433,      8129947,              0,     21339380,        436163,      5621402,     10124760,      2452436,              0,      4510030,     23144791,HKD＄1：NT$3.8979,臺灣銀行2011年12月31日即期中價匯率,經會計師查核
100/04,913889,大成糖,     12318975,        397080,      5928129,      1521068,         32699,     20197951,     10070782,        610484,              0,     10681266,        592186,      4700752,      3199332,      1024066,              0,            349,      9516685,HKD$1:NT$3.8766,100/12/31OANDA萬達亞太公司匯率,經會計師查核
100/04,9151,中國旺旺,     63688651,        342799,     26978027,      3546485,         23588,     94579550,     45932186,      7570000,        727659,     54229845,      8005911,    -27751802,     52373893,      7636737,              0,         84966,     40349705,USD $ 1: NT$30.28,臺灣銀行於財務報表日之即期匯率,經會計師查核
100/04,9157,陽光能源,      8239482,      1235600,     10479916,      2599611,      1736185,     24290794,      6508203,      5515039,      1385196,     13408438,        955690,      6959664,      2133722,        588560,              0,        244720,     10882356,RMB$1 : NT$4.8125,中央銀行 100/12/31之匯率,經會計師查核
100/04,9188,精熙國際,      4764165,        140688,        868922,          7841,         16379,      5797995,        874645,              0,              0,        874645,         32273,      2603767,      1969875,        317435,              0,              0,      4923350,USD$1:NTD$30.275,依臺灣銀行於100 年12 月31 日之即期匯率,經會計師查核
