公司代號,公司名稱,營業收入,營業成本,營業毛利,營業費用,營業利益,營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利,所得稅費用(利益),繼續營業單位稅後淨利,停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股稅後盈餘,換算匯率,換算匯率參考依據
"911611","中國泰山",5999841,4413193,1586648,90039,1496609,17547,10489,1503667,389623,1114044,0,0,0,1114044,1114044,0,1.12,RMB1:NTD4.42,根據臺灣銀行2010年12月31日閉市價
"911612","滬安電力",10871565,9262107,1609458,567254,1042204,31667,125435,948436,180054,768382,0,0,0,768382,768382,0,1.30,4.4601,以2010/12/31www.oanda.com網站之匯率換算
"911616","杜康控股",3695977,2506818,1189159,508050,681109,129237,582949,227397,129796,97601,0,0,0,97601,97601,0,0.14,RMB$1:NT$4.7409,2010年6月底
"911619","耀傑集團",1926825,1500734,426091,209081,217010,65122,22834,259298,40026,219272,0,0,0,220724,219272,1452,1.22,SGD$1:NT$23.8106,臺灣銀行於99.9.30財務報表日之即期匯率
"911622","泰聚亨",6010224,5435064,575160,271368,303792,196523,117680,382635,0,382635,0,0,0,382635,382635,0,0.63,Baht$1: NT$0.98,99/12/31匯率
"911626","華運中國",2724060,1841533,882527,136470,746057,6155,7527,744685,126830,617855,0,0,0,617855,617855,0,1.56,4.4405,匯率係採用各該期期末之台灣銀行匯率
"911868","同方友友",6460373,4260947,2199426,1924141,275285,304396,157278,422403,10100,412303,0,0,0,412303,429005,-16702,0.47,HKD$1:NT$3.777,2011年3月末
"912000","晨訊科技",15119548,13274606,1844942,1368384,476558,485958,38836,923680,95020,828660,0,0,0,828660,812637,16023,0.52,HKD $1: NT$3.748,臺灣銀行於財務報表日之即期匯率
"912398","友佳國際",6074576,4501320,1573256,856802,716454,90842,28561,778735,154983,623752,0,22801,0,646553,646553,0,1.66,RMB 1 : NT$ 4.4205,台灣銀行買入賣出平均價
"9136","巨騰",27995528,24643954,3351574,1877651,1473923,362536,163437,1673022,255109,1417913,0,0,0,1417913,1324881,93032,1.19,HKD＄1：NT$3.9066,臺灣銀行2010年12月31日即期中價匯率
"913889","大成糖",12587333,11131915,1455418,858853,596565,70642,194131,473076,126644,346432,0,0,0,346432,340206,6226,0.31,HKD＄1：NTD$3.7504,99/12/31OANDA萬達亞太公司匯率
"9151","中國旺旺",65370953,41036130,24334823,12827774,11507049,1627581,235283,12899347,2448318,10451029,0,0,0,10451029,10441008,10021,0.79,USD $1: NT$29.13,臺灣銀行於財務報表日之即期匯率
"9157","陽光能源",8236102,6387774,1848328,591679,1256649,102904,90054,1269499,317247,952252,0,0,0,952252,964126,-11874,0.53,RMB$1 : NT$4.4405,臺灣銀行 99/12/31之匯率
"916665","爾必達",182376454,146388809,35987645,23297220,12690425,2834672,9789442,5735655,568778,5166877,0,0,0,5166877,529064,4637813,0.87,JPY$ 1 : NT$0.3546,三菱東京UFJ銀行公表匯率（TTM）
"9188","精熙國際",2359821,1752985,606836,476305,130531,48386,903,178014,7399,170615,0,0,0,170615,170615,0,0.21,USD$1:NTD$29.13,依臺灣銀行99年12年31日之即期匯率
