年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,會計原則變動之累積影響數,稀釋每股盈餘,換算匯率,換算匯率參考依據
2006/03,2888.0,新光金,,,,16687680.0,,8420385.0,561556.0,7858829.0,0.0,0.0,,8791401.0,8705846.0,,85555.0,1.98,,35063237.0,3558543.0,31504694.0,74586296.0,106090990.0,1530725.0,-79452200.0,932572.0,0.0,,
2006/03,2889.0,國票金控,,,,1374165.0,,2085687.0,352713.0,1732974.0,0.0,0.0,,1789179.0,1689845.0,,99334.0,0.8,,2471438.0,2011356.0,460082.0,2999770.0,3459852.0,0.0,0.0,56205.0,0.0,,
2006/03,2890.0,永豐金控,,,,13146806.0,,4646864.0,1158356.0,3488508.0,0.0,0.0,,4231220.0,4233103.0,,-1883.0,0.6,,32720052.0,17478269.0,15241783.0,9106644.0,24348427.0,6554757.0,0.0,742712.0,0.0,,
2006/03,2891.0,中信金,,,,22484955.0,,-4182412.0,-1710392.0,-2472020.0,0.0,0.0,,-2413547.0,-2419999.0,,6452.0,-0.46,,50886821.0,21407925.0,29478896.0,7857479.0,37336375.0,19033832.0,0.0,58473.0,0.0,,
2006/03,2892.0,第一金控,,,,12082944.0,,9258950.0,2728843.0,6530107.0,0.0,0.0,,7182576.0,7182576.0,,0.0,1.2,,32143613.0,17194094.0,14949519.0,10019553.0,24969072.0,3627178.0,0.0,652469.0,0.0,,
2006/03,3701.0,大眾投控,42008598.0,39074710.0,2933888.0,4131973.0,-1198085.0,-1151292.0,248613.0,-1399905.0,0.0,0.0,-26952.0,-1426857.0,-1690271.0,0.0,263414.0,-8.75,46793.0,,,,,,,,,,,
2006/03,3702.0,大聯大,87394286.0,82042670.0,5351616.0,3198713.0,2152903.0,1511781.0,401512.0,1110269.0,0.0,0.0,3446.0,1113715.0,1093123.0,0.0,20592.0,1.6,-641122.0,,,,,,,,,,,
2006/03,4904.0,遠傳,50954948.0,26808061.0,24146887.0,11479013.0,12667874.0,12263109.0,2355543.0,9907566.0,0.0,0.0,0.0,9907566.0,9995822.0,0.0,-88256.0,2.58,-404765.0,,,,,,,,,,,
2006/03,5607.0,遠雄港,636964.0,392272.0,244692.0,301466.0,-56774.0,-122538.0,10953.0,-133491.0,0.0,0.0,0.0,-133491.0,-27927.0,0.0,-105564.0,-1.21,-65764.0,,,,,,,,,,,
2006/03,9102.0,東亞科,10971129.0,9943031.0,1028098.0,1094214.0,-66116.0,-150639.0,28258.0,-178897.0,0.0,0.0,,-178897.0,-141832.0,,-37065.0,-0.31,-84523.0,,,,,,,,0.0,,20.87,資產負債表日台銀新加坡收盤價買賣平均匯率
2006/03,9105.0,泰金寶,48175444.0,45657141.0,2518303.0,769234.0,1749069.0,1575981.0,30305.0,1545676.0,0.0,0.0,,1545676.0,1545676.0,,0.0,0.42,-173088.0,,,,,,,,0.0,,0.88:1(THB:NT),依財報日之匯率
