年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,會計原則變動之累積影響數,稀釋每股盈餘,換算匯率,換算匯率參考依據
2007/03,2888.0,新光金,,,,17602138.0,,8698469.0,1224910.0,7473559.0,0.0,0.0,,7473559.0,7381336.0,,92223.0,1.5,,37398175.0,4447865.0,32950310.0,48028353.0,80978663.0,1645729.0,-53032327.0,0.0,0.0,,
2007/03,2889.0,國票金控,,,,1578898.0,,1961547.0,267006.0,1694541.0,0.0,0.0,,1694541.0,1306516.0,,388025.0,0.6,,2726017.0,2421368.0,304649.0,3235796.0,3540445.0,0.0,0.0,0.0,0.0,,
2007/03,2890.0,永豐金控,,,,14217884.0,,5307288.0,670402.0,4636886.0,0.0,0.0,,4636886.0,4623315.0,,13571.0,0.66,,36836051.0,23033838.0,13802213.0,11542708.0,25344921.0,5819749.0,0.0,0.0,0.0,,
2007/03,2891.0,中信金,,,,23270393.0,,17082955.0,4225397.0,12857558.0,0.0,0.0,,12857558.0,12851041.0,,6517.0,1.48,,48289072.0,23670988.0,24618084.0,21488858.0,46106942.0,5753594.0,0.0,0.0,0.0,,
2007/03,2892.0,第一金控,,,,12615026.0,,13215900.0,3349049.0,9866851.0,0.0,0.0,,9866851.0,9866851.0,,0.0,1.62,,36340444.0,20029210.0,16311234.0,14155972.0,30467206.0,4636280.0,0.0,0.0,0.0,,
2007/03,3701.0,大眾投控,44572861.0,41583795.0,2989066.0,3452656.0,-463590.0,134678.0,86874.0,47804.0,0.0,0.0,0.0,47804.0,-148491.0,0.0,196295.0,-1.35,598268.0,,,,,,,,,,,
2007/03,3702.0,大聯大,103691119.0,97462825.0,6228294.0,3301442.0,2926852.0,2423816.0,484326.0,1939490.0,0.0,0.0,0.0,1939490.0,1881888.0,0.0,57602.0,2.78,-503036.0,,,,,,,,,,,
2007/03,4904.0,遠傳,47776762.0,24837501.0,22939261.0,11470683.0,11468578.0,11208411.0,2406385.0,8802026.0,0.0,0.0,0.0,8802026.0,8924551.0,0.0,-122525.0,2.3,-260167.0,,,,,,,,,,,
2007/03,5607.0,遠雄港,688584.0,472559.0,216025.0,369974.0,-153949.0,-249929.0,6949.0,-256878.0,0.0,0.0,0.0,-256878.0,-175283.0,0.0,-81595.0,-1.92,-95980.0,,,,,,,,,,,
2007/03,9102.0,東亞科,9970257.0,8946702.0,1023555.0,999795.0,23760.0,-202779.0,20247.0,-223026.0,-58567.0,0.0,,-281593.0,-274368.0,,-7225.0,-0.6,-226539.0,,,,,,,,0.0,,21.96,資產負債表日台銀新加坡收盤價買賣平均匯率
2007/03,9105.0,泰金寶,64811699.0,61380623.0,3431076.0,1009425.0,2421651.0,2270042.0,64921.0,2205121.0,0.0,0.0,,2205121.0,2205121.0,,0.0,0.56,-151609.0,,,,,,,,0.0,,0.964:1(THB:NT),依財報日之匯率
