年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2006/02,1540.0,喬福機械,686073.0,506202.0,179871.0,60993.0,118878.0,119865.0,27709.0,92156.0,0.0,0.0,1629.0,93785.0,93785.0,0.0,0.0,1.63,987.0,,,,,,,,,,,
2006/02,1558.0,伸興,1267822.0,1014400.0,253422.0,137530.0,115892.0,115757.0,12820.0,102937.0,0.0,0.0,366.0,103303.0,103207.0,0.0,96.0,2.93,-135.0,,,,,,,,,,,
2006/02,1568.0,倉佑,345522.0,273150.0,72372.0,88384.0,-16012.0,-27429.0,4283.0,-31712.0,0.0,0.0,0.0,-31712.0,-29952.0,0.0,-1760.0,0.49,-11417.0,,,,,,,,,,,
2006/02,1582.0,信錦,1189010.0,841708.0,347302.0,106754.0,240548.0,236996.0,67129.0,169867.0,0.0,0.0,0.0,169867.0,164522.0,0.0,5345.0,6.58,-3552.0,,,,,,,,,,,
2006/02,1603.0,華電,1329761.0,1187924.0,141837.0,88438.0,53399.0,23095.0,4325.0,18770.0,0.0,0.0,-104.0,18666.0,18627.0,0.0,39.0,0.07,-30304.0,,,,,,,,,,,
2006/02,1604.0,聲寶,10303853.0,8979932.0,1323921.0,1574383.0,-250462.0,-817787.0,1657.0,-819444.0,0.0,0.0,-35102.0,-854546.0,-605093.0,0.0,-249453.0,-0.49,-567325.0,,,,,,,,,,,
2006/02,1605.0,華新,50933521.0,46208388.0,4725133.0,1550340.0,3174793.0,5817522.0,665861.0,5151661.0,0.0,0.0,543930.0,5695591.0,5077916.0,0.0,617675.0,1.59,2642729.0,,,,,,,,,,,
2006/02,1608.0,華榮,9370783.0,8439086.0,931697.0,175472.0,756225.0,871741.0,177243.0,694498.0,0.0,0.0,319710.0,1014208.0,673415.0,0.0,340793.0,1.13,115516.0,,,,,,,,,,,
2006/02,1609.0,大亞電線,11186024.0,10254157.0,931867.0,356479.0,575388.0,628685.0,107490.0,521195.0,0.0,0.0,32093.0,553288.0,428486.0,0.0,124802.0,0.96,53297.0,,,,,,,,,,,
2006/02,1611.0,中電,1742456.0,1294799.0,447657.0,369206.0,78451.0,303624.0,26277.0,277347.0,0.0,0.0,14152.0,291499.0,292173.0,0.0,-674.0,0.81,225173.0,,,,,,,,,,,
2006/02,1612.0,宏泰,3440223.0,3082600.0,357623.0,114207.0,243416.0,217001.0,63426.0,153575.0,0.0,0.0,149218.0,302793.0,300068.0,0.0,2725.0,0.91,-26415.0,,,,,,,,,,,
2006/02,1613.0,台一,14732666.0,14303640.0,429026.0,141973.0,287053.0,136256.0,19002.0,117254.0,0.0,26123.0,0.0,143377.0,-35662.0,0.0,179039.0,0.81,-150797.0,,,,,,,,,,,
2006/02,1614.0,三洋電,4188318.0,3000616.0,1187702.0,890672.0,297030.0,387911.0,77166.0,310745.0,0.0,0.0,-42457.0,268288.0,263560.0,0.0,4728.0,0.87,90881.0,,,,,,,,,,,
2006/02,1616.0,億泰,3291475.0,2969806.0,321669.0,108617.0,213052.0,186970.0,33685.0,153285.0,0.0,0.0,-133.0,153152.0,153152.0,0.0,0.0,1.2,-26082.0,,,,,,,,,,,
2006/02,1617.0,榮星電線,3555135.0,3336669.0,218466.0,143318.0,75148.0,31851.0,-9187.0,41038.0,0.0,0.0,0.0,41038.0,42422.0,0.0,-1384.0,0.37,-43297.0,,,,,,,,,,,
2006/02,1618.0,合機公司,2132216.0,1955253.0,176963.0,78061.0,98902.0,79093.0,29755.0,49338.0,0.0,0.0,0.0,49338.0,43173.0,0.0,6165.0,0.2,-19809.0,,,,,,,,,,,
2006/02,1701.0,中化,1769215.0,1134218.0,634997.0,472295.0,162702.0,159805.0,42911.0,116894.0,0.0,0.0,-59.0,116835.0,116835.0,0.0,0.0,0.42,-2897.0,,,,,,,,,,,
2006/02,1702.0,南僑化工,2643129.0,1795979.0,847150.0,822980.0,24170.0,-17716.0,13088.0,-30804.0,0.0,0.0,0.0,-30804.0,-54773.0,0.0,23969.0,-0.23,-41886.0,,,,,,,,,,,
2006/02,1704.0,榮化,10859764.0,9665658.0,1194106.0,551811.0,642295.0,1007058.0,239272.0,767786.0,0.0,0.0,-8974.0,758812.0,749243.0,0.0,9569.0,1.54,364763.0,,,,,,,,,,,
2006/02,1707.0,葡萄王,607086.0,378755.0,228331.0,160911.0,67420.0,68982.0,21436.0,47546.0,0.0,0.0,0.0,47546.0,27223.0,0.0,20323.0,0.37,1562.0,,,,,,,,,,,
2006/02,1708.0,東鹼,1289824.0,971603.0,318221.0,168831.0,149390.0,156715.0,22018.0,134697.0,0.0,0.0,0.0,134697.0,125232.0,0.0,9465.0,0.61,7325.0,,,,,,,,,,,
2006/02,1709.0,和益化工,3193985.0,2782089.0,411896.0,236081.0,175815.0,132251.0,32380.0,99871.0,0.0,0.0,0.0,99871.0,95402.0,0.0,4469.0,0.41,-43564.0,,,,,,,,,,,
2006/02,1710.0,東聯,4867132.0,3802210.0,1064922.0,206318.0,858604.0,978006.0,207331.0,770675.0,0.0,0.0,31085.0,801760.0,801760.0,0.0,0.0,1.06,119402.0,,,,,,,,,,,
2006/02,1711.0,永光化學,2996392.0,2332567.0,663825.0,495084.0,168741.0,172437.0,23450.0,148987.0,0.0,0.0,0.0,148987.0,140313.0,0.0,8674.0,0.37,3696.0,,,,,,,,,,,
2006/02,1712.0,興農,10407672.0,,,,,23163.0,24869.0,,0.0,0.0,,46637.0,84059.0,,-37422.0,0.23,,,,,48343.0,0.0,,,,10384509.0,,
2006/02,1714.0,和桐化學,20568961.0,19318376.0,1250585.0,1027457.0,223128.0,-171078.0,31861.0,-202939.0,0.0,0.0,-21836.0,-224775.0,-295753.0,0.0,70978.0,-0.53,-394206.0,,,,,,,,,,,
2006/02,1715.0,萬洲化學,4623652.0,3738350.0,885302.0,638673.0,246629.0,245962.0,62638.0,183324.0,0.0,0.0,0.0,183324.0,173488.0,0.0,9836.0,0.67,-667.0,,,,,,,,,,,
2006/02,1717.0,長興材料,13592575.0,10588925.0,3003650.0,1415994.0,1587656.0,1440843.0,334375.0,1106468.0,0.0,0.0,0.0,1106468.0,1096712.0,0.0,9756.0,1.53,-146813.0,,,,,,,,,,,
2006/02,1718.0,中纖,12820242.0,,,,,-265878.0,-706.0,,0.0,0.0,,-253772.0,-176647.0,,-77125.0,-0.13,,,,,11400.0,0.0,,,,13086120.0,,
2006/02,1720.0,生達化學,938263.0,447458.0,490805.0,313571.0,177234.0,187403.0,35038.0,152365.0,0.0,0.0,2946.0,155311.0,161491.0,0.0,-6180.0,1.11,10169.0,,,,,,,,,,,
2006/02,1721.0,三晃,494417.0,461642.0,32775.0,51068.0,-18293.0,-23788.0,0.0,-23788.0,0.0,0.0,0.0,-23788.0,-23788.0,0.0,0.0,-0.25,-5495.0,,,,,,,,,,,
2006/02,1722.0,台肥,5716266.0,5311722.0,404544.0,255230.0,149314.0,1566791.0,387544.0,1179247.0,0.0,0.0,0.0,1179247.0,1179247.0,0.0,0.0,1.26,1417477.0,,,,,,,,,,,
2006/02,1723.0,中碳,2521829.0,1724695.0,797134.0,138101.0,659033.0,727236.0,152073.0,575163.0,0.0,0.0,9361.0,584524.0,584677.0,0.0,-153.0,2.96,68203.0,,,,,,,,,,,
2006/02,1724.0,台硝,747539.0,594859.0,152680.0,95032.0,57648.0,96599.0,-3210.0,99809.0,0.0,0.0,-81305.0,18504.0,17651.0,0.0,853.0,0.14,38951.0,,,,,,,,,,,
2006/02,1725.0,元禎,5208134.0,4986593.0,221541.0,142195.0,79346.0,99722.0,18574.0,81148.0,0.0,0.0,0.0,81148.0,81148.0,0.0,0.0,0.94,20376.0,,,,,,,,,,,
2006/02,1726.0,永記造漆,3635437.0,2770558.0,864879.0,348475.0,516404.0,522824.0,131062.0,391762.0,0.0,0.0,565.0,392327.0,392327.0,0.0,0.0,2.45,6420.0,,,,,,,,,,,
2006/02,1727.0,中華化學,521837.0,435880.0,85957.0,60047.0,25910.0,21965.0,2800.0,19165.0,0.0,0.0,0.0,19165.0,19165.0,0.0,0.0,0.31,-3945.0,,,,,,,,,,,
2006/02,1729.0,必翔實業,1040498.0,604467.0,436031.0,120836.0,315195.0,303895.0,35974.0,267921.0,0.0,0.0,0.0,267921.0,267921.0,0.0,0.0,1.58,-11300.0,,,,,,,,,,,
2006/02,1730.0,花仙子,460753.0,253898.0,206855.0,170921.0,35934.0,45705.0,9177.0,36528.0,0.0,0.0,-129.0,36399.0,36399.0,0.0,0.0,0.68,9771.0,,,,,,,,,,,
2006/02,1732.0,毛寶,293797.0,157494.0,136303.0,119131.0,17172.0,17082.0,3638.0,13444.0,0.0,0.0,0.0,13444.0,13444.0,0.0,0.0,0.32,-90.0,,,,,,,,,,,
2006/02,1733.0,五鼎,469298.0,288310.0,180988.0,73530.0,107458.0,117663.0,6938.0,110725.0,0.0,0.0,496.0,111221.0,111044.0,0.0,177.0,1.57,10205.0,,,,,,,,,,,
2006/02,1734.0,杏輝藥品,802691.0,453288.0,349403.0,306092.0,43311.0,22251.0,753.0,21498.0,0.0,0.0,2147.0,23645.0,32036.0,0.0,-8391.0,0.3,-21060.0,,,,,,,,,,,
2006/02,1735.0,日勝化,1322276.0,1183057.0,139219.0,134401.0,4499.0,21471.0,7303.0,14168.0,0.0,0.0,0.0,14168.0,22771.0,0.0,-8603.0,0.29,16972.0,,,,,,,,,,,
2006/02,1736.0,喬山健康,4099928.0,2032168.0,2067760.0,1484171.0,583589.0,597388.0,73384.0,524004.0,0.0,0.0,0.0,524004.0,526194.0,0.0,-2190.0,4.16,13799.0,,,,,,,,,,,
2006/02,1762.0,中化合成,292360.0,218860.0,73500.0,60214.0,13286.0,-6618.0,0.0,-6618.0,0.0,0.0,0.0,-6618.0,-7675.0,0.0,1057.0,0.0,-19904.0,,,,,,,,,,,
2006/02,1773.0,勝一化工,2713655.0,2243263.0,470392.0,225278.0,245114.0,227547.0,74689.0,152858.0,0.0,0.0,807.0,153665.0,150749.0,0.0,2916.0,1.51,-17567.0,,,,,,,,,,,
2006/02,1802.0,台玻,11796034.0,9565804.0,2230230.0,1157784.0,1072446.0,1434532.0,322244.0,1112288.0,0.0,0.0,0.0,1112288.0,1134234.0,0.0,-21946.0,0.68,362086.0,,,,,,,,,,,
2006/02,1805.0,寶徠,106304.0,105299.0,1005.0,33968.0,-32963.0,198812.0,0.0,198812.0,0.0,0.0,0.0,198812.0,198808.0,0.0,4.0,0.47,231775.0,,,,,,,,,,,
2006/02,1806.0,冠軍,2375312.0,1350535.0,1024777.0,669898.0,354879.0,224955.0,67800.0,157155.0,0.0,0.0,0.0,157155.0,158430.0,0.0,-1275.0,0.55,-129924.0,,,,,,,,,,,
2006/02,1809.0,中釉,1823036.0,1425943.0,397093.0,250301.0,146792.0,115757.0,30077.0,85680.0,0.0,0.0,-5488.0,80192.0,48988.0,0.0,31204.0,0.3,-31035.0,,,,,,,,,,,
2006/02,1810.0,和成,2500850.0,1802909.0,697941.0,512640.0,185301.0,122601.0,23469.0,99132.0,0.0,0.0,-667.0,98465.0,106205.0,0.0,-7740.0,0.26,-62700.0,,,,,,,,,,,
2006/02,1902.0,台紙,2658205.0,2414514.0,243691.0,254640.0,-10949.0,36280.0,9475.0,26805.0,0.0,0.0,1472.0,28277.0,31037.0,0.0,-2760.0,0.1,47229.0,,,,,,,,,,,
2006/02,1903.0,士紙,686012.0,777567.0,-91555.0,118322.0,-209877.0,-194914.0,0.0,-194914.0,0.0,0.0,0.0,-194914.0,-194914.0,0.0,0.0,-0.75,14963.0,,,,,,,,,,,
2006/02,1904.0,正隆,13990878.0,11547558.0,2443320.0,1651835.0,791485.0,722016.0,88821.0,633195.0,0.0,0.0,5.0,633200.0,478926.0,0.0,154274.0,0.45,-69469.0,,,,,,,,,,,
2006/02,1905.0,華紙,3800084.0,3212746.0,587338.0,277656.0,309682.0,295887.0,72934.0,222953.0,0.0,0.0,0.0,222953.0,148913.0,0.0,74040.0,0.25,-13795.0,,,,,,,,,,,
2006/02,1906.0,寶隆,633806.0,549902.0,83904.0,74330.0,9574.0,57307.0,661.0,56646.0,0.0,0.0,-321.0,56325.0,51988.0,0.0,4337.0,0.36,47733.0,,,,,,,,,,,
2006/02,1907.0,永豐餘,18756910.0,16360518.0,2396392.0,2100101.0,296291.0,895328.0,132805.0,762523.0,0.0,0.0,1375.0,763898.0,701893.0,0.0,62005.0,0.47,599037.0,,,,,,,,,,,
2006/02,1909.0,榮成,4493108.0,3589286.0,903822.0,512590.0,391232.0,332605.0,49585.0,283020.0,0.0,0.0,4276.0,287296.0,285154.0,0.0,2142.0,0.66,-58627.0,,,,,,,,,,,
2006/02,2002.0,中鋼,129365757.0,104253243.0,25112514.0,4582449.0,20527135.0,20753897.0,4202577.0,16551320.0,0.0,0.0,2769.0,16554089.0,13859656.0,0.0,2694433.0,1.32,226762.0,,,,,,,,,,,
2006/02,2006.0,東和鋼鐵,14835790.0,12013285.0,2822505.0,686025.0,2136480.0,2061271.0,533277.0,1527994.0,0.0,0.0,1237.0,1529231.0,1554518.0,0.0,-25287.0,2.03,-75209.0,,,,,,,,,,,
2006/02,2008.0,高興昌,5115223.0,5222940.0,-107717.0,245376.0,-353093.0,-316876.0,1684.0,-318560.0,0.0,0.0,0.0,-318560.0,-318171.0,0.0,-389.0,-0.82,36217.0,,,,,,,,,,,
2006/02,2010.0,春源鋼鐵,11724346.0,11145266.0,579080.0,382017.0,197063.0,425360.0,109229.0,316131.0,0.0,0.0,846.0,316977.0,348527.0,0.0,-31550.0,0.65,228297.0,,,,,,,,,,,
2006/02,2012.0,春雨,3505250.0,2809891.0,695359.0,466945.0,228414.0,201728.0,62818.0,138910.0,0.0,0.0,1335.0,140245.0,101288.0,0.0,38957.0,0.57,-26686.0,,,,,,,,,,,
2006/02,2013.0,中鋼構,6555136.0,6251967.0,303169.0,224722.0,78447.0,132643.0,14659.0,117984.0,0.0,0.0,0.0,117984.0,117984.0,0.0,0.0,0.77,54196.0,,,,,,,,,,,
2006/02,2014.0,中鴻,21884620.0,18815749.0,3068871.0,559383.0,2509488.0,2343068.0,216912.0,2126156.0,0.0,0.0,-180.0,2125976.0,2125976.0,0.0,0.0,1.66,-166420.0,,,,,,,,,,,
2006/02,2017.0,官田鋼,2773862.0,2494241.0,279621.0,221004.0,58617.0,34198.0,15802.0,18396.0,0.0,0.0,0.0,18396.0,9062.0,0.0,9334.0,0.03,-24419.0,,,,,,,,,,,
2006/02,2020.0,美亞鋼管,5028785.0,4637425.0,391360.0,226599.0,164761.0,124389.0,11109.0,113280.0,0.0,0.0,6007.0,119287.0,141888.0,0.0,-22601.0,0.87,-40372.0,,,,,,,,,,,
2006/02,2022.0,聚亨,3563863.0,3463701.0,100162.0,293788.0,-193626.0,-193209.0,-10499.0,-182710.0,0.0,0.0,0.0,-182710.0,-172058.0,0.0,-10652.0,-0.38,417.0,,,,,,,,,,,
2006/02,2023.0,燁輝,20989200.0,18959906.0,2029294.0,1063934.0,986811.0,846252.0,235817.0,610435.0,0.0,0.0,7419.0,617854.0,631750.0,0.0,-13896.0,0.5,-140559.0,,,,,,,,,,,
2006/02,2024.0,志聯工業,855896.0,847682.0,8214.0,39963.0,-31749.0,7459.0,2068.0,5391.0,0.0,0.0,0.0,5391.0,4538.0,0.0,853.0,0.05,39208.0,,,,,,,,,,,
2006/02,2025.0,千興,3941975.0,3755438.0,186537.0,61885.0,124652.0,121312.0,16736.0,104576.0,0.0,0.0,5177.0,109753.0,109736.0,0.0,17.0,0.39,-3340.0,,,,,,,,,,,
2006/02,2027.0,大成鋼,9572028.0,7654361.0,1917667.0,828714.0,1088953.0,937436.0,335150.0,602286.0,0.0,0.0,253.0,602539.0,602716.0,0.0,-177.0,1.9,-151517.0,,,,,,,,,,,
2006/02,2028.0,威致鋼鐵,4246329.0,3888232.0,358097.0,131539.0,226558.0,126156.0,-3407.0,129563.0,0.0,0.0,4324.0,133887.0,133546.0,0.0,341.0,0.51,-100402.0,,,,,,,,,,,
2006/02,2029.0,盛餘,8716190.0,7491477.0,1224713.0,502115.0,722598.0,773018.0,136378.0,636640.0,0.0,0.0,0.0,636640.0,632208.0,0.0,4432.0,1.97,50420.0,,,,,,,,,,,
2006/02,2030.0,彰源,3542123.0,3036214.0,505909.0,291691.0,214218.0,270772.0,46428.0,224344.0,0.0,0.0,-11230.0,213114.0,213114.0,0.0,0.0,1.12,56554.0,,,,,,,,,,,
2006/02,2031.0,新光鋼,4274508.0,3954308.0,320200.0,79686.0,240514.0,280548.0,70331.0,210217.0,0.0,0.0,21182.0,231399.0,231558.0,0.0,-159.0,1.14,40034.0,,,,,,,,,,,
2006/02,2032.0,新鋼工業,2125869.0,1909248.0,216621.0,71090.0,145531.0,164521.0,36880.0,127641.0,0.0,0.0,1922.0,129563.0,129495.0,0.0,68.0,1.41,18990.0,,,,,,,,,,,
2006/02,2034.0,允強,6027069.0,5454333.0,572736.0,210843.0,361893.0,457711.0,77828.0,379883.0,0.0,0.0,823.0,380706.0,380359.0,0.0,347.0,2.55,95818.0,,,,,,,,,,,
2006/02,2049.0,上銀科技,1755359.0,1040221.0,715138.0,490414.0,224676.0,230814.0,-367.0,231181.0,0.0,0.0,0.0,231181.0,231181.0,0.0,0.0,1.3,6138.0,,,,,,,,,,,
2006/02,2101.0,南港輪胎,5034196.0,3760458.0,1273738.0,595566.0,679271.0,631852.0,113185.0,518667.0,0.0,0.0,179063.0,697730.0,697730.0,0.0,0.0,2.03,-47419.0,,,,,,,,,,,
2006/02,2102.0,泰豐輪胎,3479024.0,2637534.0,841490.0,450764.0,390726.0,442465.0,108718.0,333747.0,0.0,0.0,3167.0,336914.0,336914.0,0.0,0.0,1.14,51739.0,,,,,,,,,,,
2006/02,2103.0,台橡,10827392.0,8784559.0,2042833.0,467988.0,1574845.0,1629302.0,347857.0,1281445.0,0.0,0.0,0.0,1281445.0,985314.0,0.0,296131.0,1.52,54457.0,,,,,,,,,,,
2006/02,2104.0,中橡,7991442.0,6918797.0,1072645.0,599742.0,472903.0,386513.0,177648.0,208865.0,0.0,-42581.0,-6902.0,159382.0,144150.0,0.0,15232.0,0.34,-86390.0,,,,,,,,,,,
2006/02,2105.0,正新,22081580.0,18145433.0,3936147.0,2468219.0,1467850.0,1636667.0,440242.0,1196425.0,0.0,0.0,0.0,1196425.0,1169890.0,0.0,26535.0,0.96,168817.0,,,,,,,,,,,
2006/02,2106.0,建大,6720525.0,5770238.0,950287.0,680354.0,269933.0,251755.0,58795.0,192960.0,0.0,0.0,26558.0,219518.0,222849.0,0.0,-3331.0,0.5,-18178.0,,,,,,,,,,,
2006/02,2107.0,厚生,597374.0,480477.0,116897.0,97171.0,19726.0,91128.0,12475.0,78653.0,0.0,0.0,8279.0,86932.0,86932.0,0.0,0.0,0.19,71402.0,,,,,,,,,,,
2006/02,2108.0,南帝化工,2048160.0,1619350.0,428810.0,242127.0,186683.0,312920.0,57310.0,255610.0,0.0,0.0,0.0,255610.0,255610.0,0.0,0.0,1.07,126237.0,,,,,,,,,,,
2006/02,2109.0,華豐橡膠,3688536.0,3292993.0,395543.0,424147.0,-28604.0,-90587.0,13396.0,-103983.0,0.0,0.0,0.0,-103983.0,-93681.0,0.0,-10302.0,-0.29,-61983.0,,,,,,,,,,,
2006/02,2114.0,鑫永銓,821574.0,610245.0,211329.0,85461.0,125868.0,127146.0,40121.0,87025.0,0.0,0.0,892.0,87917.0,87917.0,0.0,0.0,2.31,1278.0,,,,,,,,,,,
2006/02,2201.0,裕隆汽車,24105121.0,19981642.0,4123479.0,3296059.0,889953.0,2421081.0,701193.0,1719888.0,0.0,0.0,-1932.0,1717956.0,1796648.0,0.0,-78692.0,1.28,1531128.0,,,,,,,,,,,
2006/02,2204.0,中華汽車,23789845.0,19534040.0,4255805.0,2782438.0,1539950.0,2256259.0,260781.0,1995478.0,0.0,0.0,63232.0,2058710.0,2037900.0,0.0,20810.0,1.69,716309.0,,,,,,,,,,,
2006/02,2206.0,三陽工業,16767653.0,12181292.0,4586361.0,4039906.0,546455.0,687297.0,215314.0,471983.0,0.0,0.0,0.0,471983.0,383150.0,0.0,88833.0,0.51,140842.0,,,,,,,,,,,
2006/02,2207.0,和泰汽車,52742240.0,47302766.0,5439474.0,2776391.0,2663083.0,2932416.0,832712.0,2099704.0,0.0,0.0,0.0,2099704.0,1871497.0,0.0,228207.0,3.43,269333.0,,,,,,,,,,,
2006/02,2227.0,裕隆日產,20406358.0,16494344.0,3912014.0,2592137.0,1319877.0,1739844.0,150431.0,1589413.0,0.0,0.0,32722.0,1622135.0,1622135.0,0.0,0.0,5.41,419967.0,,,,,,,,,,,
2006/02,2228.0,劍麟,936577.0,675208.0,261369.0,140237.0,121132.0,132323.0,-19662.0,151985.0,0.0,0.0,0.0,151985.0,151985.0,0.0,0.0,2.88,11191.0,,,,,,,,,,,
2006/02,2301.0,光寶科技,109940476.0,96116390.0,13824086.0,8784599.0,5040153.0,5140340.0,563067.0,4577273.0,0.0,0.0,711.0,4577984.0,3994411.0,0.0,583573.0,1.51,100187.0,,,,,,,,,,,
2006/02,2302.0,麗正,759803.0,630127.0,129676.0,134926.0,-5250.0,20011.0,8314.0,11697.0,0.0,0.0,0.0,11697.0,11937.0,0.0,-240.0,0.05,25261.0,,,,,,,,,,,
2006/02,2303.0,聯電,54000411.0,45651135.0,8349276.0,7510770.0,865886.0,20497565.0,1413158.0,19084407.0,0.0,0.0,-1188515.0,17895892.0,18337788.0,0.0,-441896.0,1.01,19631679.0,,,,,,,,,,,
2006/02,2305.0,全友電腦,765983.0,574648.0,191335.0,359328.0,-167993.0,-161780.0,761.0,-162541.0,0.0,0.0,0.0,-162541.0,-162541.0,0.0,0.0,-0.8,6213.0,,,,,,,,,,,
2006/02,2308.0,台達電,47484352.0,36902015.0,10582337.0,4616541.0,5965796.0,6570250.0,744124.0,5826126.0,0.0,0.0,27822.0,5853948.0,5486962.0,0.0,366986.0,2.79,604454.0,,,,,,,,,,,
2006/02,2311.0,日月光,51123978.0,36988869.0,14135109.0,4004037.0,10131072.0,12674021.0,567257.0,12106764.0,0.0,0.0,-342503.0,11764261.0,10500786.0,0.0,1263475.0,2.39,2542949.0,,,,,,,,,,,
2006/02,2312.0,金寶電子,15575733.0,13933616.0,1642117.0,1057938.0,584179.0,431747.0,44050.0,387697.0,0.0,0.0,6113.0,393810.0,449326.0,0.0,-55516.0,0.33,-152432.0,,,,,,,,,,,
2006/02,2313.0,華通,10342655.0,8400245.0,1942410.0,851381.0,1091029.0,853777.0,280361.0,573416.0,0.0,0.0,-21624.0,551792.0,551507.0,0.0,285.0,0.46,-237252.0,,,,,,,,,,,
2006/02,2314.0,台揚科技,2946837.0,2302916.0,643921.0,379743.0,264178.0,224386.0,0.0,224386.0,0.0,0.0,0.0,224386.0,222881.0,0.0,1505.0,0.53,-39792.0,,,,,,,,,,,
2006/02,2316.0,楠梓電,5797671.0,5427812.0,369859.0,405005.0,-35146.0,90135.0,14123.0,76012.0,0.0,0.0,1270.0,77282.0,106126.0,0.0,-28844.0,0.23,125281.0,,,,,,,,,,,
2006/02,2317.0,鴻海,533059585.0,480295462.0,52764123.0,22854536.0,29909587.0,32959170.0,7629515.0,25329655.0,0.0,0.0,0.0,25329655.0,22751568.0,0.0,2578087.0,4.56,3049583.0,,,,,,,,,,,
2006/02,2321.0,東訊,7103657.0,6246110.0,857547.0,660952.0,196595.0,227900.0,15388.0,212512.0,0.0,0.0,-237.0,212275.0,238496.0,0.0,-26221.0,0.8,31305.0,,,,,,,,,,,
2006/02,2323.0,中環,16157216.0,13616558.0,2540658.0,2012494.0,528164.0,253951.0,51930.0,202021.0,0.0,-182672.0,77215.0,96564.0,160176.0,0.0,-63612.0,0.06,-274213.0,,,,,,,,,,,
2006/02,2324.0,仁寶電腦,158630573.0,147530124.0,11100449.0,4206243.0,6894206.0,6297958.0,1142182.0,5155776.0,0.0,0.0,0.0,5155776.0,3890056.0,0.0,1265720.0,1.05,-596248.0,,,,,,,,,,,
2006/02,2325.0,矽品,27337154.0,20254917.0,7082237.0,1338870.0,5743367.0,6636187.0,320015.0,6316172.0,0.0,0.0,0.0,6316172.0,6316172.0,0.0,0.0,2.62,892820.0,,,,,,,,,,,
2006/02,2327.0,國巨,9707655.0,6870125.0,2837530.0,1490782.0,1346748.0,1060718.0,136358.0,924360.0,0.0,0.0,0.0,924360.0,884023.0,0.0,40337.0,0.37,-286030.0,,,,,,,,,,,
2006/02,2328.0,廣宇,4673922.0,4232494.0,441428.0,261944.0,179484.0,298980.0,102126.0,196854.0,0.0,0.0,0.0,196854.0,162675.0,0.0,34179.0,0.39,119496.0,,,,,,,,,,,
2006/02,2329.0,華泰電子,5665807.0,5508692.0,157115.0,476878.0,-319763.0,-690490.0,-326615.0,-363875.0,0.0,0.0,203981.0,-159894.0,-175451.0,0.0,15557.0,-0.2,-370727.0,,,,,,,,,,,
2006/02,2330.0,台積電,159968160.0,79742976.0,80225184.0,14000158.0,66225026.0,69190540.0,4135397.0,65055143.0,0.0,0.0,1606749.0,66661892.0,66608628.0,0.0,53264.0,2.58,2965514.0,,,,,,,,,,,
2006/02,2331.0,精英,40965062.0,38541087.0,2423975.0,2172564.0,251576.0,330982.0,57323.0,273659.0,0.0,0.0,2168.0,275827.0,275814.0,0.0,13.0,0.27,79406.0,,,,,,,,,,,
2006/02,2332.0,友訊科技,19173770.0,13128643.0,6045127.0,4756299.0,1288828.0,1393874.0,264217.0,1129657.0,0.0,0.0,31518.0,1161175.0,986394.0,0.0,174781.0,1.49,105046.0,,,,,,,,,,,
2006/02,2337.0,旺宏,9822821.0,7627509.0,2195312.0,2609807.0,-414495.0,-346236.0,87620.0,-433856.0,0.0,0.0,0.0,-433856.0,-394657.0,0.0,-39199.0,-0.14,68259.0,,,,,,,,,,,
2006/02,2338.0,光罩,1787901.0,1195091.0,592810.0,173999.0,418811.0,448991.0,85143.0,363848.0,0.0,0.0,13248.0,377096.0,365406.0,0.0,11690.0,1.08,30180.0,,,,,,,,,,,
2006/02,2340.0,光磊,3787917.0,2784624.0,1003293.0,560279.0,443014.0,314511.0,-67417.0,381928.0,0.0,0.0,-3060.0,378868.0,385488.0,0.0,-6620.0,0.51,-128503.0,,,,,,,,,,,
2006/02,2342.0,茂矽,3761153.0,3158231.0,602922.0,420406.0,182516.0,1971027.0,62417.0,1908610.0,0.0,0.0,0.0,1908610.0,1918807.0,0.0,-10197.0,1.9,1788511.0,,,,,,,,,,,
2006/02,2344.0,華邦電,14326604.0,10868146.0,3458458.0,3595903.0,-134827.0,9354.0,16567.0,-7213.0,0.0,0.0,9616.0,2403.0,6877.0,0.0,-4474.0,0.0,144181.0,,,,,,,,,,,
2006/02,2345.0,智邦科技,10478096.0,8676189.0,1801907.0,1930768.0,-128861.0,-186297.0,31456.0,-217753.0,0.0,0.0,657.0,-217096.0,-234051.0,0.0,16955.0,-0.45,-57436.0,,,,,,,,,,,
2006/02,2347.0,聯強國際,68845950.0,65568060.0,3277890.0,2015676.0,1262214.0,1255639.0,208044.0,1047595.0,0.0,0.0,97726.0,1145321.0,1134023.0,0.0,11298.0,1.13,-6575.0,,,,,,,,,,,
