證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　 研究發展費用,　　　 研究發展費用合計,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 租賃收入,　　　 租賃收入合計,　 停業單位損益,　　 停業單位損益合計,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－備供出售金融商品未實現損益,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－國外營運機構財務報表換算之兌換差額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－確定福利計畫精算利益（損失）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 繼續營業單位淨利（淨損）,　　　 租賃收入,　　 銷貨成本,　　　 銷貨成本合計,　　　 其他收入－其他,　　　 利息費用,　　 國外營運機構財務報表換算之兌換差額,　　 其他綜合損益
1456,2013年第3季,,,,                187722,,                188691,                   -969,                   -969,,,                  1448,,                 13161,                 14609,,                              0,                -15578,,,                  2203,,                  3883,,                 15243,,                   -305,                 -9462,                -25040,,,                    785,                    785,                -25825,                -25825,,,,,,,,,,,,,,,,,,,                  1407,                -24418,,                -25825,,                -24418,,                             -0.16,,                              0,                  1407,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,
1456,2013年第2季,,,                156122,                177067,,                181969,                 -4902,                 -4902,,,                     62,,                 11966,                 14528,,,                -19430,,,                    946,,                 -1791,,                 13420,,                   -279,                -14544,                -33974,,,,                   -129,                -33845,                -33845,,,,,,,,,,,,,,,,,,,                 -3517,                -37362,,                -33845,,                -37362,,                             -0.21,,                  2500,                 -3517,,,                              0,,,                 20945,,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,
1456,2013年第1季,,,                182341,                203192,,                182482,                 20710,                 20710,,,                  1716,,                  9891,                 14637,,                              0,                  6073,,,                    759,,                 -8873,,                 12915,,                      5,                -21024,                -14951,,,,                 -4517,                -10434,                -10434,,,,,,,,,,,,,,,,,,,                 -3681,                -14115,,                -10434,,                -14115,,                             -0.06,,                  3030,                 -3517,,,                   -164,,,                 20851,,,                   -164,                              0,                              0,                      5,                              0,,,,,,,,,,,,,,,,
1456,2013年度,,,,                838805,,                802606,                 36199,                 36199,,,                 18106,,                 80658,                104294,,                113403,                 45308,,,                 33357,,                -13234,,                 56923,,                   -622,                -37422,                  7886,,,,                 -7545,                 15431,                 15431,,,,,,,,,,,,,,,,,,,                -13505,                  1926,,                 15431,,                  1926,,                              0.09,,                  5530,                 -8206,                 -5191,,                   -108,                              0,,,,,,,,,,,,,,,,,,,,,,,,,
1456,2013年07月01日至2013年09月30日,,,                166919,                187722,,                192269,                 -4547,                 -4547,,,                  1448,,                 13161,                 14609,,,                -19156,,,                  2203,,                  3883,,                 15243,,                   -305,                 -9462,                -28618,,,,                    785,                -29403,                -29403,,,,,,,,,,,,,,,,,,,                 -1407,                -30810,,                -29403,,                -30810,,                             -0.07,,                              0,                 -1407,,,                              0,,,                 20803,,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,                             -0.07,,,,,,,
1456,2013年04月01日至2013年06月30日,,,                156122,                177067,,                185552,                 -8485,                 -8485,,,                     62,,                 11966,                 14528,,,                -23013,,,                    946,,                 -1791,,                 13420,,                   -279,                -14544,                -37557,,,,                   -129,                -37428,                -37428,,,,,,,,,,,,,,,,,,,                 -3517,                -40945,,                -37428,,                -40945,,                             -0.10,,                  2500,                 -3517,,,                              0,,,                 20945,,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,                             -0.10,,,,,,,
1456,2013年01月01日至2013年12月31日,,,                755675,                838805,,                816927,                 21878,                 21878,,,                 18106,,                 80658,                104294,,,                -82416,,,                 33357,,                -13131,,                 56923,,                   -622,                -37319,               -119735,,,,                 -7545,               -112190,               -112190,,,,,,,,,,,,,,,,,,,                -13505,               -125695,,               -112190,,               -125695,,                             -0.69,,                  5530,                 -8206,                 -5191,,                   -108,,,                 83130,,,                    -74,                              0,                              0,,                    622,                    -31,                     -3,,,,,,,,,,,,,,
1456,2013年01月01日至2013年09月30日,,,,                567981,,                553142,                 14839,                 14839,,,                  3226,,                 35018,                 43774,,                     55,                -28880,,,                  3908,,                 -6836,,                 41578,,                   -579,                -45085,                -73965,,,                 -3861,                 -3861,                -70104,                -70104,,,,,,,,,,,,,,,,,,,                  8605,                -61499,,                -70104,,                -61499,,                             -0.43,,                  5530,                  8605,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,
1456,2013年01月01日至2013年06月30日,,,                338463,                380259,,                364451,                 15808,                 15808,,,                  1778,,                 21857,                 29165,,,                -13357,,,                  1705,,                -10664,,                 26335,,                   -274,                -35568,                -48925,,,,                 -4646,                -44279,                -44279,,,,,,,,,,,,,,,,,,,                 -7198,                -51477,,                -44279,,                -51477,,                             -0.27,,                  5530,                 -7034,,,                   -164,,,                 41796,,                              0,                   -164,                              0,                              0,,,,,,,,,,,,,,,,,,
1456,2013年01月01日至2013年03月31日,,,                182341,                203192,,                186066,                 17126,                 17126,,,                  1716,,                  9891,                 14637,,                              0,                  2489,,,                    759,,                 -8873,,                 12915,,                      5,                -21024,                -18535,,,,                 -4517,                -14018,                -14018,,,,,,,,,,,,,,,,,,,                 -3681,                -17699,,                -14018,,                -17699,,                             -0.03,,                  3030,                 -3517,,,                   -164,,,                 20851,,                              0,                   -164,                              0,                              0,                      5,                              0,,,                              0,                              0,,,,,,                 20851,,                186066,                    759,                 12915,                              0,                              0
1456,2012年07月01日至2012年09月30日,,,                397510,                402520,,                404084,                 -1564,                 -1564,,,                 16255,,                 20166,                 37370,,,                -38934,,,                  9976,,                  6351,,                 13474,,                    312,                  3165,                -35769,,,,                  1687,                -37456,                -37456,,,,,,,,,,,,,,,,,,,                 29310,                 -8146,,                -37456,,                 -8146,,                             -0.22,,                    949,                 29310,,,                              0,,,                  5010,,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,                             -0.22,,,,,,,
1456,2012年04月01日至2012年06月30日,,,                474790,                479800,,                480409,                   -609,                   -609,,,                 13056,,                 18565,                 33362,,,                -33971,,,                  4339,,                 -3309,,                 13531,,                   -780,                -13281,                -47252,,,,                  1065,                -48317,                -48317,,,,,,,,,,,,,,,,,,,                  1407,                -46910,,                -48317,,                -46910,,                             -0.29,,                  1741,                  1407,,,                              0,,,                  5010,,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,                             -0.29,,,,,,,
1456,2012年01月01日至2012年12月31日,,,              1814919,              1840232,,              1939390,                -99158,                -99158,,,                 54867,,                 76785,                137590,,,               -236748,,,                 26527,,                 34628,,                 54257,,                 -8282,                 -1384,               -238132,,,,                 15361,               -253493,               -253493,,,,,,,,,,,,,,,,,,,                -12250,               -265743,,               -253493,,               -265743,,                             -3.51,,                  5938,                 -2357,                 -9985,,                     92,,,                 25313,,,                    155,                              0,                              0,,                  8282,                    -57,                     -6,,,,,,,,,,,,,,
1456,2012年01月01日至2012年09月30日,,,              1410162,              1425192,,              1426333,                 -1141,                 -1141,,,                 42027,,                 58997,                104793,,,               -105934,,,                 17482,,                 36339,,                 40810,,                 -7371,                  5640,               -100294,,,,                  3806,               -104100,               -104100,,,,,,,,,,,,,,,,,,,                 18512,                -85588,,               -104100,,                -85588,,                             -0.62,,                  3769,                 18503,,,                      9,,,                 15030,,,                      9,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,                             -0.62,,,,,,,
1456,2012年01月01日至2012年06月30日,,,              1012652,              1022672,,              1022249,                    423,                    423,,,                 25772,,                 38831,                 67423,,,                -67000,,,                  7506,,                 29988,,                 27336,,                 -7683,                  2475,                -64525,,,,                  2119,                -66644,                -66644,,,,,,,,,,,,,,,,,,,                -10798,                -77442,,                -66644,,                -77442,,                             -0.40,,                  2820,                -10807,,,                      9,,,                 10020,,,                      9,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,                             -0.40,,,,,,,
1456,2012年01月01日至2012年03月31日,,,                537862,                542872,,                541840,                  1032,                  1032,,,                 12716,,                 20266,                 34061,,                              0,                -33029,,,                  3167,,                 33297,,                 13805,,                 -6903,                 15756,                -17273,,,,                  1054,                -18327,                -18327,,,,,,,,,,,,,,,,,,,                -12205,                -30532,,                -18327,,                -30532,,                             -0.11,,                  1079,                -12214,,,                      9,,,                  5010,,                              0,                      9,                              0,                              0,                              0,                  6903,,,                              0,                              0,,,,,,                  5010,,                541840,                  3167,                 13805,                              0,                              0
