公司代號,公司名稱,營業收入,營業成本,營業毛利,營業費用,營業利益,營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利,所得稅費用(利益),繼續營業單位稅後淨利,停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股稅後盈餘,換算匯率,換算匯率參考依據
"911608","明輝環球",3343632,2442351,901281,523053,378228,18648,12098,384778,75385,309393,0,0,0,309393,301165,8228,0.63,SGD＄1：NT$23.31,臺灣銀行於財務報表日之即期匯率
"911609","揚子江",68812312,51901083,16911229,1897756,15013473,12357313,3328092,24042694,4752708,19289986,0,0,0,19289986,19127441,162545,4.99,RMB$1：NT$ 4.81,於財務報表日之銀行即期匯率
"911610","聯合環境",2004143,1242996,761147,346814,414333,62366,145309,331390,83998,247392,0,0,0,247392,247392,0,0.52,SGD$1:NT$23.49,101.3.31臺灣銀行即期匯率
"911611","中國泰山",3908592,3344672,563920,101928,461992,43319,24435,480876,128408,352468,0,0,0,352468,352468,0,0.32,RMB1:NTD4.81,Bloomberg顯示12月31日閉市匯率
"911612","滬安電力",15911293,13913681,1997612,773274,1224338,47441,260317,1011462,176095,835367,0,0,0,835367,835367,0,0.97,RMB$1:NT$4.7930,以2011年12月31日www.oanda.com網站
"911616","杜康控股",6367024,4077485,2289539,1155292,1134247,20477,123405,1031319,280398,750921,0,0,0,750921,750921,0,1.03,RMB$1:NT$4.466,2011年6月底
"911619","耀傑集團",1599127,1239871,359256,206277,152979,36676,12930,176725,25344,151381,0,0,0,151405,151381,24,0.87,SGD$1:NT$23.5100,臺灣銀行於100.9.30財務報表日之即期匯率
"911622","泰聚亨",8333641,7635635,698006,367296,330710,70130,177521,223319,0,223319,0,0,0,223319,223319,0,0.37,THB＄1：NT$0.96,以100/12/31匯率換算
"911626","華運中國",4142346,2892247,1250099,193684,1056415,11556,11685,1056286,280585,775701,0,0,0,775701,775701,0,1.72,4.807,匯率係採用各該期期末之台灣銀行匯率
"911868","同方友友",4120741,6343261,-2222520,1938081,-4160601,168785,1553718,-5545534,-74884,-5470650,0,0,0,-5470650,-5468559,-2091,-5.80,HKD$1:NT$3.802,2012年3月末
"912000","晨訊科技",12992984,11945159,1047825,1605437,-557612,348855,42119,-250876,-70142,-180734,0,0,0,-180734,-170703,-10031,-0.11,HKD＄1：NT$3.897,臺灣銀行於財務報表日之即期匯率
"912398","友佳國際",9062863,6948689,2114174,1245104,869070,146160,61801,953429,212609,740820,0,0,0,740820,740820,0,1.83,RMB 1:NT$4.8101,100年12/31 人民幣兌台幣匯率
"9136","巨騰",32097285,28716914,3380371,2266621,1113750,252429,197402,1168777,196302,972475,0,0,0,972475,1049957,-77482,0.93,HKD＄1：NT$3.8979,臺灣銀行2011年12月31日即期中價匯率
"913889","大成糖",17111611,14886078,2225533,1357830,867703,81704,301921,647486,170284,477202,0,0,0,477202,480079,-2877,0.40,HKD$1:NT3.8766,100/12/31OANDA萬達亞太公司匯率
"9151","中國旺旺",89220020,58373390,30846630,16936149,13910481,2750907,363602,16297786,3593085,12704701,0,0,0,12704701,12701188,3513,0.96,USD $ 1: NT$30.28,臺灣銀行於財務報表日之即期匯率
"9157","陽光能源",13375010,12138930,1236080,1450891,-214811,740033,346515,178707,-48226,226933,0,0,0,226933,275713,-48780,0.12,RMB$1 : NT$4.8125,中央銀行 100/12/31之匯率
"9188","精熙國際",3696335,2948180,748155,593814,154341,78139,4480,228000,25612,202388,0,0,0,202388,202388,0,0.24,USD$1:NTD$30.275,依臺灣銀行於100 年12 月31 日之即期匯率
