年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2015/04,1439,中和羊毛,1382137,767359,2149496,15475,149636,165111,920000,8686,1055699,0,0,--,--,--,--,1984385,0,0,0,21.57
2015/04,1440,南紡,8247907,32669948,40917855,7419081,7189528,14608609,16568159,75112,7924000,1256627,--,25823898,--,--,485348,26309246,0,0,0,15.59
2015/04,1441,大東紡織,845512,2071669,2917181,822732,1308857,2131589,897991,16841,-140369,11129,0,785592,--,--,--,785592,0,0,0,8.75
2015/04,1442,名軒,13976000,555966,14531966,3698426,5868699,9567125,2439839,910431,1609272,5299,--,4964841,--,--,--,4964841,0,--,0,20.35
2015/04,1443,立益紡織,1726878,3014647,4741525,2614806,1143389,3758195,1353430,701,-55625,-87444,-9056,1202006,--,--,-218676,983330,0,0,460610,8.91
2015/04,1444,力麗,6725900,11503022,18228922,5563840,547957,6111797,9573029,45617,1537539,127547,-28470,11255262,--,--,861863,12117125,0,--,10774028,11.89
2015/04,1445,大宇紡織,1185966,1136277,2322243,158319,223595,381914,1386670,172064,334553,47042,0,1940329,--,--,0,1940329,0,0,0,13.99
2015/04,1446,宏和,3081336,708511,3789847,1772952,227935,2000887,1377095,295676,127430,-11241,0,1788960,--,--,0,1788960,0,0,0,12.99
2015/04,1447,力鵬,11257189,10353735,21610924,9149947,1756413,10906360,9144872,81899,1482876,-360511,-357738,9991398,--,--,713166,10704564,0,--,82948106,12.02
2015/04,1449,佳和實業,2334115,2995215,5329330,1982049,2237145,4219194,1200000,44100,-781377,416899,-14290,865332,--,--,244804,1110136,0,--,317686,7.23
2015/04,1451,年興紡織,7636494,5939579,13576073,1876536,1672124,3548660,4000000,410589,5457412,88662,--,9956663,--,--,70750,10027413,0,--,0,24.89
2015/04,1452,宏益,1581089,1127608,2708697,196898,55974,252872,1326414,151649,961317,16445,--,--,--,--,--,2455825,0,0,0,18.51
2015/04,1453,大將,723066,414427,1137493,76670,54910,131580,879164,2762,117314,-5982,0,993258,--,--,12655,1005913,0,--,0,11.3
2015/04,1454,台富,1168238,1023576,2191814,368484,139651,508135,1403098,67094,175907,114598,-77032,1683665,--,--,14,1683679,0,--,7714103,12.7
2015/04,1455,集盛,4193929,7275899,11469828,2328504,1665739,3994243,6117634,360356,997095,500,--,7475585,--,--,--,7475585,0,--,0,12.22
2015/04,1456,怡華,2507017,2046176,4553193,3150845,305028,3455873,937200,18377,104026,37717,--,1097320,--,--,--,1097320,0,0,0,11.71
2015/04,1457,宜進,2463525,9470395,11933920,2216055,3316558,5532613,3351640,306284,506732,106882,-282628,3988910,--,--,2412397,6401307,0,0,72362089,15.18
2015/04,1459,聯發紡織,2827894,4158431,6986325,2030123,1401536,3431659,3586289,314967,787505,-775325,-513573,3399863,--,--,154803,3554666,0,0,41144531,10.71
2015/04,1460,宏遠,5765092,3881029,9646121,3737506,1097933,4835439,4711891,62039,490401,12020,-465679,4810672,--,--,10,4810682,0,--,33706585,11.0
2015/04,1463,強盛染整,2460191,1107785,3567976,1386596,129126,1515722,1732684,179073,159306,5610,-124693,1951980,--,--,100274,2052254,0,0,11447523,12.06
2015/04,1464,得力實業,5235175,3923185,9158360,4326258,550425,4876683,2407222,350418,888859,43046,-13601,3675944,--,--,605733,4281677,0,--,1169089,15.35
2015/04,1465,偉全實業,2002572,791481,2794053,337773,60209,397982,1036073,353488,362838,74131,--,1826530,--,--,569541,2396071,0,--,0,17.63
2015/04,1466,聚隆,1574880,2013811,3588691,827324,907389,1734713,1111573,451883,290522,0,0,1853978,--,--,0,1853978,0,0,0,16.68
2015/04,1467,南緯實業,4146523,2795340,6941863,2645057,1552983,4198040,2102622,139350,353283,-385132,--,2210123,--,--,533700,2743823,0,0,0,10.51
2015/04,1468,昶和纖維,1231474,1211914,2443388,710518,554642,1265160,1604053,26753,-569895,71416,--,1132327,--,--,45901,1178228,0,--,0,7.06
2015/04,1469,理隆纖維,1010494,1268442,2278936,439628,28390,468018,1246000,455920,-159770,268746,--,1810896,--,--,22,1810918,0,0,0,14.53
2015/04,1470,大統染,688904,387780,1076684,102035,15047,117082,857670,6918,115183,-20169,--,--,--,--,--,959602,0,--,0,11.19
2015/04,1471,首利,1288187,1475606,2763793,471553,7879,479432,2014677,396763,-352471,225392,--,2284361,--,--,--,2284361,0,0,0,11.34
2015/04,1472,三洋紡,502775,510978,1013753,636988,43408,680396,741500,4750,-363483,-8151,-226,374390,--,--,-41033,333357,0,--,8200,5.05
2015/04,1473,台南企業,5126725,2564672,7691397,3168773,243247,3412020,1465674,832665,1577926,163683,-40541,3999407,--,--,279970,4279377,55000,0,1509000,27.59
2015/04,1474,弘裕,2073039,1425963,3499002,1563299,102622,1665921,1298970,5887,511637,16587,0,1833081,--,--,--,1833081,0,0,0,14.11
2015/04,1475,本盟光電,335658,46880,382538,170953,25186,196139,525168,188125,-310840,-4438,--,398015,--,--,-211616,186399,0,0,0,7.58
2015/04,1476,儒鴻,10671694,7010474,17682168,5494197,413642,5907839,2609874,1289437,7662568,212450,--,11774329,--,--,0,11774329,0,0,0,45.11
2015/04,1477,聚陽實業,8140059,5415095,13555154,4233948,209067,4443015,1987306,3397605,3388679,280275,--,9053865,--,--,58274,9112139,0,0,0,45.56
2015/04,1503,士電,12349579,22279333,34628912,8398034,4320799,12718833,5209722,2584302,13276483,362030,--,21432537,--,--,477542,21910079,0,--,0,41.14
2015/04,1504,東元電機,42292402,42141850,84434252,22715038,10286710,33001748,20026929,7638417,19363279,756980,-321563,47464042,--,--,3968462,51432504,0,0,22443022,23.97
2015/04,1506,正道,1487207,1262502,2749709,480733,920968,1401701,1222557,118538,-26965,-58472,--,1255658,--,--,92350,1348008,0,0,0,10.27
2015/04,1507,永大機電,20787408,9714163,30501571,16374563,1917718,18292281,4108200,250581,6644515,1102857,-69411,12036742,--,--,172548,12209290,0,0,2129800,29.45
2015/04,1512,瑞利,2458807,2515879,4974686,2122872,1302349,3425221,1818025,0,-336746,-6347,--,1474932,--,--,74533,1549465,0,--,0,8.11
2015/04,1513,中興電,9208651,5952267,15160918,5675022,1859221,7534243,4200000,390643,2598620,294851,-116880,7367234,--,--,259441,7626675,0,0,9038676,17.93
2015/04,1514,亞力電機,3185868,1779746,4965614,1885384,352465,2237849,2010670,60165,636702,2605,-41616,2668526,--,--,59239,2727765,0,0,2362712,13.43
2015/04,1515,力山,2936569,2740546,5677115,2533357,704309,3237666,1814735,433,488542,112405,--,2416115,--,--,23334,2439449,0,0,0,13.31
2015/04,1516,川飛,285429,122819,408248,23455,63020,86475,233147,20185,68441,0,0,--,--,--,--,321773,0,0,0,13.8
2015/04,1517,利奇機械,3355771,1859755,5215526,790707,751098,1541805,2278250,60505,1161094,57049,--,3556898,--,--,116823,3673721,0,--,0,15.61
2015/04,1519,華城電機,5634956,2185515,7820471,3539270,1122007,4661277,2610585,1033,560072,-18469,--,3153221,--,--,5973,3159194,0,--,0,12.08
2015/04,1521,大億,2221994,1433906,3655900,1572744,295784,1868528,762300,60472,952100,12500,--,1787372,--,--,--,1787372,0,0,0,23.45
2015/04,1522,堤維西,7879284,10588398,18467682,7075030,4752267,11827297,3128979,1317683,1421580,64231,-5996,5926477,--,--,713908,6640385,0,0,939707,19.0
2015/04,1524,耿鼎企業,1235049,3396656,4631705,1961267,789116,2750383,1796852,164239,-90639,10870,0,1881322,0,--,0,1881322,0,0,0,10.47
2015/04,1525,江申工業,850583,3336687,4187270,543164,257052,800216,692454,1251,2593743,99606,--,3387054,--,--,--,3387054,0,0,0,48.91
2015/04,1526,日馳,843950,464610,1308560,466386,239194,705580,500000,--,100222,2758,--,602980,0,--,0,602980,0,--,0,12.06
2015/04,1527,鑽全,12815508,1912783,14728291,10172866,1025603,11198469,1379606,305,2084000,65911,0,--,--,--,--,3529822,0,--,0,25.59
2015/04,1528,恩德,3314946,1319727,4634673,1997916,353756,2351672,1800000,337206,165853,-11541,-30063,2261455,--,--,21546,2283001,0,--,3119000,12.79
2015/04,1529,樂士,205860,316721,522581,227140,5704,232844,2997089,0,-2712018,0,0,285071,0,--,4666,289737,0,0,0,0.95
2015/04,1530,亞崴機電,4579298,2263369,6842667,3354105,689239,4043344,919945,250067,1428190,21650,--,2619852,--,--,179471,2799323,0,0,0,28.48
2015/04,1531,高林股,3589835,1897895,5487730,1086451,309108,1395559,1931511,338901,1916276,99326,-193843,4092171,--,--,0,4092171,0,0,8143000,22.12
2015/04,1532,勤美,21602172,14638022,36240194,10593962,6343314,16937276,3852521,1536393,6138789,761874,0,12289577,--,--,7013341,19302918,0,0,0,31.9
2015/04,1533,車王電,2875425,1482731,4358156,1463367,608688,2072055,947572,271128,1009000,58413,0,2286113,--,--,-12,2286101,0,0,0,24.13
2015/04,1535,中宇,5215792,1598159,6813951,2885347,434565,3319912,1237426,628374,1452522,175717,0,3494039,0,--,0,3494039,0,--,0,28.24
2015/04,1536,和大工業,3568095,5380667,8948762,2230540,2849728,5080268,2349565,13804,1408970,45940,--,3818279,--,--,50215,3868494,0,0,0,16.25
2015/04,1537,廣隆光電,3256993,1351948,4608941,889994,292661,1182655,817854,640909,1720558,163776,--,3343097,--,--,83189,3426286,0,0,0,40.88
2015/04,1538,正峰新,388661,1302600,1691261,446210,499611,945821,831358,--,-109491,23573,--,745440,--,--,--,745440,0,0,0,8.97
2015/04,1539,巨庭機械,2163268,802866,2966134,1688163,287487,1975650,653700,0,337861,-1077,--,990484,--,--,0,990484,0,0,0,15.15
2015/04,1540,喬福機械,1186670,411616,1598286,214065,20163,234228,854736,188163,351349,0,-30206,1364042,--,--,16,1364058,0,0,6106000,17.19
2015/04,1541,錩泰,1625934,643954,2269888,992655,85276,1077931,788000,1364,392825,9768,--,1191957,--,--,--,1191957,0,0,0,15.13
2015/04,1558,伸興,4157146,1730026,5887172,1287463,224528,1511991,605526,1387345,2332119,18954,-2163,4341781,--,--,33400,4375181,0,0,17000,71.72
2015/04,1560,中砂,2014729,3113934,5128663,968964,359400,1328364,1410000,1241869,1147700,730,--,--,--,--,--,3800299,0,0,0,26.95
2015/04,1568,倉佑,1492391,1482781,2975172,663560,679365,1342925,1030865,145471,320845,12295,--,1509476,--,--,122771,1632247,0,0,0,14.64
2015/04,1582,信錦,7938333,1409304,9347637,2587470,1154648,3742118,1498564,1940072,1879035,287848,0,5605519,--,--,0,5605519,0,0,0,37.41
2015/04,1583,程泰,9042909,4147673,13190582,6395859,1467408,7863267,1003303,488738,2187548,58415,--,3738004,--,--,1589311,5327315,0,0,0,37.26
2015/04,1589,F-永冠,9557290,6032466,15589756,2473907,2461407,4935314,1179796,6091651,2998411,272809,--,10542667,--,--,111775,10654442,0,--,0,89.36
2015/04,1590,F-亞德,8406840,13049177,21456017,8085777,2961388,11047165,1790250,3906960,4137247,424139,--,10258596,--,--,150256,10408852,0,0,0,57.3
2015/04,1592,F-英瑞,3893489,3248745,7142234,3528233,583631,4111864,1004333,895781,820155,353301,-43200,3030370,--,--,--,3030370,0,--,1455000,30.62
2015/04,1603,華電,3330767,5200304,8531071,2407642,828600,3236242,2738400,412208,4551197,-30249,-2384922,5286634,--,--,8195,5294829,0,0,46916871,23.3
2015/04,1604,聲寶,3902958,8376921,12279879,2352556,2319543,4672099,5250000,76907,2766321,30908,-753857,7370279,--,--,237501,7607780,0,0,33041829,14.98
2015/04,1605,華新,51200394,53482897,104683291,17078873,24035959,41114832,35760002,15766866,11383125,-621113,-608810,61680070,--,--,1888389,63568459,0,--,70000000,17.59
2015/04,1608,華榮,5366231,6832550,12198781,3062875,1233419,4296294,6327735,194806,923793,292061,-852003,6886392,--,--,1016095,7902487,0,0,208563824,16.23
2015/04,1609,大亞電線,10094633,7650796,17745429,7061764,3183007,10244771,5721808,521999,201167,89484,-46562,6487896,0,--,1012762,7500658,0,0,12633667,11.59
2015/04,1611,中電,2825485,4588462,7413947,1928426,273912,2202338,3984392,514132,710592,-7708,-696,5200712,--,--,10897,5211609,0,0,116273,13.06
2015/04,1612,宏泰,2504314,2675547,5179861,579397,116622,696019,3241511,179445,1290709,-168131,-68451,4475083,--,--,8759,4483842,0,0,8071000,14.16
2015/04,1613,台一,11565876,4338377,15904253,11268003,3142053,14410056,2275280,73975,-988889,-67419,--,1292947,--,--,201250,1494197,0,0,0,5.68
2015/04,1614,三洋電,1986607,4670958,6657565,780891,761034,1541925,2691134,223447,2273722,1883,-132298,5057888,--,--,57752,5115640,0,0,10182744,19.53
2015/04,1615,大山,816701,1360233,2176934,531693,185242,716935,1118618,0,346614,-5233,--,1459999,--,--,--,1459999,0,--,0,13.05
2015/04,1616,億泰,2793387,1129952,3923339,1977841,184538,2162379,1941485,2480,-117002,19074,-85077,1760960,--,--,--,1760960,0,--,4654499,9.29
2015/04,1617,榮星電線,2197557,932639,3130196,1308962,199813,1508775,1442332,90331,94722,1032,-7001,1621416,--,--,5,1621421,0,0,1000000,11.32
2015/04,1618,合機公司,2206684,2135490,4342174,326242,22710,348952,2408647,648415,1196167,-260007,--,3993222,--,--,--,3993222,0,0,0,16.58
2015/04,1626,F-艾美,4902626,3315572,8218198,5160001,266044,5426045,1228846,1021581,345304,196422,--,2792153,--,--,--,2792153,0,0,0,22.72
2015/04,1701,中化,4126345,5786560,9912905,2272282,2151166,4423448,2980811,642640,1712665,132931,-28054,5440993,--,--,48464,5489457,0,0,827883,18.3
2015/04,1702,南僑化工,9391406,9007929,18399335,6871475,5883783,12755258,2941330,520786,2508036,59781,-530114,5499819,--,--,144258,5644077,0,0,46041259,22.17
2015/04,1704,榮化,20809636,16742734,37552370,7117123,5842615,12959738,8529594,9171710,5896289,921736,0,24519329,--,--,73303,24592632,0,--,0,28.75
2015/04,1707,葡萄王,2650568,5961797,8612365,1788317,2604492,4392809,1303001,59567,2115246,395,--,3478209,--,--,741347,4219556,0,0,0,26.69
2015/04,1708,東鹼,1947447,7071306,9018753,1515262,2458232,3973494,1827191,10798,2887815,190092,--,4915896,--,--,129363,5045259,0,--,0,26.9
2015/04,1709,和益化工,5324011,4953392,10277403,1941264,1399693,3340957,4299329,245847,1880513,123163,--,6548852,--,--,387594,6936446,0,--,0,15.23
2015/04,1710,東聯,8630400,29524041,38154441,8100791,12233664,20334455,8857031,1351656,4499473,510728,-187798,15031090,--,--,2788896,17819986,0,--,13753554,17.24
2015/04,1711,永光化學,6115332,7243870,13359202,4326481,1058757,5385238,5216688,473558,1683039,276396,--,7649681,--,--,324283,7973964,0,0,0,14.66
2015/04,1712,興農,7044376,8533965,15578341,5721883,4460937,10182820,3448032,212494,1736046,-108782,0,5287790,--,--,107731,5395521,0,0,0,15.34
2015/04,1713,國化,1048164,1365523,2413687,38283,138249,176532,1509517,0,722511,5127,0,--,0,0,--,2237155,0,0,0,14.82
2015/04,1714,和桐化學,17955872,13282243,31238115,12228125,4027619,16255744,9585927,46026,953604,788827,-144781,11229603,--,--,3752768,14982371,0,0,17884513,11.94
2015/04,1715,萬洲化學,6612356,8180115,14792471,3903209,3334772,7237981,4148937,793315,1607376,239765,-49902,6739491,0,--,814999,7554490,0,0,5353548,16.46
2015/04,1717,長興材料,28929485,20188191,49117676,9533629,17196292,26729921,10221690,359884,8691967,2591486,--,21865027,--,--,522728,22387755,0,0,0,21.39
2015/04,1720,生達化學,2603604,3191683,5795287,1177842,730524,1908366,1786961,335467,1171277,250918,--,3544623,--,--,342298,3886921,0,0,0,19.84
2015/04,1721,三晃,682634,541177,1223811,312708,98378,411086,836771,0,-21194,-2852,0,812725,--,--,--,812725,0,0,0,9.71
2015/04,1722,台肥,18900345,61603460,80503805,2248724,25287221,27535945,9800000,2237678,40177405,752777,0,52967860,--,--,--,52967860,0,0,0,54.05
2015/04,1723,中碳,2930404,5047977,7978381,1382448,156163,1538611,2369044,657295,3657570,-102348,-141791,6439770,--,--,0,6439770,0,--,5729537,27.86
2015/04,1724,台硝,881489,1788726,2670215,551025,141238,692263,1278139,9826,683871,6116,--,1977952,--,--,--,1977952,0,--,0,15.48
2015/04,1725,元禎,3739762,720595,4460357,1960674,68843,2029517,1818300,1524,527603,93869,-10456,2430840,--,--,0,2430840,0,0,748000,13.42
2015/04,1726,永記造漆,7333449,2154251,9487700,1104059,445938,1549997,1620000,109005,6160830,47868,--,7937703,0,--,0,7937703,0,0,0,49.0
2015/04,1727,中華化學,1044286,1177099,2221385,763266,32774,796040,1102500,9324,301004,2328,0,1415156,--,--,10189,1425345,0,0,0,12.84
2015/04,1729,必翔實業,2842297,1673143,4515440,540394,102848,643242,1854142,883930,23730,27669,-28532,2760939,--,--,1111259,3872198,0,0,990000,14.97
2015/04,1730,花仙子,1168777,630201,1798978,630686,26366,657052,534812,20082,401672,29185,0,985751,0,--,156175,1141926,0,0,0,18.43
2015/04,1731,美吾華,1400513,1229627,2630140,691620,207629,899249,1329152,209247,184510,7982,--,1730891,--,--,--,1730891,0,--,0,13.02
