年,季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2016,03,1216,統一,133122301,244956234,378078535,139795081,86792274,226587355,56820154,3880615,34754113,-1541164,--,93913718,--,--,57577462,151491180,0,0,0,                 16.53
2016,03,1217,愛之味,2490135,9204650,11694785,2704337,3119047,5823384,4945134,256854,158292,-178227,0,5182053,--,--,689348,5871401,0,0,0,                 10.48
2016,03,1218,泰山企業,3192676,4778721,7971397,2139585,2155629,4295214,3533360,23770,348875,-31043,-203876,3671086,0,--,5097,3676183,0,0,13680042,                 10.81
2016,03,1219,福壽實業,4010963,3971459,7982422,1725631,2363262,4088893,3188256,36696,621747,-1104,--,3845595,--,--,47934,3893529,0,0,0,                 12.06
2016,03,1220,台榮,1856473,1098882,2955355,395554,211133,606687,1770779,1413,490627,-61682,0,2201137,--,--,147531,2348668,0,--,0,                 12.43
2016,03,1225,福懋油,4070077,2604649,6674726,1978454,1146740,3125194,2187030,121015,862661,-35721,--,3134985,--,--,414547,3549532,0,--,0,                 14.33
2016,03,1227,佳格,15023425,6268931,21292356,7014597,466402,7480999,8798939,72397,4783567,-13264,-21182,13620457,--,--,190900,13811357,0,0,6412953,                 15.59
2016,03,1229,聯華實業,3820818,23777095,27597913,4377206,1174983,5552189,9109378,748262,9036330,3068645,-2393,21960222,--,--,85502,22045724,0,--,100000,                 24.11
2016,03,1231,聯華食品,2884797,3293507,6178304,1627371,1630197,3257568,1530008,72435,1266486,32253,--,2901182,--,--,19554,2920736,0,--,0,                 18.96
2016,03,1232,大統益,4029005,598601,4627606,1016936,68610,1085546,1599749,23784,1874486,0,--,3498019,--,--,44041,3542060,0,0,0,                 21.87
2016,03,1233,天仁,702825,1165395,1868220,396143,124848,520991,905919,54263,481479,-96525,-2754,1342382,--,--,4847,1347229,0,0,60000,                 14.83
2016,03,1234,黑松,7421566,14822119,22243685,2134356,2340093,4474449,4018711,184583,13554603,11339,0,17769236,--,--,0,17769236,0,--,0,                 44.22
2016,03,1235,興泰,3193731,1136938,4330669,1045062,359206,1404268,606623,41515,500863,1786935,-9953,2925983,--,--,418,2926401,0,--,1978138,                 49.86
2016,03,1236,宏亞食品,719659,2437237,3156896,637793,651843,1289636,1083425,33396,358423,392016,0,1867260,--,--,0,1867260,0,0,0,                 17.23
2016,03,1256,鮮活果汁-KY,1214771,612611,1827382,803067,105740,908807,271656,60109,599884,-16715,--,914934,--,--,3641,918575,0,--,0,                 33.68
2016,03,1262,綠悅-KY,4813972,7252165,12066137,2161939,611,2162550,1485000,4970783,3845426,-397622,--,9903587,--,--,--,9903587,0,--,0,                 66.69
2016,03,1301,台塑,151529261,270116542,421645803,71273866,64475931,135749797,63657408,11443654,152069670,58725274,--,285896006,--,--,--,285896006,0,0,0,                 44.91
2016,03,1303,南亞塑膠,211592648,294579219,506171867,80593086,99750186,180343272,79308216,24999669,165687560,43085131,--,313080576,--,--,12748019,325828595,0,0,0,                 39.48
2016,03,1304,台聚,32496821,28275066,60771887,15768675,13604901,29373576,11426024,216135,6344669,-104237,-475606,17406985,--,--,13991326,31398311,0,--,111943075,                 16.89
2016,03,1305,華夏,5928894,6033171,11962065,2022305,2760222,4782527,4776695,8221,2035076,26762,0,6846754,0,--,332784,7179538,0,0,0,                 14.33
2016,03,1307,三芳化工,8373267,6266369,14639636,3456174,2759128,6215302,3978181,137866,4161878,146409,--,8424334,--,--,--,8424334,0,--,0,                 21.18
2016,03,1308,亞聚,5735300,8361552,14096852,2231063,2802953,5034016,5030240,14046,3960740,57810,0,9062836,--,--,0,9062836,0,0,0,                 18.02
2016,03,1309,台達化工,4890999,3527803,8418802,3302372,1803896,5106268,3276518,469,-51124,86671,--,3312534,--,--,--,3312534,0,0,0,                 10.11
2016,03,1310,台苯,3775425,6768542,10543967,2287564,1264087,3551651,5278698,70359,1614071,-362420,0,6600708,--,--,391608,6992316,0,0,0,                 12.50
2016,03,1312,國喬石化,6832533,16843016,23675549,2728291,1223362,3951653,9266203,123604,7302699,745232,-199604,17238134,--,--,2485762,19723896,0,0,8254473,                 18.77
2016,03,1313,聯成,15649008,20541403,36190411,8927525,9361624,18289149,11712366,1111644,4196085,1248719,-367552,17901262,--,--,--,17901262,0,0,38417000,                 15.80
2016,03,1314,中石化,16439574,60086054,76525628,6245944,18855918,25101862,23199897,18141,29654252,-1658276,--,51214014,--,--,209752,51423766,0,0,0,                 22.08
2016,03,1315,達新工業,4281821,5150483,9432304,1464871,994211,2459082,1980000,78348,3689699,1327430,-118879,6956598,0,--,16624,6973222,0,0,7137000,                 36.45
2016,03,1316,上曜,3225193,697919,3923112,1516559,639751,2156310,1699079,93560,-650225,-2578,-23399,1116437,0,--,650365,1766802,0,0,9269000,                  6.95
2016,03,1319,東陽,9632825,25698833,35331658,7998741,7810489,15809230,5914771,4149257,8581503,-86727,--,18558804,--,--,963624,19522428,0,--,0,                 31.38
2016,03,1321,大洋,1499309,9413073,10912382,1136313,4791684,5927997,2272283,7792,2781551,-41052,-36189,4984385,--,--,--,4984385,0,0,6542716,                 22.59
2016,03,1323,永裕,2191650,1524824,3716474,526770,1232345,1759115,912745,56424,786267,-31307,-2813,1721316,--,--,236043,1957359,0,0,391086,                 18.94
2016,03,1324,地球工業,914240,400188,1314428,259153,63589,322742,751219,0,242475,-2008,0,991686,--,--,0,991686,0,0,0,                 13.20
2016,03,1325,恒大,1124847,919437,2044284,51883,65741,117624,1003308,3318,843883,-6959,--,1843550,--,--,83110,1926660,0,0,0,                 18.37
2016,03,1326,台化,212913462,296537763,509451225,72137131,90420484,162557615,58611863,8826543,152831387,73332887,-360572,293242108,--,--,53651502,346893610,0,0,18535610,                 50.19
2016,03,1337,再生-KY,4123913,6930513,11054426,1010277,66728,1077005,2653681,2955669,4366496,1575,--,9977421,--,--,--,9977421,0,--,0,                 38.44
2016,03,1338,廣華-KY,5302267,3547623,8849890,2144760,381767,2526527,838400,2787090,2561206,-110744,0,6075952,--,--,247411,6323363,0,0,0,                 72.47
2016,03,1339,昭輝,1775447,4167007,5942454,1458141,1367087,2825228,741389,1166414,976728,-9386,0,2875145,--,--,242081,3117226,0,--,0,                 38.78
2016,03,1340,勝悅-KY,5537098,862116,6399214,532073,6793,538866,1148932,2540814,2333745,-163143,--,5860348,--,--,--,5860348,0,--,0,                 51.01
2016,03,1402,遠東新,110953054,406233817,517186871,101881893,164930448,266812341,53528751,2856283,135468063,-1944827,-25063,189883207,--,--,60491323,250374530,0,--,779000,                 35.48
2016,03,1410,南染,693636,809953,1503589,94391,176383,270774,720000,21784,456009,-17707,--,1180086,--,--,52729,1232815,0,0,0,                 16.39
2016,03,1413,宏洲纖維,814766,1481556,2296322,524643,972517,1497160,1321124,0,-521962,0,0,799162,--,--,0,799162,0,--,0,                  6.05
2016,03,1414,東和,792258,3911793,4704051,888567,785932,1674499,2200000,0,959741,-130189,0,--,--,--,--,3029552,0,--,0,                 13.77
2016,03,1416,廣豐,3532221,7113967,10646188,2555414,2931963,5487377,2059357,171680,2689586,219974,0,5140597,--,--,18214,5158811,0,0,0,                 24.96
2016,03,1417,嘉裕,3032137,2212316,5244453,1154150,132719,1286869,3798837,--,-201356,360103,--,3957584,--,--,--,3957584,0,--,0,                 10.42
2016,03,1418,東華,423323,1315364,1738687,1022576,339122,1361698,1319276,8005,-776381,-75271,-98717,376912,--,--,77,376989,0,0,8733000,                  3.06
2016,03,1419,新紡,2109233,9639163,11748396,3573785,856827,4430612,3000413,1889,1914016,2357709,-13174,7260853,0,--,56931,7317784,0,0,803829,                 24.26
2016,03,1423,利華羊毛,1403373,1393647,2797020,21432,201690,223122,1730000,122705,405542,315651,0,--,--,--,--,2573898,0,--,0,                 14.88
2016,03,1432,大魯閣,1118507,6129468,7247975,1918085,2700655,4618740,1714376,685396,-211068,46785,-70174,2165315,--,--,463920,2629235,0,0,3500000,                 12.89
2016,03,1434,福懋興業,22166265,62049983,84216248,9221028,12913218,22134246,16846646,22225,12803578,29074136,-21501,58725084,--,--,3356918,62082002,0,0,2473228,                 34.91
2016,03,1435,中福國際,402831,708144,1110975,6170,169674,175844,1397801,1302,-304681,0,-159275,935147,--,--,-16,935131,0,--,14424000,                  7.46
2016,03,1436,華友聯,5969257,373171,6342428,3199794,867877,4067671,759000,245201,1270556,0,--,2274757,--,--,--,2274757,0,0,0,                 29.97
2016,03,1437,勤益投控,1495188,7808567,9303755,2590598,1700561,4291159,1981899,323713,2602275,125213,-48708,4984392,--,--,28204,5012596,0,0,2303000,                 25.45
2016,03,1438,裕豐,580379,35839,616218,1655,68800,70455,1024115,81330,-559682,0,0,--,--,--,--,545763,0,--,0,                  5.33
2016,03,1439,中和羊毛,1345985,755081,2101066,14768,149610,164378,920000,8686,1008002,0,0,--,--,--,--,1936688,0,0,0,                 21.05
2016,03,1440,南紡,7847203,32293019,40140222,7493911,7274494,14768405,16568159,75112,7617606,645603,--,24906480,--,--,465337,25371817,0,0,0,                 15.03
2016,03,1441,大東紡織,762788,2356506,3119294,1042755,1474359,2517114,897991,16841,-302896,-9756,0,602180,--,--,--,602180,0,0,0,                  6.71
2016,03,1442,名軒,12370278,726109,13096387,4461033,3366701,7827734,2688355,912643,1663110,4545,--,5268653,--,--,--,5268653,0,--,0,                 19.60
2016,03,1443,立益紡織,1413295,2911448,4324743,2461655,1061612,3523267,1353430,701,-248574,-26694,-9056,1069807,--,--,-268331,801476,0,0,460610,                  7.93
2016,03,1444,力麗,8190821,11107703,19298524,7474893,473871,7948764,9573029,69500,925271,22136,-28470,10561466,--,--,788294,11349760,0,--,10774028,                 11.16
2016,03,1445,大宇紡織,1006089,1198150,2204239,139645,151430,291075,1386670,172064,319009,35421,0,1913164,--,--,0,1913164,0,0,0,                 13.80
2016,03,1446,宏和,3172892,676794,3849686,2048596,23499,2072095,1377095,268134,164563,-32201,0,1777591,--,--,0,1777591,0,0,0,                 12.91
2016,03,1447,力鵬,11560648,10609692,22170340,9484968,2505876,11990844,9144872,97224,1169349,-529915,-357738,9523792,--,--,655704,10179496,0,--,82948106,                 11.45
2016,03,1449,佳和實業,2228462,3037020,5265482,2070760,2285720,4356480,1200000,44107,-966331,394623,-14290,658109,--,--,250893,909002,0,--,317686,                  5.50
2016,03,1451,年興紡織,7305615,5637026,12942641,1754002,1425718,3179720,4000000,410589,5466495,-180109,--,9696975,--,--,65946,9762921,0,--,0,                 24.24
2016,03,1452,宏益,1375533,1178054,2553587,139776,55680,195456,1326414,151915,864075,15727,--,2358131,--,--,--,2358131,0,0,0,                 17.78
2016,03,1453,大將,735370,430489,1165859,100970,54910,155880,896747,2762,99054,-1077,--,997486,--,--,12493,1009979,0,--,0,                 11.12
2016,03,1454,台富,1203410,992417,2195827,435140,91043,526183,1403098,70951,153397,119215,-77032,1669629,--,--,15,1669644,0,--,7714103,                 12.59
2016,03,1455,集盛,4274670,6854687,11129357,3360399,321016,3681415,6117634,360356,970023,-71,--,7447942,--,--,--,7447942,0,--,0,                 12.17
2016,03,1456,怡華,2911443,2010310,4921753,1836428,2030545,3866973,937200,18377,70999,28204,--,1054780,--,--,--,1054780,0,0,0,                 11.25
2016,03,1457,宜進,2315917,9226117,11542034,1794480,3313981,5108461,3351640,326769,379797,83465,-284322,3857349,--,--,2576224,6433573,0,0,72762089,                 14.70
2016,03,1459,聯發紡織,3190936,3922741,7113677,2206784,1546906,3753690,3586289,251179,727986,-842988,-513573,3208893,--,--,151094,3359987,0,0,41144531,                 10.11
2016,03,1460,宏遠,5922076,3981838,9903914,3579783,1623387,5203170,4711891,89004,421607,-56092,-465679,4700731,--,--,13,4700744,0,--,33706585,                 10.74
2016,03,1463,強盛染整,2581725,1124916,3706641,1590272,98108,1688380,1732684,135105,192987,-18371,-124693,1917712,--,--,100549,2018261,0,0,11447523,                 11.85
2016,03,1464,得力實業,5286719,4111951,9398670,4338311,268761,4607072,2776816,862198,651286,-120505,-12681,4157114,--,--,634484,4791598,0,--,1090005,                 15.03
2016,03,1465,偉全實業,1870133,733300,2603433,356384,38777,395161,1036073,353488,303925,21431,--,1714917,--,--,493355,2208272,0,--,0,                 16.55
2016,03,1466,聚隆,1533991,2041939,3575930,1337668,467029,1804697,1111573,451883,207777,0,0,1771233,0,--,0,1771233,0,0,0,                 15.93
2016,03,1467,南緯實業,3952195,2795124,6747319,2735732,1403713,4139445,2102622,139960,425807,-474023,--,2194366,--,--,413508,2607874,0,0,0,                 10.44
2016,03,1468,昶和纖維,1217933,1195616,2413549,709126,562835,1271961,1604053,26753,-593751,61228,--,1098283,--,--,43305,1141588,0,--,0,                  6.85
2016,03,1469,理隆纖維,1279469,1270476,2549945,660903,26745,687648,1246000,455920,-193992,354348,--,1862276,--,--,21,1862297,0,0,0,                 14.95
2016,03,1470,大統染,648529,389040,1037569,93087,9606,102693,857670,6918,95057,-24769,--,--,--,--,--,934876,0,--,0,                 10.90
2016,03,1471,首利,984202,1348392,2332594,423751,4761,428512,2014677,44292,-248992,94105,--,1904082,--,--,--,1904082,0,0,0,                  9.45
2016,03,1472,三洋紡,447056,528523,975579,540835,47613,588448,741500,0,-344572,-9706,-91,387131,--,--,0,387131,0,--,3200,                  5.22
2016,03,1473,台南企業,4361010,2443654,6804664,1940090,671560,2611650,1471778,867528,1673574,28456,-24666,4016670,--,--,176344,4193014,28000,0,932000,                 27.47
2016,03,1474,弘裕,1876457,1373332,3249789,1253247,169198,1422445,1298970,5887,532989,-10502,--,1827344,--,--,--,1827344,0,0,0,                 14.07
2016,03,1475,本盟光電,246275,40981,287256,131148,5218,136366,525168,188125,-355498,869,--,358664,--,--,-207774,150890,0,0,0,                  6.83
2016,03,1476,儒鴻,11861274,6781818,18643092,4685835,322688,5008523,2689874,3769437,7138719,36539,--,13634569,--,--,0,13634569,0,0,0,                 50.69
2016,03,1477,聚陽實業,6156236,5608157,11764393,3113848,181286,3295134,2067152,3402318,2813481,53034,--,8335985,0,--,133274,8469259,0,0,0,                 40.33
2016,03,1503,士電,14186838,22055893,36242731,11014168,3420974,14435142,5209722,2584303,13529163,13755,--,21336943,--,--,470646,21807589,0,--,0,                 40.96
2016,03,1504,東元電機,44166476,47962685,92129161,18061656,18458818,36520474,20026929,7651388,20383033,2037735,-321563,49777522,--,--,5831165,55608687,0,0,22443022,                 25.14
2016,03,1506,正道,1409984,1213331,2623315,374892,918264,1293156,1222557,122866,-15326,-90604,--,1239493,--,--,90666,1330159,0,--,0,                 10.14
2016,03,1507,永大機電,18739786,9530784,28270570,14719424,1809189,16528613,4108200,256332,6836509,438647,-69411,11570277,--,--,171680,11741957,0,0,2129800,                 28.31
2016,03,1512,瑞利,2048179,2245624,4293803,1781035,1196105,2977140,1818025,--,-488914,-89505,--,1239606,--,--,77057,1316663,0,--,0,                  6.82
2016,03,1513,中興電,8983024,5720094,14703118,5634560,1528385,7162945,4200000,399682,2667018,143924,-116880,7293744,--,--,246429,7540173,0,0,9038676,                 17.75
2016,03,1514,亞力電機,3191141,1839871,5031012,1961613,339769,2301382,2010670,61299,647074,-1609,-41616,2675818,--,--,53812,2729630,0,--,2362712,                 13.47
2016,03,1515,力山,2944639,2601757,5546396,2665824,536310,3202134,1814735,433,494792,9857,--,2319817,--,--,24445,2344262,0,0,0,                 12.78
2016,03,1516,川飛,279211,73045,352256,9546,20,9566,293040,20185,29465,0,0,--,--,--,--,342690,0,0,0,                 14.70
2016,03,1517,利奇機械,3004735,1870254,4874989,778890,594801,1373691,2278250,60505,1083738,-30919,--,3391574,--,--,109724,3501298,0,--,0,                 14.89
2016,03,1519,華城電機,5046812,2094503,7141315,2810274,1062582,3872856,2610585,1033,651194,1807,--,3264619,--,--,3840,3268459,0,--,0,                 12.51
2016,03,1521,大億,1984970,1495228,3480198,1488622,260666,1749288,762300,60472,920295,-12157,--,1730910,--,--,--,1730910,0,--,0,                 22.71
2016,03,1522,堤維西,8262183,11140638,19402821,7280139,5608100,12888239,3128979,1324176,1704786,-89232,-5996,6062713,--,--,451869,6514582,0,0,939707,                 19.43
2016,03,1524,耿鼎企業,1294584,3303052,4597636,1762760,827011,2589771,1796852,0,211434,-421,0,2007865,0,--,0,2007865,0,0,0,                 11.17
2016,03,1525,江申工業,802975,3503056,4306031,634321,200823,835144,734001,1251,2843913,-108278,--,3470887,--,--,--,3470887,0,0,0,                 47.29
2016,03,1526,日馳,873702,503281,1376983,486125,259499,745624,500000,--,133837,-2478,--,631359,0,--,0,631359,0,--,0,                 12.63
2016,03,1527,鑽全,13958088,1212442,15170530,11547544,256438,11803982,1379606,305,2177592,-190955,0,--,--,--,--,3366548,0,--,0,                 24.40
2016,03,1528,恩德,3456538,1315278,4771816,1849777,628426,2478203,1800000,319573,227024,-42636,-34972,2268989,--,--,24624,2293613,0,--,3669000,                 12.87
2016,03,1529,樂士,123543,308539,432082,141226,2501,143727,2997089,0,-2713226,0,0,283863,0,--,4492,288355,0,--,0,                  0.95
2016,03,1530,亞崴機電,4114894,2160423,6275317,2736944,744027,3480971,965942,250067,1421458,-18084,--,2619383,--,--,174963,2794346,0,0,0,                 27.12
2016,03,1531,高林股,3249303,1677912,4927215,911514,237703,1149217,1931511,204042,1870969,-34681,-193843,3777998,--,--,--,3777998,0,0,8143000,                 20.42
2016,03,1532,勤美,21355669,14320178,35675847,11091269,6707235,17798504,3852521,1542899,6022473,360697,0,11778590,--,--,6098753,17877343,0,0,0,                 30.57
2016,03,1533,車王電,2568306,1473819,4042125,1264871,588356,1853227,985475,271128,1020641,-88337,0,2188907,--,--,-9,2188898,0,0,0,                 22.21
2016,03,1535,中宇,6075427,1569536,7644963,4019740,401354,4421094,1237426,628374,1279177,78892,0,3223869,0,--,0,3223869,0,--,0,                 26.05
2016,03,1536,和大工業,3572109,6185639,9757748,2147153,3692563,5839716,2349565,13804,1447256,58489,--,3869114,--,--,48918,3918032,0,0,0,                 16.47
2016,03,1537,廣隆光電,3738007,1315042,5053049,1350882,326053,1676935,817854,640909,1760906,63682,--,3283351,--,--,92763,3376114,0,0,0,                 40.15
2016,03,1538,正峰新,318441,1314157,1632598,486114,443423,929537,831358,--,-112797,-15500,--,703061,--,--,--,703061,0,0,0,                  8.46
2016,03,1539,巨庭機械,2628822,781984,3410806,2085745,294422,2380167,653700,0,375396,1543,--,1030639,--,--,0,1030639,0,0,0,                 15.77
2016,03,1540,喬福機械,1106921,408945,1515866,193041,18644,211685,854736,194265,285366,0,-30206,1304161,--,--,20,1304181,0,--,6105911,                 16.43
2016,03,1541,錩泰,1782579,786181,2568760,1335504,70637,1406141,788000,1364,370793,2462,--,1162619,--,--,--,1162619,0,0,0,                 14.75
2016,03,1558,伸興,4433562,1827317,6260879,1685806,231649,1917455,605526,1387345,2360154,-37145,-2163,4313717,--,--,29707,4343424,0,--,17000,                 71.26
2016,03,1560,中砂,1976390,3191025,5167415,1354043,179743,1533786,1410000,1241869,980279,1481,--,--,--,--,--,3633629,0,0,0,                 25.77
2016,03,1568,倉佑,1665219,1506730,3171949,991009,709678,1700687,1030865,145471,307023,-12097,--,1471262,--,--,0,1471262,0,0,0,                 14.27
2016,03,1582,信錦,7691636,1294839,8986475,2658651,1152934,3811585,1498564,1940072,1861541,-125287,0,5174890,--,--,0,5174890,0,0,0,                 34.53
2016,03,1583,程泰,7771574,4000014,11771588,4903723,1518533,6422256,1103634,488738,2170739,-4240,--,3758871,--,--,1590461,5349332,0,0,0,                 34.06
2016,03,1589,永冠-KY,7717970,6969322,14687292,2332214,2397660,4729874,1188175,6204774,2779381,-524524,--,9647806,--,--,309612,9957418,0,--,0,                 81.20
2016,03,1590,亞德客-KY,9805529,12517220,22322749,9161202,2580506,11741708,1790250,3906960,4964105,-190439,0,10470876,--,--,110165,10581041,0,0,0,                 58.49
2016,03,1592,英瑞-KY,3855038,3022336,6877374,3271220,526243,3797463,1004333,895781,1090094,132903,-43200,3079911,--,--,--,3079911,0,--,1455000,                 31.12
2016,03,1598,岱宇國際,3256369,2014979,5271348,2640265,576763,3217028,929502,711068,455802,-44134,--,2052238,--,--,2082,2054320,0,--,0,                 22.08
2016,03,1603,華電,3864204,4783683,8647887,3054416,780612,3835028,1916880,434765,4745873,-49990,-2244172,4803356,--,--,9503,4812859,0,--,46916871,                 33.18
2016,03,1604,聲寶,3731397,7806211,11537608,1891135,2204920,4096055,5050000,100271,2960657,-195738,-729495,7185695,--,--,255858,7441553,0,0,31041829,                 15.16
2016,03,1605,華新,54156230,57951511,112107741,32087258,16430162,48517420,35160002,15737016,14039403,-1323783,-1845423,61767215,--,--,1823106,63590321,0,--,190000000,                 18.57
2016,03,1608,華榮,4822372,6542931,11365303,2776085,897255,3673340,6327735,194806,985673,38706,-852003,6694917,--,--,997046,7691963,0,0,208563824,                 15.78
2016,03,1609,大亞電線,9698590,7714392,17412982,6692848,3345070,10037918,5721808,518534,213785,-58935,-46562,6348630,0,--,1026434,7375064,0,0,12633667,                 11.35
2016,03,1611,中電,2904674,4412030,7316704,2001368,262257,2263625,3984392,514132,633435,-88375,-696,5042888,--,--,10191,5053079,0,0,116273,                 12.66
2016,03,1612,宏泰,2465392,2771424,5236816,646337,130867,777204,3160801,191704,1278102,-174985,0,4455622,--,--,3990,4459612,0,--,0,                 14.10
2016,03,1613,台一,10387953,4028479,14416432,9890298,3223879,13114177,2275280,74457,-1033977,-198498,--,1117262,--,--,184993,1302255,0,0,0,                  4.91
2016,03,1614,三洋電,2108120,4630025,6738145,845801,682083,1527884,2691134,231041,2352367,8958,-132298,5151202,--,--,59059,5210261,0,0,10182744,                 19.89
2016,03,1615,大山,933519,1344710,2278229,625674,173810,799484,1118618,0,365217,-5090,--,1478745,--,--,--,1478745,0,0,0,                 13.22
2016,03,1616,億泰,2349823,1099268,3449091,1523664,159115,1682779,1941485,2480,-70260,-22316,-85077,1766312,--,--,--,1766312,0,--,4654449,                  9.32
2016,03,1617,榮星電線,2185775,900456,3086231,1362121,159753,1521874,1442332,90331,84135,-45444,-7001,1564353,--,--,4,1564357,0,0,1000000,                 10.92
2016,03,1618,合機公司,2129361,2160991,4290352,260603,20710,281313,2408647,648415,1153995,-202018,0,4009039,--,--,0,4009039,0,0,0,                 16.64
2016,03,1626,艾美特-KY,4381105,2943958,7325063,3838254,761980,4600234,1228846,973740,551022,-47224,-1007,2705377,--,--,19452,2724829,0,38000,38000,                 22.03
2016,03,1701,中化,4203092,5601843,9804935,2231960,2057802,4289762,2980811,642640,1814695,55922,-28054,5466014,--,--,49159,5515173,0,0,827883,                 18.39
2016,03,1702,南僑化工,7549915,10780021,18329936,5659211,7064402,12723613,2941330,640075,2678912,-269824,-530114,5460379,--,--,145944,5606323,0,0,46041259,                 22.01
2016,03,1704,榮化,21651199,16006750,37657949,7630829,4748900,12379729,8560094,9236021,7471660,-72399,--,25195376,--,--,82844,25278220,0,--,0,                 29.43
2016,03,1707,葡萄王,2262652,6529434,8792086,2245474,1515363,3760837,1339502,608360,2296807,-19916,0,4224753,--,--,806496,5031249,0,0,0,                 31.54
2016,03,1708,東鹼,1956431,7484567,9440998,1504399,2679645,4184044,1918551,77194,3003709,54790,--,5054244,--,--,202710,5256954,0,--,0,                 26.34
2016,03,1709,和益化工,5790301,5148788,10939089,2507078,1255983,3763061,4377847,269146,2014157,116906,--,6778056,--,--,397972,7176028,0,0,0,                 15.48
2016,03,1710,東聯,7352517,28600986,35953503,9197323,10920697,20118020,8857031,915681,3875976,39862,-187798,13500752,--,--,2334731,15835483,0,0,13753554,                 15.48
2016,03,1711,永光化學,6387970,7286829,13674799,4187274,1397352,5584626,5477522,473558,1592188,224140,--,7767408,--,--,322765,8090173,0,0,0,                 14.18
2016,03,1712,興農,7354026,8164487,15518513,4821678,5189300,10010978,3470013,219266,1919132,-199041,0,5409370,--,--,98165,5507535,0,--,0,                 15.59
2016,03,1713,國化,969100,1454143,2423243,40339,136859,177198,1509517,3167,729487,3874,0,--,--,--,--,2246045,0,0,0,                 14.88
2016,03,1714,和桐化學,16995758,12170225,29165983,11454578,3047446,14502024,9872074,40343,884830,307234,-143222,10961259,--,--,3702700,14663959,0,0,17965918,                 11.31
2016,03,1715,萬洲化學,7295858,7538538,14834396,4415520,3675550,8091070,4151076,798556,1367366,-102133,-153212,6061653,0,--,681673,6743326,0,0,13513548,                 15.09
2016,03,1717,長興材料,29164136,21173419,50337555,12962019,15938353,28900372,11039425,359900,8511732,957971,--,20869028,--,--,568155,21437183,0,--,0,                 18.90
2016,03,1720,生達化學,2746880,3304392,6051272,1579768,390075,1969843,1786961,286763,1253973,284884,--,3612581,--,--,468848,4081429,0,0,0,                 20.22
2016,03,1721,三晃,2307968,1825447,4133415,883501,883497,1766998,2223473,35888,106089,-4911,0,2360539,0,--,5878,2366417,0,0,0,                 10.62
2016,03,1722,台肥,15954678,61597120,77551798,1999762,24574285,26574047,9800000,2232791,38622180,322780,--,50977751,--,--,--,50977751,0,0,0,                 52.02
2016,03,1723,中碳,3890614,5544597,9435211,2761744,146046,2907790,2369044,732979,3323457,-88337,-125656,6211487,--,--,315934,6527421,0,--,5077537,                 26.79
